tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_002,2,1930-07-13,Group Stage,played,France,FRA,FRA,UEFA,Mexico,MEX,MEX,CONCACAF,TRUE,Montevideo,Uruguay,TRUE,1547,1613
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_005,5,1930-07-15,Group Stage,played,France,FRA,FRA,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1609,2073
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_011,11,1930-07-19,Group Stage,played,France,FRA,FRA,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1605,1624
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_002,2,1934-05-27,Round of 16,played,France,FRA,FRA,UEFA,Austria,AUT,AUT,UEFA,FALSE,Turin,Italy,TRUE,1626,2050
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_005,5,1938-06-05,Round of 16,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,Colombes,France,FALSE,1630,1567
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_012,12,1938-06-12,Quarter-final,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,TRUE,Colombes,France,FALSE,1655,2060
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_004,4,1954-06-16,Group Stage,played,France,FRA,FRA,UEFA,Yugoslavia,YUG,YUG,UEFA,TRUE,Lausanne,Switzerland,TRUE,1775,1934
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_011,11,1954-06-19,Group Stage,played,France,FRA,FRA,UEFA,Mexico,MEX,MEX,CONCACAF,TRUE,Geneva,Switzerland,TRUE,1758,1683
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_005,5,1958-06-08,Group Stage,played,France,FRA,FRA,UEFA,Paraguay,PRY,PRY,CONMEBOL,TRUE,Norrköping,Sweden,TRUE,1840,1751
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_013,13,1958-06-11,Group Stage,played,France,FRA,FRA,UEFA,Yugoslavia,YUG,YUG,UEFA,TRUE,Västerås,Sweden,TRUE,1882,1907
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_020,20,1958-06-15,Group Stage,played,France,FRA,FRA,UEFA,Scotland,SCO,SCO,UEFA,TRUE,Örebro,Sweden,TRUE,1854,1795
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_029,29,1958-06-19,Quarter-final,played,France,FRA,FRA,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,Norrköping,Sweden,TRUE,1879,1820
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_032,32,1958-06-24,Semi-final,played,France,FRA,FRA,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Solna,Sweden,TRUE,1926,2065
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_034,34,1958-06-28,Third Place,played,France,FRA,FRA,UEFA,Germany,GER,DEU,UEFA,TRUE,Gothenburg,Sweden,TRUE,2082,1923
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_007,7,1966-07-13,Group Stage,played,France,FRA,FRA,UEFA,Mexico,MEX,MEX,CONCACAF,TRUE,London,England,TRUE,1759,1868
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_011,11,1966-07-15,Group Stage,played,France,FRA,FRA,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,London,England,TRUE,1768,1866
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_023,23,1966-07-20,Group Stage,played,France,FRA,FRA,UEFA,England,ENG,ENG,UEFA,FALSE,London,England,FALSE,1746,1993
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_003,3,1978-06-02,Group Stage,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,TRUE,Mar del Plata,Argentina,TRUE,1891,1937
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_009,9,1978-06-06,Group Stage,played,France,FRA,FRA,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Buenos Aires,Argentina,FALSE,1865,1947
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_018,18,1978-06-10,Group Stage,played,France,FRA,FRA,UEFA,Hungary,HUN,HUN,UEFA,TRUE,Mar del Plata,Argentina,TRUE,1849,1852
