team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Alex Thépot,P-50248,goal keeper,GK,,1906-07-30,23,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Alexandre Villaplane,P-48345,midfielder,MF,,1904-12-24,25,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,André Maschinot,P-60620,forward,FW,,1903-06-28,27,FC Sochaux - Montbéliard,France,4,2
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,André Tassin,P-62322,goal keeper,GK,,1902-12-24,27,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Augustin Chantrel,P-83054,midfielder,MF,,1906-11-11,23,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Célestin Delmer,P-53878,midfielder,MF,,1907-02-15,23,Amiens AC,France,4,0
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Edmond Delfour,P-10604,midfielder,MF,,1907-11-01,22,Racing Club France,France,8,3
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Ernest Libérati,P-89688,forward,FW,,1906-03-22,24,Amiens AC,France,8,1
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Jean Laurent,P-73308,defender,DF,,1906-12-30,23,FC Sochaux - Montbéliard,France,2,0
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Lucien Laurent,P-05470,forward,FW,,1907-12-10,22,FC Sochaux - Montbéliard,France,5,1
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Marcel Capelle,P-77318,defender,DF,,1904-12-11,25,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Marcel Langiller,P-99087,forward,FW,,1908-06-02,22,Excelsior Roubaix,France,5,1
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Marcel Pinel,P-58728,forward,FW,,1908-07-08,22,Red Star Olympique Audonien,France,8,4
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Numa Andoire,P-68817,defender,DF,,1908-03-19,22,,,,
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Émile Veinante,P-02281,forward,FW,,1907-06-12,23,Racing Club France,France,1,0
France,FRA,1930 FIFA Men's World Cup,WC-1930,1930,Étienne Mattler,P-67332,defender,DF,,1905-12-25,24,FC Sochaux - Montbéliard,France,6,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Alex Thépot,P-50248,goal keeper,GK,,1906-07-30,27,,,,
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Alfred Aston,P-93801,forward,FW,,1912-05-16,22,Red Star Olympique Audonien,France,5,1
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Célestin Delmer,P-53878,midfielder,MF,,1907-02-15,27,Excelsior Roubaix,France,2,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Edmond Delfour,P-10604,midfielder,MF,,1907-11-01,26,Racing Club Paris,France,3,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Fritz Keller,P-26041,forward,FW,,1913-08-21,20,RC Strasbourg,France,3,1
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Georges Beaucourt,P-45731,midfielder,MF,,1912-04-15,22,,,,
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Georges Verriest,P-13166,midfielder,MF,,1909-07-15,24,RC Roubaix,France,3,1
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Jacques Mairesse,P-69033,defender,DF,,1905-02-27,29,Red Star Olympique Audonien,France,2,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Jean Nicolas,P-70804,forward,FW,,1913-06-09,20,FC Rouen,France,7,12
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Joseph Alcazar,P-09225,forward,FW,,1911-06-15,22,Olympique Marseille,France,5,1
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Joseph Gonzales,P-84475,defender,DF,,1907-02-19,27,,,,
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Jules Vandooren,P-46249,defender,DF,,1908-12-30,25,Olympique Lillois,France,2,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Louis Gabrillargues,P-30130,midfielder,MF,,1914-06-16,19,FC Sète,France,1,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Lucien Laurent,P-05470,forward,FW,,1907-12-10,26,,,,
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Noël Liétaer,P-26292,midfielder,MF,,1908-11-17,25,Excelsior Roubaix,France,6,0
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Pierre Korb,P-45865,forward,FW,,1908-04-20,26,FC Mulhouse,France,2,1
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,René Llense,P-59589,goal keeper,GK,,1913-07-14,20,,,,
France,FRA,1934 FIFA Men's World Cup,WC-1934,1934,Robert Défossé,P-36153,goal keeper,GK,,1909-06-16,24,,,,
