tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1904-05-01,Évence Coppée Trophy,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,3,3,draw,Brussels,Belgium,FALSE,1600,1800,1610,1790,10
,,,1905-02-12,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,1,0,win,Paris,France,FALSE,1610,1500,1615,1495,5
,,,1905-05-07,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,0,7,loss,Brussels,Belgium,FALSE,1615,1765,1606,1774,-9
,,,1906-04-22,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,0,5,loss,Saint-Cloud,France,FALSE,1606,1763,1589,1780,-17
,,,1907-04-21,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,2,1,win,Brussels,Belgium,FALSE,1578,1809,1595,1792,17
,,,1908-03-08,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,2,1,win,Geneva,Switzerland,FALSE,1595,1495,1605,1485,10
,,,1908-04-12,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,1,2,loss,Colombes,France,FALSE,1602,1784,1594,1792,-8
,,,1908-05-10,Friendly,played,France,FRA,FRA,UEFA,Netherlands,NED,NLD,UEFA,FALSE,1,4,loss,Rotterdam,Netherlands,FALSE,1594,1890,1591,1893,-3
,,,1908-10-22,Olympic Games,played,France,FRA,FRA,UEFA,Denmark,DNK,DNK,UEFA,TRUE,1,17,loss,London,England,TRUE,1591,2000,1573,2018,-18
,,,1909-05-09,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,2,5,loss,Brussels,Belgium,FALSE,1573,1736,1567,1742,-6
,,,1910-04-03,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,0,4,loss,Gentilly,France,FALSE,1564,1767,1551,1780,-13
,,,1910-05-15,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,FALSE,2,6,loss,Milan,Italy,FALSE,1550,1700,1543,1707,-7
,,,1911-01-01,Friendly,played,France,FRA,FRA,UEFA,Hungary,HUN,HUN,UEFA,TRUE,0,3,loss,Maisons-Alfort,France,FALSE,1543,1885,1536,1892,-7
,,,1911-04-09,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,TRUE,2,2,draw,Saint-Ouen,France,FALSE,1534,1693,1536,1691,2
,,,1911-04-23,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,2,5,loss,Geneva,Switzerland,FALSE,1536,1509,1522,1523,-14
,,,1911-04-30,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,1,7,loss,Uccle,Belgium,FALSE,1522,1755,1517,1760,-5
,,,1911-10-29,Friendly,played,France,FRA,FRA,UEFA,Luxembourg,,,,FALSE,4,1,win,Luxembourg,Luxembourg,FALSE,1517,1300,1529,1288,12
,,,1912-01-28,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,1,1,draw,Saint-Ouen,France,FALSE,1529,1760,1533,1756,4
,,,1912-02-10,Friendly,played,France,FRA,FRA,UEFA,Catalonia,,,,TRUE,7,0,win,Paris,France,FALSE,,,,,
,,,1912-02-18,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,4,1,win,Saint-Ouen,France,FALSE,1533,1543,1546,1530,13
,,,1912-03-17,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,FALSE,4,3,win,Turin,Italy,FALSE,1546,1665,1562,1649,16
,,,1912-12-01,Friendly,played,France,FRA,FRA,UEFA,Catalonia,,,,FALSE,0,1,loss,Barcelona,Spain,FALSE,,,,,
,,,1913-01-12,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,TRUE,1,0,win,Saint-Ouen,France,FALSE,1562,1617,1571,1608,9
,,,1913-02-16,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,0,3,loss,Brussels,Belgium,FALSE,1571,1742,1565,1748,-6
,,,1913-03-09,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,4,1,win,Geneva,Switzerland,FALSE,1563,1515,1583,1495,20
,,,1913-04-20,Friendly,played,France,FRA,FRA,UEFA,Luxembourg,,,,TRUE,8,0,win,Saint-Ouen,France,FALSE,1583,1288,1587,1284,4
,,,1914-01-25,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,TRUE,4,3,win,Lille,France,FALSE,1587,1800,1600,1787,13
,,,1914-02-08,Friendly,played,France,FRA,FRA,UEFA,Luxembourg,,,,FALSE,4,5,loss,Luxembourg,Luxembourg,FALSE,1600,1284,1584,1300,-16
,,,1914-03-08,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,2,2,draw,Saint-Ouen,France,FALSE,1584,1504,1579,1509,-5
,,,1914-03-29,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,FALSE,0,2,loss,Turin,Italy,FALSE,1579,1617,1570,1626,-9
,,,1914-05-31,Friendly,played,France,FRA,FRA,UEFA,Hungary,HUN,HUN,UEFA,FALSE,1,5,loss,Budapest,Hungary,FALSE,1570,1964,1568,1966,-2
,,,1919-03-09,Friendly,played,France,FRA,FRA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,2,2,draw,Brussels,Belgium,FALSE,1550,1777,1557,1770,7
,,,1919-06-24,Inter-Allied Games,played,France,FRA,FRA,UEFA,Romania,ROU,ROU,UEFA,TRUE,4,0,win,Paris,France,FALSE,,,,,
,,,1919-06-26,Inter-Allied Games,played,France,FRA,FRA,UEFA,Greece,GRC,GRC,UEFA,TRUE,11,0,win,Paris,France,FALSE,,,,,
,,,1919-06-28,Inter-Allied Games,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,TRUE,2,0,win,Paris,France,FALSE,,,,,
,,,1919-06-29,Inter-Allied Games,played,France,FRA,FRA,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,2,3,loss,Paris,France,FALSE,,,,,
,,,1920-01-18,Friendly,played,France,FRA,FRA,UEFA,Italy,ITA,ITA,UEFA,FALSE,4,9,loss,Milan,Italy,FALSE,1557,1629,1546,1640,-11
,,,1920-02-29,Friendly,played,France,FRA,FRA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,2,0,win,Geneva,Switzerland,FALSE,1546,1507,1564,1489,18
