tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_007,7,1934-05-27,Round of 16,played,Italy,ITA,ITA,UEFA,United States,USA,USA,CONCACAF,TRUE,Rome,Italy,FALSE,1975,1778
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_012,12,1934-05-31,Quarter-final,played,Italy,ITA,ITA,UEFA,Spain,ESP,ESP,UEFA,TRUE,Florence,Italy,FALSE,1995,1981
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_013,13,1934-06-01,Quarter-final,played,Italy,ITA,ITA,UEFA,Spain,ESP,ESP,UEFA,TRUE,Florence,Italy,FALSE,1985,1991
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_015,15,1934-06-03,Semi-final,played,Italy,ITA,ITA,UEFA,Austria,AUT,AUT,UEFA,TRUE,Milan,Italy,FALSE,2007,2070
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_017,17,1934-06-10,Final,played,Italy,ITA,ITA,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,Rome,Italy,FALSE,2034,1916
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_007,7,1938-06-05,Round of 16,played,Italy,ITA,ITA,UEFA,Norway,NOR,NOR,UEFA,TRUE,Marseille,France,TRUE,2052,1730
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_012,12,1938-06-12,Quarter-final,played,Italy,ITA,ITA,UEFA,France,FRA,FRA,UEFA,FALSE,Colombes,France,FALSE,2060,1655
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_015,15,1938-06-16,Semi-final,played,Italy,ITA,ITA,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Marseille,France,TRUE,2073,1935
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_018,18,1938-06-19,Final,played,Italy,ITA,ITA,UEFA,Hungary,HUN,HUN,UEFA,FALSE,Colombes,France,TRUE,2092,1980
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_003,3,1950-06-25,Group Stage,played,Italy,ITA,ITA,UEFA,Sweden,SWE,SWE,UEFA,TRUE,São Paulo,Brazil,TRUE,1973,1974
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_015,15,1950-07-02,Group Stage,played,Italy,ITA,ITA,UEFA,Paraguay,PRY,PRY,CONMEBOL,TRUE,São Paulo,Brazil,TRUE,1943,1888
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_008,8,1954-06-17,Group Stage,played,Italy,ITA,ITA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,Lausanne,Switzerland,FALSE,1893,1673
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_013,13,1954-06-20,Group Stage,played,Italy,ITA,ITA,UEFA,Belgium,BEL,BEL,UEFA,FALSE,Lugano,Switzerland,TRUE,1853,1795
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_018,18,1954-06-23,Group Stage,played,Italy,ITA,ITA,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,Basel,Switzerland,FALSE,1897,1690
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_007,7,1962-05-31,Group Stage,played,Italy,ITA,ITA,UEFA,Germany,GER,DEU,UEFA,FALSE,Santiago,Chile,TRUE,1856,1923
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_011,11,1962-06-02,Group Stage,played,Italy,ITA,ITA,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Santiago,Chile,FALSE,1893,1769
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_024,24,1962-06-07,Group Stage,played,Italy,ITA,ITA,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,Santiago,Chile,TRUE,1845,1665
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_006,6,1966-07-13,Group Stage,played,Italy,ITA,ITA,UEFA,Chile,CHL,CHL,CONMEBOL,FALSE,Sunderland,England,TRUE,1979,1752
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_016,16,1966-07-16,Group Stage,played,Italy,ITA,ITA,UEFA,Soviet Union,SUN,SUN,UEFA,TRUE,Sunderland,England,TRUE,1998,2026
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_019,19,1966-07-19,Group Stage,played,Italy,ITA,ITA,UEFA,North Korea,PRK,PRK,AFC,TRUE,Middlesbrough,England,TRUE,1970,1753
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_008,8,1970-06-03,Group Stage,played,Italy,ITA,ITA,UEFA,Sweden,SWE,SWE,UEFA,TRUE,Toluca,Mexico,TRUE,2007,1846
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_011,11,1970-06-06,Group Stage,played,Italy,ITA,ITA,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,Puebla,Mexico,TRUE,2024,1890
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_023,23,1970-06-11,Group Stage,played,Italy,ITA,ITA,UEFA,Israel,ISR,ISR,UEFA,FALSE,Toluca,Mexico,TRUE,2013,1673
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_027,27,1970-06-14,Quarter-final,played,Italy,ITA,ITA,UEFA,Mexico,MEX,MEX,CONCACAF,FALSE,Toluca,Mexico,FALSE,1990,1755
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_030,30,1970-06-17,Semi-final,played,Italy,ITA,ITA,UEFA,Germany,GER,DEU,UEFA,FALSE,Mexico City,Mexico,TRUE,1856,1923
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_032,32,1970-06-21,Final,played,Italy,ITA,ITA,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Mexico City,Mexico,TRUE,2058,2130
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_005,5,1974-06-15,Group Stage,played,Italy,ITA,ITA,UEFA,Haiti,HTI,HTI,CONCACAF,TRUE,Munich,Germany,TRUE,2003,1610
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_013,13,1974-06-19,Group Stage,played,Italy,ITA,ITA,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Stuttgart,Germany,TRUE,2011,1870
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_023,23,1974-06-23,Group Stage,played,Italy,ITA,ITA,UEFA,Poland,POL,POL,UEFA,FALSE,Stuttgart,Germany,TRUE,1999,1997
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_003,3,1978-06-02,Group Stage,played,Italy,ITA,ITA,UEFA,France,FRA,FRA,UEFA,FALSE,Mar del Plata,Argentina,TRUE,1937,1891
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_011,11,1978-06-06,Group Stage,played,Italy,ITA,ITA,UEFA,Hungary,HUN,HUN,UEFA,FALSE,Mar del Plata,Argentina,TRUE,1963,1887
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_017,17,1978-06-10,Group Stage,played,Italy,ITA,ITA,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Buenos Aires,Argentina,FALSE,1998,1963
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_028,28,1978-06-14,Quarter-final,played,Italy,ITA,ITA,UEFA,Germany,GER,DEU,UEFA,FALSE,Buenos Aires,Argentina,TRUE,1856,1923
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_030,30,1978-06-18,Quarter-final,played,Italy,ITA,ITA,UEFA,Austria,AUT,AUT,UEFA,FALSE,Buenos Aires,Argentina,TRUE,2038,1867
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_036,36,1978-06-21,Quarter-final,played,Italy,ITA,ITA,UEFA,Netherlands,NED,NLD,UEFA,TRUE,Buenos Aires,Argentina,TRUE,2054,2076
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_037,37,1978-06-24,Third Place,played,Italy,ITA,ITA,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Buenos Aires,Argentina,TRUE,2026,2121
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_003,3,1982-06-14,Group Stage,played,Italy,ITA,ITA,UEFA,Poland,POL,POL,UEFA,TRUE,Vigo,Spain,TRUE,1892,1958
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_015,15,1982-06-18,Group Stage,played,Italy,ITA,ITA,UEFA,Peru,PER,PER,CONMEBOL,TRUE,Vigo,Spain,TRUE,1898,1764
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_030,30,1982-06-23,Group Stage,played,Italy,ITA,ITA,UEFA,Cameroon,CMR,CMR,CAF,TRUE,Vigo,Spain,TRUE,1887,1661
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_040,40,1982-06-29,Quarter-final,played,Italy,ITA,ITA,UEFA,Argentina,ARG,ARG,CONMEBOL,TRUE,Barcelona,Spain,TRUE,1870,2007
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_047,47,1982-07-05,Quarter-final,played,Italy,ITA,ITA,UEFA,Brazil,BRA,BRA,CONMEBOL,TRUE,Barcelona,Spain,TRUE,1911,2164
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_050,50,1982-07-08,Semi-final,played,Italy,ITA,ITA,UEFA,Poland,POL,POL,UEFA,FALSE,Barcelona,Spain,TRUE,1960,2013
1982 FIFA Men's World Cup,WC-1982,1982,WC-1982_052,52,1982-07-11,Final,played,Italy,ITA,ITA,UEFA,Germany,GER,DEU,UEFA,TRUE,Madrid,Spain,TRUE,1856,1923
