team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Anfilogino Guarisi,P-16965,forward,FW,,1905-12-26,28,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Angelo Schiavio,P-56703,forward,FW,,1905-10-15,28,Bologna Calcio,Italy,4,4
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Armando Castellazzi,P-56674,midfielder,MF,,1904-10-07,29,Ambrosiana Inter Milano,Italy,1,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Attilio Demaría,P-30720,forward,FW,,1909-03-19,25,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Attilio Ferraris,P-76282,midfielder,MF,,1904-03-26,30,Lazio Roma,Italy,5,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Enrique Guaita,P-03545,forward,FW,,1910-07-11,23,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Eraldo Monzeglio,P-58691,defender,DF,,1906-06-05,27,Bologna Calcio,Italy,7,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Felice Borel,P-40103,forward,FW,,1914-04-05,20,Juventus Torino,Italy,1,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Gianpiero Combi,P-57546,goal keeper,GK,,1902-11-20,31,Juventus Torino,Italy,6,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Giovanni Ferrari,P-39512,forward,FW,,1907-12-06,26,Juventus Torino,Italy,7,4
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Giuseppe Cavanna,P-77995,goal keeper,GK,,1905-09-18,28,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Giuseppe Meazza,P-34536,midfielder,MF,,1910-08-23,23,Ambrosiana Inter Milano,Italy,9,7
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Guido Masetti,P-93906,goal keeper,GK,,1907-11-22,26,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Luigi Allemandi,P-22402,defender,DF,,1903-11-18,30,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Luigi Bertolini,P-60679,midfielder,MF,,1904-09-13,29,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Luis Monti,P-25760,midfielder,MF,,1901-05-15,33,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Mario Pizziolo,P-10605,midfielder,MF,,1909-12-07,24,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Mario Varglien,P-95210,midfielder,MF,,1905-12-26,28,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Pietro Arcari,P-80654,forward,FW,,1909-12-02,24,,,,
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Raimundo Orsi,P-03638,forward,FW,,1901-12-02,32,Juventus Torino,Italy,7,3
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Umberto Caligaris,P-84232,defender,DF,,1901-07-26,32,Juventus Torino,Italy,1,0
Italy,ITA,1934 FIFA Men's World Cup,WC-1934,1934,Virginio Rosetta,P-30373,defender,DF,,1902-02-25,32,Juventus Torino,Italy,2,0
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Aldo Donati,P-07254,midfielder,MF,,1910-09-29,27,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Aldo Olivieri,P-95291,goal keeper,GK,,1910-10-02,27,AC Torino,Italy,7,0
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Alfredo Foni,P-97762,defender,DF,,1911-11-20,26,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Amedeo Biavati,P-85283,forward,FW,,1915-04-04,23,Bologna Calcio,Italy,5,1
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Bruno Chizzo,P-09916,midfielder,MF,,1916-04-19,22,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Carlo Ceresoli,P-94715,goal keeper,GK,,1910-05-14,28,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Eraldo Monzeglio,P-58691,defender,DF,,1906-06-05,31,AS Roma,Italy,2,0
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Gino Colaussi,P-76066,forward,FW,,1914-03-04,24,US Triestina,Italy,6,6
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Giovanni Ferrari,P-39512,forward,FW,,1907-12-06,30,Ambrosiana Inter Milano,Italy,8,1
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Giuseppe Meazza,P-34536,midfielder,MF,,1910-08-23,27,Ambrosiana Inter Milano,Italy,6,3
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Guido Masetti,P-93906,goal keeper,GK,,1907-11-22,30,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Mario Genta,P-07131,midfielder,MF,,1912-03-01,26,,,,
Italy,ITA,1938 FIFA Men's World Cup,WC-1938,1938,Mario Perazzolo,P-74793,midfielder,MF,,1911-06-07,26,Genova 1893,Italy,1,0
