team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Alex Wilson,P-42336,defender,DF,18,1933-10-29,20,Portsmouth FC,England,1,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Allan Brown,P-09457,forward,FW,10,1926-10-12,27,Blackpool FC,England,6,1
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Bobby Combe,P-47525,forward,FW,20,1924-02-29,30,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Bobby Evans,P-25807,defender,DF,4,1927-07-16,26,Celtic Glasgow,Scotland,4,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Bobby Johnstone,P-04087,forward,FW,15,1929-09-07,24,Manchester City,England,5,3
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,David Mathers,P-81374,midfielder,MF,17,1931-10-25,22,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Doug Cowie,P-70753,midfielder,MF,7,1926-05-01,28,Dundee FC,Scotland,6,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Ernie Copland,P-52450,forward,FW,21,1927-04-15,27,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Fred Martin,P-78119,goal keeper,GK,1,1929-05-13,25,Aberdeen FC,Scotland,5,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,George Hamilton,P-28715,forward,FW,9,1917-12-07,36,Hamilton Academical,Scotland,2,1
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Ian McMillan,P-43964,forward,FW,22,1931-03-18,23,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Jackie Henderson,P-83598,forward,FW,16,1932-01-17,22,Portsmouth FC,England,2,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Jimmy Binning,P-95817,forward,FW,19,1927-07-25,26,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Jimmy Davidson,P-45574,midfielder,MF,6,1925-11-08,28,Partick Thistle,Scotland,7,1
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Jock Aird,P-35569,defender,DF,3,1926-02-18,28,Burnley FC,England,4,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,John Anderson,P-60745,goal keeper,GK,14,1929-12-08,24,,,,
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,John Mackenzie,P-60694,forward,FW,8,1925-09-04,28,Partick Thistle,Scotland,6,1
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Neil Mochan,P-15894,forward,FW,11,1927-04-06,27,Celtic Glasgow,Scotland,3,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Tommy Docherty,P-47080,defender,DF,5,1928-04-24,26,Preston North End,England,6,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Willie Cunningham,P-39669,defender,DF,2,1925-02-22,29,Preston North End,England,7,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Willie Fernie,P-72928,forward,FW,12,1928-11-22,25,Celtic Glasgow,Scotland,5,0
Scotland,SCO,SCO,UEFA,1954 FIFA Men's World Cup,WC-1954,1954,Willie Ormond,P-70361,forward,FW,13,1927-02-23,27,Hibernian Edinburgh,Scotland,5,2
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Alex Parker,P-22201,defender,DF,3,1935-08-02,22,Everton FC,England,2,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Alex Scott,P-76869,forward,FW,15,1984-10-14,-27,,,,
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Archie Robertson,P-91151,forward,FW,20,1929-09-15,28,Clyde FC,Scotland,1,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Bill Brown,P-18281,goal keeper,GK,2,1931-10-08,26,Dundee FC,Scotland,3,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Bobby Collins,P-75309,forward,FW,19,1931-02-16,27,Everton FC,England,7,5
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Bobby Evans,P-25807,defender,DF,9,1927-07-16,30,Celtic Glasgow,Scotland,6,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Dave Mackay,P-25161,midfielder,MF,11,1934-11-14,23,Tottenham Hotspur,England,3,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Doug Cowie,P-70753,midfielder,MF,12,1926-05-01,32,Dundee FC,Scotland,4,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Eddie Turnbull,P-87139,midfielder,MF,8,1923-04-12,35,Hibernian Edinburgh,Scotland,5,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Eric Caldow,P-42014,defender,DF,4,1934-05-14,24,,,,
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Graham Leggat,P-90549,forward,FW,14,1934-06-20,23,Fulham FC,England,6,1
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Harry Haddock,P-89367,defender,DF,6,1925-07-26,32,Clyde FC,Scotland,1,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Ian McColl,P-70034,defender,DF,7,1927-06-07,31,Glasgow Rangers,Scotland,1,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Jackie Mudie,P-19215,forward,FW,17,1930-04-10,28,Blackpool FC,England,6,2
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Jimmy Murray,P-07282,forward,FW,16,1933-02-04,25,Heart of Midlothian FC,Scotland,5,1
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,John Coyle,P-13330,forward,FW,18,1932-09-28,25,,,,
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,John Hewie,P-79871,defender,DF,5,1927-12-13,30,Charlton Athletic,England,4,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Sammy Baird,P-73507,forward,FW,13,1930-05-13,28,Glasgow Rangers,Scotland,1,1
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Stewart Imlach,P-27462,forward,FW,21,1932-01-06,26,,,,
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Tommy Docherty,P-47080,midfielder,MF,10,1928-04-24,30,Arsenal FC,England,3,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Tommy Younger,P-00439,goal keeper,GK,1,1930-04-10,28,Liverpool FC,England,5,0
Scotland,SCO,SCO,UEFA,1958 FIFA Men's World Cup,WC-1958,1958,Willie Fernie,P-72928,forward,FW,22,1928-11-22,29,Middlesbrough FC,England,1,0
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,Billy Bremner,P-63058,midfielder,MF,4,1942-12-09,31,Leeds United,England,9,1
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,Danny McGrain,P-66125,defender,DF,3,1950-05-01,24,Celtic Glasgow,Scotland,6,0
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,David Harvey,P-30434,goal keeper,GK,1,1948-02-07,26,Leeds United,England,9,0
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,David Hay,P-47050,midfielder,MF,10,1948-01-29,26,Chelsea FC,England,9,0
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,Denis Law,P-22762,forward,FW,19,1940-02-24,34,Manchester City,England,3,0
Scotland,SCO,SCO,UEFA,1974 FIFA Men's World Cup,WC-1974,1974,Donald Ford,P-78336,midfielder,MF,17,1944-10-25,29,Heart of Midlothian FC,Scotland,1,0
