tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1872-11-30,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,0,0,draw,Glasgow,Scotland,FALSE,2000,2000,1997,2003,-3
,,,1873-03-08,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,2,4,loss,London,England,FALSE,1997,2003,1986,2014,-11
,,,1874-03-07,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,2,1,win,Glasgow,Scotland,FALSE,1986,2014,1994,2006,8
,,,1875-03-06,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,2,2,draw,London,England,FALSE,1994,2006,1997,2003,3
,,,1876-03-04,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,3,0,win,Glasgow,Scotland,FALSE,1997,2003,2010,1990,13
,,,1876-03-25,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,4,0,win,Glasgow,Scotland,FALSE,2010,1500,2011,1499,1
,,,1877-03-03,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,3,1,win,London,England,FALSE,2011,1990,2029,1972,18
,,,1877-03-05,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,2,0,win,Wrexham,Wales,FALSE,2029,1499,2031,1497,2
,,,1878-03-02,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,7,2,win,Glasgow,Scotland,FALSE,2031,1972,2042,1961,11
,,,1878-03-23,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,9,0,win,Glasgow,Scotland,FALSE,2042,1497,2043,1496,1
,,,1879-04-05,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,4,5,loss,London,England,FALSE,2043,1962,2034,1971,-9
,,,1879-04-07,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,3,0,win,Wrexham,Wales,FALSE,2034,1495,2037,1492,3
,,,1880-03-13,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,5,4,win,Glasgow,Scotland,FALSE,2037,1971,2043,1965,6
,,,1880-03-27,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,5,1,win,Glasgow,Scotland,FALSE,2043,1490,2044,1489,1
,,,1881-03-12,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,6,1,win,London,England,FALSE,2044,1948,2064,1928,20
,,,1881-03-14,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,5,1,win,Wrexham,Wales,FALSE,2064,1508,2067,1505,3
,,,1882-03-11,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,5,1,win,Glasgow,Scotland,FALSE,2067,1931,2075,1923,8
,,,1882-03-25,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,5,0,win,Glasgow,Scotland,FALSE,2075,1537,2076,1536,1
,,,1883-03-10,Friendly,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,3,2,win,Sheffield,England,FALSE,2076,1901,2084,1893,8
,,,1883-03-12,Friendly,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,3,0,win,Wrexham,Wales,FALSE,2084,1533,2086,1531,2
,,,1884-01-26,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,5,0,win,Belfast,Ireland,FALSE,2086,1294,2087,1293,1
,,,1884-03-15,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,1,0,win,Glasgow,Scotland,FALSE,2087,1898,2093,1892,6
,,,1884-03-29,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,4,1,win,Glasgow,Scotland,FALSE,2093,1524,2094,1523,1
,,,1885-03-14,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,8,2,win,Glasgow,Scotland,FALSE,2094,1276,2094,1276,0
,,,1885-03-21,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,1,1,draw,London,England,FALSE,2094,1889,2088,1895,-6
,,,1885-03-23,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,8,1,win,Wrexham,Wales,FALSE,2088,1541,2094,1535,6
,,,1886-03-20,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,7,2,win,Belfast,Ireland,FALSE,2094,1242,2095,1241,1
,,,1886-03-27,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,1,1,draw,Glasgow,Scotland,FALSE,2095,1898,2081,1912,-14
,,,1886-04-10,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,4,1,win,Glasgow,Scotland,FALSE,2081,1554,2083,1552,2
,,,1887-02-19,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,4,1,win,Glasgow,Scotland,FALSE,2083,1240,2083,1240,0
,,,1887-03-19,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,3,2,win,Blackburn,England,FALSE,2083,1930,2100,1913,17
,,,1887-03-21,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,2,0,win,Wrexham,Wales,FALSE,2100,1493,2103,1490,3
,,,1888-03-10,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,5,1,win,Edinburgh,Scotland,FALSE,2103,1503,2104,1502,1
,,,1888-03-17,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,0,5,loss,Glasgow,Scotland,FALSE,2104,1917,2037,1984,-67
,,,1888-03-24,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,10,2,win,Belfast,Ireland,FALSE,2037,1277,2039,1275,2
,,,1888-09-19,Friendly,played,Scotland,SCO,SCO,UEFA,Canada,CAN,CAN,CONCACAF,TRUE,4,0,win,Glasgow,Scotland,FALSE,,,,,
,,,1889-03-09,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,7,0,win,Glasgow,Scotland,FALSE,2039,1272,2040,1271,1
,,,1889-04-13,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,3,2,win,London,England,FALSE,2040,1989,2063,1966,23
,,,1889-04-15,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,0,0,draw,Wrexham,Wales,FALSE,2063,1500,2046,1517,-17
,,,1890-03-22,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,5,0,win,Paisley,Scotland,FALSE,2046,1539,2048,1537,2
,,,1890-03-29,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,4,1,win,Belfast,Ireland,FALSE,2048,1238,2049,1237,1
,,,1890-04-05,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,1,1,draw,Glasgow,Scotland,FALSE,2049,1977,2040,1986,-9
,,,1891-03-21,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,4,3,win,Wrexham,Wales,FALSE,2040,1474,2043,1471,3
,,,1891-03-28,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,2,1,win,Glasgow,Scotland,FALSE,2043,1297,2043,1297,0
,,,1891-04-04,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,1,2,loss,Blackburn,England,FALSE,2043,1989,2026,2006,-17
,,,1892-03-19,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,3,2,win,Belfast,Ireland,FALSE,2026,1308,2027,1307,1
,,,1892-03-26,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,6,1,win,Edinburgh,Scotland,FALSE,2027,1454,2029,1452,2
,,,1892-04-02,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,1,4,loss,Glasgow,Scotland,FALSE,2029,2012,1983,2058,-46
,,,1893-03-18,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,8,0,win,Wrexham,Wales,FALSE,1983,1451,1990,1444,7
,,,1893-03-25,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,6,1,win,Glasgow,Scotland,FALSE,1990,1306,1991,1305,1
,,,1893-04-01,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,2,5,loss,Richmond,England,FALSE,1991,2060,1972,2079,-19
,,,1894-03-24,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,TRUE,5,2,win,Kilmarnock,Scotland,FALSE,1972,1435,1974,1433,2
,,,1894-03-31,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,2,1,win,Belfast,Ireland,FALSE,1974,1329,1976,1327,2
,,,1894-04-07,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,TRUE,2,2,draw,Glasgow,Scotland,FALSE,1976,2064,1975,2065,-1
,,,1895-03-23,British Home Championship,played,Scotland,SCO,SCO,UEFA,Wales,WAL,WAL,UEFA,FALSE,2,2,draw,Wrexham,Wales,FALSE,1975,1452,1958,1469,-17
,,,1895-03-30,British Home Championship,played,Scotland,SCO,SCO,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,3,1,win,Glasgow,Scotland,FALSE,1958,1326,1959,1325,1
,,,1895-04-06,British Home Championship,played,Scotland,SCO,SCO,UEFA,England,ENG,ENG,UEFA,FALSE,0,3,loss,Liverpool,England,FALSE,1959,2047,1941,2065,-18
