team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Alfred Pfaff,P-57739,midfielder,MF,19,1926-07-16,27,Eintracht Frankfurt,Germany,2,2
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Bernhard Klodt,P-33698,forward,FW,14,1926-10-26,27,,,,
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Fritz Laband,P-39583,defender,DF,2,1925-11-01,28,Hamburger SV,Germany,4,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Fritz Walter,P-09973,forward,FW,16,1920-10-31,33,1.FC Kaiserslautern,Germany,8,5
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Hans Bauer,P-61853,defender,DF,4,1927-07-28,26,Bayern München,Germany,2,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Hans Schäfer,P-63184,forward,FW,20,1927-10-19,26,1.FC Köln,Germany,7,7
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Heinz Kubsch,P-80280,goal keeper,GK,21,1930-07-20,23,FK Pirmasens,Germany,1,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Heinz Kwiatkowski,P-15476,goal keeper,GK,22,1926-07-16,27,Borussia Dortmund,Germany,1,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Helmut Rahn,P-08136,forward,FW,12,1929-08-16,24,Rot-Weiß Essen,Germany,6,4
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Herbert Erhardt,P-34121,defender,DF,5,1930-07-06,23,SpVgg Fürth,Germany,4,1
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Horst Eckel,P-61483,midfielder,MF,6,1932-02-08,22,1.FC Kaiserslautern,Germany,7,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Josef Posipal,P-68778,defender,DF,7,1927-06-20,26,,,,
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Karl Mai,P-53545,midfielder,MF,8,1928-07-27,25,SpVgg Fürth,Germany,8,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Karl-Heinz Metzner,P-39750,midfielder,MF,11,1923-01-09,31,,,,
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Max Morlock,P-05766,forward,FW,13,1925-05-11,29,1.FC Nürnberg,Germany,8,9
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Ottmar Walter,P-71954,forward,FW,15,1924-03-06,30,1.FC Kaiserslautern,Germany,8,4
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Paul Mebus,P-09250,midfielder,MF,9,1920-06-09,34,1.FC Köln,Germany,1,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Richard Herrmann,P-58241,forward,FW,17,1923-01-28,31,FSV Frankfurt,Germany,2,1
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Toni Turek,P-37943,goal keeper,GK,1,1919-01-18,35,Fortuna Düsseldorf,Germany,7,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Ulrich Biesinger,P-10374,forward,FW,18,1933-08-06,20,BC Augsburg,Germany,1,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Werner Kohlmeyer,P-51214,defender,DF,3,1924-04-19,30,1.FC Kaiserslautern,Germany,9,0
West Germany,DEU,1954 FIFA Men's World Cup,WC-1954,1954,Werner Liebrich,P-85009,defender,DF,10,1927-01-18,27,1.FC Kaiserslautern,Germany,9,0
West Germany,DEU,1958 FIFA Men's World Cup,WC-1958,1958,Aki Schmidt,P-96191,midfielder,MF,10,1935-09-05,22,,,,
West Germany,DEU,1958 FIFA Men's World Cup,WC-1958,1958,Alfred Kelbassa,P-11664,forward,FW,15,1925-04-21,33,Borussia Dortmund,Germany,2,0
West Germany,DEU,1958 FIFA Men's World Cup,WC-1958,1958,Bernhard Klodt,P-33698,forward,FW,13,1926-10-26,31,,,,
West Germany,DEU,1958 FIFA Men's World Cup,WC-1958,1958,Erich Juskowiak,P-34271,defender,DF,3,1926-09-07,31,Fortuna Düsseldorf,Germany,9,0
