tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1974,1974,NED,Netherlands,NLD,UEFA,1974 FIFA Men's World Cup,Runner-up,2,7
WC-1974,1974,POL,Poland,POL,UEFA,1974 FIFA Men's World Cup,Third Place,3,7
WC-1974,1974,BRA,Brazil,BRA,CONMEBOL,1974 FIFA Men's World Cup,Fourth Place,4,7
WC-1974,1974,ARG,Argentina,ARG,CONMEBOL,1974 FIFA Men's World Cup,Quarter-final,8,6
WC-1974,1974,DDR,German DR,DDR,UEFA,1974 FIFA Men's World Cup,Quarter-final,8,6
WC-1974,1974,GER,Germany,DEU,UEFA,1974 FIFA Men's World Cup,Quarter-final,8,7
WC-1974,1974,SWE,Sweden,SWE,UEFA,1974 FIFA Men's World Cup,Quarter-final,8,6
WC-1974,1974,YUG,Yugoslavia,YUG,UEFA,1974 FIFA Men's World Cup,Quarter-final,8,6
WC-1974,1974,AUS,Australia,AUS,AFC,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,BGR,Bulgaria,BGR,UEFA,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,CHL,Chile,CHL,CONMEBOL,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,COD,DR Congo,COD,CAF,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,HTI,Haiti,HTI,CONCACAF,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,ITA,Italy,ITA,UEFA,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,SCO,Scotland,SCO,UEFA,1974 FIFA Men's World Cup,Group Stage,16,3
WC-1974,1974,URY,Uruguay,URY,CONMEBOL,1974 FIFA Men's World Cup,Group Stage,16,3
