tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1974,WC-1974_001,1,1974-06-13,Group Stage,played,BRA,Brazil,CONMEBOL,YUG,Yugoslavia,UEFA,TRUE,0,0,draw,2117,1935,2103,1949,-14,Frankfurt am Main,Germany,TRUE,FALSE,
WC-1974,WC-1974_001,1,1974-06-13,Group Stage,played,YUG,Yugoslavia,UEFA,BRA,Brazil,CONMEBOL,FALSE,0,0,draw,1935,2117,1949,2103,14,Frankfurt am Main,Germany,TRUE,FALSE,
WC-1974,WC-1974_002,2,1974-06-14,Group Stage,played,,DR Congo,,SCO,Scotland,UEFA,TRUE,0,2,loss,,,,,,Dortmund,Germany,TRUE,FALSE,
WC-1974,WC-1974_002,2,1974-06-14,Group Stage,played,SCO,Scotland,UEFA,,DR Congo,,FALSE,2,0,win,,,,,,Dortmund,Germany,TRUE,FALSE,
WC-1974,WC-1974_003,3,1974-06-14,Group Stage,played,DDR,German DR,UEFA,AUS,Australia,AFC,TRUE,2,0,win,1939,1687,1956,1670,17,Hamburg,Germany,TRUE,FALSE,
WC-1974,WC-1974_003,3,1974-06-14,Group Stage,played,AUS,Australia,AFC,DDR,German DR,UEFA,FALSE,0,2,loss,1687,1939,1670,1956,-17,Hamburg,Germany,TRUE,FALSE,
WC-1974,WC-1974_004,4,1974-06-14,Group Stage,played,GER,Germany,UEFA,CHL,Chile,CONMEBOL,TRUE,1,0,win,,,,,,Berlin,Germany,FALSE,FALSE,
WC-1974,WC-1974_004,4,1974-06-14,Group Stage,played,CHL,Chile,CONMEBOL,GER,Germany,UEFA,FALSE,0,1,loss,,,,,,Berlin,Germany,FALSE,FALSE,
WC-1974,WC-1974_005,5,1974-06-15,Group Stage,played,ITA,Italy,UEFA,HTI,Haiti,CONCACAF,TRUE,3,1,win,2003,1610,2011,1602,8,Munich,Germany,TRUE,FALSE,
WC-1974,WC-1974_005,5,1974-06-15,Group Stage,played,HTI,Haiti,CONCACAF,ITA,Italy,UEFA,FALSE,1,3,loss,1610,2003,1602,2011,-8,Munich,Germany,TRUE,FALSE,
WC-1974,WC-1974_006,6,1974-06-15,Group Stage,played,POL,Poland,UEFA,ARG,Argentina,CONMEBOL,TRUE,3,2,win,1959,1894,1983,1870,24,Stuttgart,Germany,TRUE,FALSE,
WC-1974,WC-1974_006,6,1974-06-15,Group Stage,played,ARG,Argentina,CONMEBOL,POL,Poland,UEFA,FALSE,2,3,loss,1894,1959,1870,1983,-24,Stuttgart,Germany,TRUE,FALSE,
WC-1974,WC-1974_007,7,1974-06-15,Group Stage,played,SWE,Sweden,UEFA,BGR,Bulgaria,UEFA,TRUE,0,0,draw,1888,1822,1882,1828,-6,Düsseldorf,Germany,TRUE,FALSE,
WC-1974,WC-1974_007,7,1974-06-15,Group Stage,played,BGR,Bulgaria,UEFA,SWE,Sweden,UEFA,FALSE,0,0,draw,1822,1888,1828,1882,6,Düsseldorf,Germany,TRUE,FALSE,
WC-1974,WC-1974_008,8,1974-06-15,Group Stage,played,URY,Uruguay,CONMEBOL,NED,Netherlands,UEFA,TRUE,0,2,loss,1758,1843,1724,1877,-34,Hanover,Germany,TRUE,FALSE,
WC-1974,WC-1974_008,8,1974-06-15,Group Stage,played,NED,Netherlands,UEFA,URY,Uruguay,CONMEBOL,FALSE,2,0,win,1843,1758,1877,1724,34,Hanover,Germany,TRUE,FALSE,
WC-1974,WC-1974_009,9,1974-06-18,Group Stage,played,CHL,Chile,CONMEBOL,DDR,German DR,UEFA,TRUE,1,1,draw,1771,1956,1786,1941,15,Berlin,Germany,TRUE,FALSE,
WC-1974,WC-1974_009,9,1974-06-18,Group Stage,played,DDR,German DR,UEFA,CHL,Chile,CONMEBOL,FALSE,1,1,draw,1956,1771,1941,1786,-15,Berlin,Germany,TRUE,FALSE,
WC-1974,WC-1974_010,10,1974-06-18,Group Stage,played,GER,Germany,UEFA,AUS,Australia,AFC,TRUE,3,0,win,,,,,,Hamburg,Germany,FALSE,FALSE,
WC-1974,WC-1974_010,10,1974-06-18,Group Stage,played,AUS,Australia,AFC,GER,Germany,UEFA,FALSE,0,3,loss,,,,,,Hamburg,Germany,FALSE,FALSE,
WC-1974,WC-1974_011,11,1974-06-18,Group Stage,played,SCO,Scotland,UEFA,BRA,Brazil,CONMEBOL,TRUE,0,0,draw,1865,2103,1883,2085,18,Frankfurt am Main,Germany,TRUE,FALSE,
WC-1974,WC-1974_011,11,1974-06-18,Group Stage,played,BRA,Brazil,CONMEBOL,SCO,Scotland,UEFA,FALSE,0,0,draw,2103,1865,2085,1883,-18,Frankfurt am Main,Germany,TRUE,FALSE,
WC-1974,WC-1974_012,12,1974-06-18,Group Stage,played,YUG,Yugoslavia,UEFA,,DR Congo,,TRUE,9,0,win,,,,,,Gelsenkirchen,Germany,TRUE,FALSE,
WC-1974,WC-1974_012,12,1974-06-18,Group Stage,played,,DR Congo,,YUG,Yugoslavia,UEFA,FALSE,0,9,loss,,,,,,Gelsenkirchen,Germany,TRUE,FALSE,
WC-1974,WC-1974_013,13,1974-06-19,Group Stage,played,ARG,Argentina,CONMEBOL,ITA,Italy,UEFA,TRUE,1,1,draw,1870,2011,1882,1999,12,Stuttgart,Germany,TRUE,FALSE,
WC-1974,WC-1974_013,13,1974-06-19,Group Stage,played,ITA,Italy,UEFA,ARG,Argentina,CONMEBOL,FALSE,1,1,draw,2011,1870,1999,1882,-12,Stuttgart,Germany,TRUE,FALSE,
WC-1974,WC-1974_014,14,1974-06-19,Group Stage,played,BGR,Bulgaria,UEFA,URY,Uruguay,CONMEBOL,TRUE,1,1,draw,1828,1724,1819,1733,-9,Hanover,Germany,TRUE,FALSE,
WC-1974,WC-1974_014,14,1974-06-19,Group Stage,played,URY,Uruguay,CONMEBOL,BGR,Bulgaria,UEFA,FALSE,1,1,draw,1724,1828,1733,1819,9,Hanover,Germany,TRUE,FALSE,
WC-1974,WC-1974_015,15,1974-06-19,Group Stage,played,HTI,Haiti,CONCACAF,POL,Poland,UEFA,TRUE,0,7,loss,1602,1983,1588,1997,-14,Munich,Germany,TRUE,FALSE,
WC-1974,WC-1974_015,15,1974-06-19,Group Stage,played,POL,Poland,UEFA,HTI,Haiti,CONCACAF,FALSE,7,0,win,1983,1602,1997,1588,14,Munich,Germany,TRUE,FALSE,
WC-1974,WC-1974_016,16,1974-06-19,Group Stage,played,NED,Netherlands,UEFA,SWE,Sweden,UEFA,TRUE,0,0,draw,1877,1882,1877,1882,0,Dortmund,Germany,TRUE,FALSE,
WC-1974,WC-1974_016,16,1974-06-19,Group Stage,played,SWE,Sweden,UEFA,NED,Netherlands,UEFA,FALSE,0,0,draw,1882,1877,1882,1877,0,Dortmund,Germany,TRUE,FALSE,
WC-1974,WC-1974_017,17,1974-06-22,Group Stage,played,AUS,Australia,AFC,CHL,Chile,CONMEBOL,TRUE,0,0,draw,1666,1786,1676,1776,10,Berlin,Germany,TRUE,FALSE,
WC-1974,WC-1974_017,17,1974-06-22,Group Stage,played,CHL,Chile,CONMEBOL,AUS,Australia,AFC,FALSE,0,0,draw,1786,1666,1776,1676,-10,Berlin,Germany,TRUE,FALSE,
WC-1974,WC-1974_018,18,1974-06-22,Group Stage,played,,DR Congo,,BRA,Brazil,CONMEBOL,TRUE,0,3,loss,,,,,,Gelsenkirchen,Germany,TRUE,FALSE,
WC-1974,WC-1974_018,18,1974-06-22,Group Stage,played,BRA,Brazil,CONMEBOL,,DR Congo,,FALSE,3,0,win,,,,,,Gelsenkirchen,Germany,TRUE,FALSE,
WC-1974,WC-1974_019,19,1974-06-22,Group Stage,played,GER,Germany,UEFA,DDR,German DR,UEFA,TRUE,0,1,loss,,,,,,Hamburg,Germany,FALSE,FALSE,
