tournament_id,year,country,team_id,team_code,confederation,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
WC-1930,1930,Uruguay,URY,URY,CONMEBOL,Winner,1,4,15,3,1968,2034,66,1950,Winner,1
WC-1930,1930,Argentina,ARG,ARG,CONMEBOL,Runner-up,2,5,18,9,2073,2059,-14,1934,Round of 16,16
WC-1930,1930,United States,USA,USA,CONCACAF,Third Place,3,3,7,6,1672,1766,94,1934,Round of 16,16
WC-1930,1930,Yugoslavia,YUG,YUG,UEFA,Fourth Place,4,3,7,7,1590,1643,53,1950,Group Stage,13
WC-1930,1930,Belgium,BEL,BEL,UEFA,Group Stage,13,2,0,4,1661,1589,-72,1934,Round of 16,16
WC-1930,1930,Bolivia,BOL,BOL,CONMEBOL,Group Stage,13,2,0,8,1258,1244,-14,1950,Group Stage,13
WC-1930,1930,Brazil,BRA,BRA,CONMEBOL,Group Stage,13,2,5,2,1923,1874,-49,1934,Round of 16,16
WC-1930,1930,Chile,CHL,CHL,CONMEBOL,Group Stage,13,3,5,3,1575,1645,70,1950,Group Stage,13
WC-1930,1930,France,FRA,FRA,UEFA,Group Stage,13,3,4,3,1547,1577,30,1934,Round of 16,16
WC-1930,1930,Mexico,MEX,MEX,CONCACAF,Group Stage,13,3,4,13,1613,1498,-115,1950,Group Stage,13
WC-1930,1930,Paraguay,PRY,PRY,CONMEBOL,Group Stage,13,2,1,3,1777,1737,-40,1950,Group Stage,13
WC-1930,1930,Peru,PER,PER,CONMEBOL,Group Stage,13,2,1,4,1541,1497,-44,1970,Quarter-final,8
WC-1930,1930,Romania,ROU,ROU,UEFA,Group Stage,13,2,3,5,1561,1596,35,1934,Round of 16,16
