tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_020,20,1962-06-06,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Soviet Union,SUN,SUN,UEFA,FALSE,Arica,Chile,TRUE,1869,2042
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_001,1,1966-07-11,Group Stage,played,Uruguay,URY,URY,CONMEBOL,England,ENG,ENG,UEFA,FALSE,London,England,FALSE,1848,1991
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_011,11,1966-07-15,Group Stage,played,Uruguay,URY,URY,CONMEBOL,France,FRA,FRA,UEFA,FALSE,London,England,TRUE,1866,1768
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_020,20,1966-07-19,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Mexico,MEX,MEX,CONCACAF,FALSE,London,England,TRUE,1888,1839
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_026,26,1966-07-23,Quarter-final,played,Uruguay,URY,URY,CONMEBOL,Germany,GER,DEU,UEFA,FALSE,Sheffield,England,TRUE,1892,1923
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_004,4,1970-06-02,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Israel,ISR,ISR,UEFA,FALSE,Puebla,Mexico,TRUE,1867,1682
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_011,11,1970-06-06,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Italy,ITA,ITA,UEFA,FALSE,Puebla,Mexico,TRUE,1890,2024
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_020,20,1970-06-10,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Sweden,SWE,SWE,UEFA,FALSE,Puebla,Mexico,TRUE,1901,1815
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_028,28,1970-06-14,Quarter-final,played,Uruguay,URY,URY,CONMEBOL,Soviet Union,SUN,SUN,UEFA,FALSE,Mexico City,Mexico,TRUE,1864,1966
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_029,29,1970-06-17,Semi-final,played,Uruguay,URY,URY,CONMEBOL,Brazil,BRA,BRA,CONMEBOL,FALSE,Guadalajara,Mexico,TRUE,1903,2109
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_031,31,1970-06-20,Third Place,played,Uruguay,URY,URY,CONMEBOL,Germany,GER,DEU,UEFA,FALSE,Mexico City,Mexico,TRUE,1892,1923
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_008,8,1974-06-15,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Netherlands,NED,NLD,UEFA,TRUE,Hanover,Germany,TRUE,1758,1843
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_014,14,1974-06-19,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Bulgaria,BGR,BGR,UEFA,FALSE,Hanover,Germany,TRUE,1724,1828
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_024,24,1974-06-23,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Sweden,SWE,SWE,UEFA,FALSE,Düsseldorf,Germany,TRUE,1733,1882
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_012,12,1986-06-04,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Germany,GER,DEU,UEFA,TRUE,Querétaro,Mexico,TRUE,1892,1923
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_022,22,1986-06-08,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Denmark,DNK,DNK,UEFA,FALSE,Nezahualcóyotl,Mexico,TRUE,1841,1921
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_036,36,1986-06-13,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Scotland,SCO,SCO,UEFA,FALSE,Nezahualcóyotl,Mexico,TRUE,1795,1823
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_039,39,1986-06-16,Round of 16,played,Uruguay,URY,URY,CONMEBOL,Argentina,ARG,ARG,CONMEBOL,FALSE,Puebla,Mexico,TRUE,1797,1926
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_013,13,1990-06-13,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Spain,ESP,ESP,UEFA,TRUE,Udine,Italy,TRUE,1893,1927
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_022,22,1990-06-17,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Belgium,BEL,BEL,UEFA,FALSE,Verona,Italy,TRUE,1896,1877
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_036,36,1990-06-21,Group Stage,played,Uruguay,URY,URY,CONMEBOL,South Korea,KOR,KOR,AFC,FALSE,Udine,Italy,TRUE,1849,1692
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_042,42,1990-06-25,Round of 16,played,Uruguay,URY,URY,CONMEBOL,Italy,ITA,ITA,UEFA,FALSE,Rome,Italy,FALSE,1866,2001
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_004,4,2002-06-01,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Denmark,DNK,DNK,UEFA,TRUE,Ulsan,South Korea,TRUE,1811,1861
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_020,20,2002-06-06,Group Stage,played,Uruguay,URY,URY,CONMEBOL,France,FRA,FRA,UEFA,FALSE,Busan,South Korea,TRUE,1785,2039
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_036,36,2002-06-11,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Senegal,SEN,SEN,CAF,FALSE,Suwon,South Korea,TRUE,1804,1763
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_002,2,2010-06-11,Group Stage,played,Uruguay,URY,URY,CONMEBOL,France,FRA,FRA,UEFA,TRUE,Cape Town,South Africa,TRUE,1845,1861
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_016,16,2010-06-16,Group Stage,played,Uruguay,URY,URY,CONMEBOL,South Africa,ZAF,ZAF,CAF,FALSE,Pretoria,South Africa,FALSE,1846,1608
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_034,34,2010-06-22,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Mexico,MEX,MEX,CONCACAF,FALSE,Rustenburg,South Africa,TRUE,1879,1924
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_049,49,2010-06-26,Round of 16,played,Uruguay,URY,URY,CONMEBOL,South Korea,KOR,KOR,AFC,TRUE,Port Elizabeth,South Africa,TRUE,1913,1763
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_058,58,2010-07-02,Quarter-final,played,Uruguay,URY,URY,CONMEBOL,Ghana,GHA,GHA,CAF,TRUE,Johannesburg,South Africa,TRUE,1931,1754
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_061,61,2010-07-06,Semi-final,played,Uruguay,URY,URY,CONMEBOL,Netherlands,NED,NLD,UEFA,TRUE,Cape Town,South Africa,TRUE,1917,2111
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_063,63,2010-07-10,Third Place,played,Uruguay,URY,URY,CONMEBOL,Germany,GER,DEU,UEFA,TRUE,Port Elizabeth,South Africa,TRUE,1902,2042
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_008,8,2014-06-14,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Costa Rica,CRI,CRI,CONCACAF,TRUE,Fortaleza,Brazil,TRUE,1918,1711
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_023,23,2014-06-19,Group Stage,played,Uruguay,URY,URY,CONMEBOL,England,ENG,ENG,UEFA,TRUE,São Paulo,Brazil,TRUE,1849,1897
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_039,39,2014-06-24,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Italy,ITA,ITA,UEFA,FALSE,Natal,Brazil,TRUE,1883,1879
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_050,50,2014-06-28,Round of 16,played,Uruguay,URY,URY,CONMEBOL,Colombia,COL,COL,CONMEBOL,FALSE,Rio de Janeiro,Brazil,TRUE,1913,2000
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_002,2,2018-06-15,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Egypt,EGY,EGY,CAF,FALSE,Ekaterinburg,Russia,TRUE,1892,1639
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_019,19,2018-06-20,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Saudi Arabia,KSA,SAU,AFC,TRUE,Rostov-on-Don,Russia,TRUE,1903,1558
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_033,33,2018-06-25,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Russia,RUS,RUS,UEFA,FALSE,Samara,Russia,FALSE,1910,1730
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_050,50,2018-06-30,Round of 16,played,Uruguay,URY,URY,CONMEBOL,Portugal,PRT,PRT,UEFA,TRUE,Sochi,Russia,TRUE,1951,1970
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_057,57,2018-07-06,Quarter-final,played,Uruguay,URY,URY,CONMEBOL,France,FRA,FRA,UEFA,TRUE,Nizhny Novgorod,Russia,TRUE,1983,2028
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_015,15,2022-11-24,Group Stage,played,Uruguay,URY,URY,CONMEBOL,South Korea,KOR,KOR,AFC,TRUE,Al Rayyan,Qatar,TRUE,1935,1786
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_032,32,2022-11-28,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Portugal,PRT,PRT,UEFA,FALSE,Lusail,Qatar,TRUE,1923,2009
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_047,47,2022-12-02,Group Stage,played,Uruguay,URY,URY,CONMEBOL,Ghana,GHA,GHA,CAF,FALSE,Al Wakrah,Qatar,TRUE,1889,1608
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_016,16,2026-06-15,Group Stage,scheduled,Uruguay,URY,URY,CONMEBOL,Saudi Arabia,KSA,SAU,AFC,FALSE,Miami Gardens,United States,TRUE,1892,1568
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_040,40,2026-06-21,Group Stage,scheduled,Uruguay,URY,URY,CONMEBOL,Cape Verde,,,,TRUE,Miami Gardens,United States,TRUE,1892,1549
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_064,64,2026-06-26,Group Stage,scheduled,Uruguay,URY,URY,CONMEBOL,Spain,ESP,ESP,UEFA,TRUE,Zapopan,Mexico,TRUE,1892,2165
