team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Arif Erdem,P-37782,forward,FW,6,1972-01-02,30,Galatasaray SK,Turkey,5,3
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Bülent Korkmaz,P-94559,defender,DF,3,1968-11-24,33,Galatasaray SK,Turkey,14,1
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Emre Aşık,P-52032,defender,DF,2,1973-12-13,28,Galatasaray SK,Turkey,4,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Emre Belözoğlu,P-46497,midfielder,MF,21,1980-09-07,21,Inter Milano,Italy,13,2
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Ergün Penbe,P-65298,midfielder,MF,18,1972-05-17,30,Galatasaray SK,Turkey,11,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Fatih Akyel,P-79130,defender,DF,4,1977-12-26,24,Fenerbahçe SK,Turkey,13,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Hakan Ünsal,P-78533,defender,DF,20,1973-05-14,29,Galatasaray SK,Turkey,9,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Hakan Şükür,P-58212,forward,FW,9,1971-09-01,30,Blackburn Rovers,England,10,2
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Hasan Şaş,P-23883,forward,FW,11,1976-08-01,25,Galatasaray SK,Turkey,6,2
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Muzzy Izzet,P-59617,midfielder,MF,13,1974-10-31,27,Leicester City,England,1,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Nihat Kahveci,P-98680,forward,FW,15,1979-11-23,22,Real Sociedad San Sebastian,Spain,3,2
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Okan Buruk,P-31907,midfielder,MF,7,1973-10-19,28,Inter Milano,Italy,6,2
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Rüştü Reçber,P-61478,goal keeper,GK,1,1973-05-10,29,Fenerbahçe SK,Turkey,13,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Tayfur Havutçu,P-16859,midfielder,MF,14,1970-04-23,32,Beşiktaş JK,Turkey,0,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Tugay Kerimoğlu,P-63089,midfielder,MF,8,1970-08-24,31,Blackburn Rovers,England,16,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Yıldıray Baştürk,P-21108,midfielder,MF,10,1978-12-24,23,Bayer 04 Leverkusen,Germany,13,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Zafer Özgültekin,P-05081,goal keeper,GK,23,1975-03-10,27,,,,
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Ömer Çatkıç,P-49485,goal keeper,GK,12,1974-10-15,27,Gaziantepspor,Turkey,3,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Ümit Davala,P-31566,midfielder,MF,22,1973-07-30,28,Galatasaray SK,Turkey,11,3
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,Ümit Özat,P-04455,defender,DF,16,1976-10-30,25,Fenerbahçe SK,Turkey,4,0
Turkey,TUR,2002 FIFA Men's World Cup,WC-2002,2002,İlhan Mansız,P-41133,forward,FW,17,1975-08-10,26,Beşiktaş JK,Turkey,5,5
