tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_001,1,1934-05-27,Round of 16,played,Sweden,SWE,SWE,UEFA,Argentina,ARG,ARG,CONMEBOL,FALSE,Bologna,Italy,TRUE,1730,2062
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_011,11,1934-05-31,Quarter-final,played,Sweden,SWE,SWE,UEFA,Germany,GER,DEU,UEFA,FALSE,Milan,Italy,TRUE,1782,1819
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_011,11,1938-06-12,Quarter-final,played,Sweden,SWE,SWE,UEFA,Cuba,CUB,CUB,CONCACAF,FALSE,Antibes,France,TRUE,1644,1575
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_016,16,1938-06-16,Semi-final,played,Sweden,SWE,SWE,UEFA,Hungary,HUN,HUN,UEFA,FALSE,Paris,France,TRUE,1703,1959
1938 FIFA Men's World Cup,WC-1938,1938,WC-1938_017,17,1938-06-19,Third Place,played,Sweden,SWE,SWE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Bordeaux,France,TRUE,1682,1916
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_003,3,1950-06-25,Group Stage,played,Sweden,SWE,SWE,UEFA,Italy,ITA,ITA,UEFA,FALSE,São Paulo,Brazil,TRUE,1974,1973
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_010,10,1950-06-29,Group Stage,played,Sweden,SWE,SWE,UEFA,Paraguay,PRY,PRY,CONMEBOL,FALSE,Curitiba,Brazil,TRUE,2004,1877
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_017,17,1950-07-09,Final,played,Sweden,SWE,SWE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,Rio de Janeiro,Brazil,FALSE,1993,1990
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_020,20,1950-07-13,Final,played,Sweden,SWE,SWE,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,São Paulo,Brazil,TRUE,1947,1775
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_022,22,1950-07-16,Final,played,Sweden,SWE,SWE,UEFA,Spain,ESP,ESP,UEFA,FALSE,São Paulo,Brazil,TRUE,1903,1915
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_008,8,1958-06-08,Group Stage,played,Sweden,SWE,SWE,UEFA,Mexico,MEX,MEX,CONCACAF,TRUE,Solna,Sweden,FALSE,1803,1776
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_016,16,1958-06-12,Group Stage,played,Sweden,SWE,SWE,UEFA,Hungary,HUN,HUN,UEFA,TRUE,Solna,Sweden,FALSE,1837,2058
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_024,24,1958-06-15,Group Stage,played,Sweden,SWE,SWE,UEFA,Wales,WAL,WAL,UEFA,TRUE,Solna,Sweden,FALSE,1877,1741
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_031,31,1958-06-19,Quarter-final,played,Sweden,SWE,SWE,UEFA,Soviet Union,SUN,SUN,UEFA,TRUE,Solna,Sweden,FALSE,1859,1944
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_033,33,1958-06-24,Semi-final,played,Sweden,SWE,SWE,UEFA,Germany,GER,DEU,UEFA,TRUE,Gothenburg,Sweden,FALSE,1719,1923
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_035,35,1958-06-29,Final,played,Sweden,SWE,SWE,UEFA,Brazil,BRA,BRA,CONMEBOL,TRUE,Solna,Sweden,FALSE,1945,2098
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_008,8,1970-06-03,Group Stage,played,Sweden,SWE,SWE,UEFA,Italy,ITA,ITA,UEFA,FALSE,Toluca,Mexico,TRUE,1846,2007
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_015,15,1970-06-07,Group Stage,played,Sweden,SWE,SWE,UEFA,Israel,ISR,ISR,UEFA,FALSE,Toluca,Mexico,TRUE,1829,1659
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_020,20,1970-06-10,Group Stage,played,Sweden,SWE,SWE,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,Puebla,Mexico,TRUE,1815,1901
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_007,7,1974-06-15,Group Stage,played,Sweden,SWE,SWE,UEFA,Bulgaria,BGR,BGR,UEFA,TRUE,Düsseldorf,Germany,TRUE,1888,1822
1974 FIFA Men's World Cup,WC-1974,1974,WC-1974_016,16,1974-06-19,Group Stage,played,Sweden,SWE,SWE,UEFA,Netherlands,NED,NLD,UEFA,FALSE,Dortmund,Germany,TRUE,1882,1877
