team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Anders Rydberg,P-19469,goal keeper,GK,,1903-03-03,31,IFK Göteborg,Sweden,6,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Arvid Thörn,P-09085,forward,FW,,1906-10-29,27,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Carl Johnsson,P-01918,midfielder,MF,,,,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Carl-Erik Holmberg,P-22732,forward,FW,,1906-07-17,27,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Eivar Widlund,P-76001,goal keeper,GK,,1905-06-15,28,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Erik Granath,P-92190,midfielder,MF,,,,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Ernst Andersson,P-23401,midfielder,MF,,1909-03-26,25,IFK Göteborg,Sweden,6,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Gunnar Jansson,P-96043,forward,FW,,1907-07-17,26,Gefle IF,Sweden,2,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Gunnar Olsson,P-67034,forward,FW,,1908-07-19,25,GAIS Göteborg,Sweden,1,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Gösta Dunker,P-83366,forward,FW,,1905-09-16,28,Sandvikens IF,Sweden,2,1
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Harry Lundahl,P-18347,forward,FW,,1905-10-16,28,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Knut Kroon,P-02091,forward,FW,,1906-06-19,27,Hälsingborgs IF,Sweden,4,1
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Lennart Bunke,P-12745,forward,FW,,1912-04-03,22,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Nils Axelsson,P-65347,defender,DF,,1906-01-18,28,Hälsingborgs IF,Sweden,6,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Nils Rosén,P-16727,midfielder,MF,,1902-05-22,32,Hälsingborgs IF,Sweden,6,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Otto Andersson,P-45925,defender,DF,,1910-05-07,24,Örgryte IS,Sweden,1,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Ragnar Gustavsson,P-66504,forward,FW,,1907-09-28,26,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Rune Carlsson,P-62095,midfielder,MF,,1909-10-01,24,IFK Eskilstuna,Sweden,3,0
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Sture Hult,P-90839,goal keeper,GK,,1910-10-19,23,,,,
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Sven Andersson,P-22714,defender,DF,,1907-02-14,27,AIK Solna,Sweden,6,2
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Sven Jonasson,P-79374,forward,FW,,1909-07-09,24,IF Elfsborg,Sweden,6,3
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Tore Keller,P-94204,forward,FW,,1905-01-04,29,IK Sleipner Norrköping,Sweden,4,4
Sweden,SWE,1934 FIFA Men's World Cup,WC-1934,1934,Victor Carlund,P-19096,midfielder,MF,,1906-02-05,28,Örgryte IS,Sweden,1,0
Sweden,SWE,1938 FIFA Men's World Cup,WC-1938,1938,Arne Linderholm,P-56514,midfielder,MF,,1916-02-22,22,IK Sleipner Norrköping,Sweden,5,0
Sweden,SWE,1938 FIFA Men's World Cup,WC-1938,1938,Arne Nyberg,P-97601,forward,FW,,1913-06-20,24,IFK Göteborg,Sweden,8,7
