tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1994,1994,BRA,Brazil,CONMEBOL,1964,2063,99,final
WC-1994,1994,ITA,Italy,UEFA,1947,2030,83,final
WC-1994,1994,SWE,Sweden,UEFA,1905,1971,66,final
WC-1994,1994,BGR,Bulgaria,UEFA,1772,1814,42,final
WC-1994,1994,GER,Germany,UEFA,2009,1985,-24,final
WC-1994,1994,NED,Netherlands,UEFA,1991,1968,-23,final
WC-1994,1994,ROU,Romania,UEFA,1836,1898,62,final
WC-1994,1994,ESP,Spain,UEFA,1893,1927,34,final
WC-1994,1994,ARG,Argentina,CONMEBOL,1915,1857,-58,final
WC-1994,1994,BEL,Belgium,UEFA,1824,1821,-3,final
WC-1994,1994,MEX,Mexico,CONCACAF,1855,1867,12,final
WC-1994,1994,NGA,Nigeria,CAF,1735,1784,49,final
WC-1994,1994,IRL,Republic of Ireland,UEFA,1864,1833,-31,final
WC-1994,1994,KSA,Saudi Arabia,AFC,1637,1690,53,final
WC-1994,1994,CHE,Switzerland,UEFA,1873,1818,-55,final
WC-1994,1994,USA,United States,CONCACAF,1615,1636,21,final
WC-1994,1994,BOL,Bolivia,CONMEBOL,1703,1671,-32,final
WC-1994,1994,CMR,Cameroon,CAF,1685,1644,-41,final
WC-1994,1994,COL,Colombia,CONMEBOL,1944,1897,-47,final
WC-1994,1994,GRC,Greece,UEFA,1689,1591,-98,final
WC-1994,1994,MAR,Morocco,CAF,1666,1609,-57,final
WC-1994,1994,NOR,Norway,UEFA,1851,1857,6,final
WC-1994,1994,RUS,Russia,UEFA,1867,1838,-29,final
WC-1994,1994,KOR,South Korea,AFC,1666,1676,10,final
