tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-1994,WC-1994_001,1,1994-06-17,Group Stage,played,Germany,Bolivia,GER,BOL,DEU,BOL,UEFA,CONMEBOL,2009,1703,Chicago,United States,TRUE
WC-1994,WC-1994_002,2,1994-06-17,Group Stage,played,Spain,South Korea,ESP,KOR,ESP,KOR,UEFA,AFC,1893,1666,Dallas,United States,TRUE
WC-1994,WC-1994_003,3,1994-06-18,Group Stage,played,Colombia,Romania,COL,ROU,COL,ROU,CONMEBOL,UEFA,1944,1836,Pasadena,United States,TRUE
WC-1994,WC-1994_004,4,1994-06-18,Group Stage,played,Italy,Republic of Ireland,ITA,IRL,ITA,IRL,UEFA,UEFA,1856,,East Rutherford,United States,TRUE
WC-1994,WC-1994_005,5,1994-06-18,Group Stage,played,United States,Switzerland,USA,CHE,USA,CHE,CONCACAF,UEFA,1615,1873,Pontiac,United States,FALSE
WC-1994,WC-1994_006,6,1994-06-19,Group Stage,played,Belgium,Morocco,BEL,MAR,BEL,MAR,UEFA,CAF,1824,1666,Orlando,United States,TRUE
WC-1994,WC-1994_007,7,1994-06-19,Group Stage,played,Cameroon,Sweden,CMR,SWE,CMR,SWE,CAF,UEFA,1685,1905,Pasadena,United States,TRUE
WC-1994,WC-1994_008,8,1994-06-19,Group Stage,played,Norway,Mexico,NOR,MEX,NOR,MEX,UEFA,CONCACAF,1851,1855,"Washington, D.C.",United States,TRUE
WC-1994,WC-1994_009,9,1994-06-20,Group Stage,played,Brazil,Russia,BRA,RUS,BRA,RUS,CONMEBOL,UEFA,1964,1867,Palo Alto,United States,TRUE
WC-1994,WC-1994_010,10,1994-06-20,Group Stage,played,Netherlands,Saudi Arabia,NED,KSA,NLD,SAU,UEFA,AFC,1991,1637,"Washington, D.C.",United States,TRUE
WC-1994,WC-1994_011,11,1994-06-21,Group Stage,played,Argentina,Greece,ARG,GRC,ARG,GRC,CONMEBOL,UEFA,1915,1689,Foxborough,United States,TRUE
WC-1994,WC-1994_012,12,1994-06-21,Group Stage,played,Germany,Spain,GER,ESP,DEU,ESP,UEFA,UEFA,2018,1876,Chicago,United States,TRUE
WC-1994,WC-1994_013,13,1994-06-21,Group Stage,played,Nigeria,Bulgaria,NGA,BGR,NGA,BGR,CAF,UEFA,1735,1772,Dallas,United States,TRUE
WC-1994,WC-1994_014,14,1994-06-22,Group Stage,played,Romania,Switzerland,ROU,CHE,ROU,CHE,UEFA,UEFA,1895,1860,Pontiac,United States,TRUE
WC-1994,WC-1994_015,15,1994-06-22,Group Stage,played,United States,Colombia,USA,COL,USA,COL,CONCACAF,CONMEBOL,1628,1885,Pasadena,United States,FALSE
WC-1994,WC-1994_016,16,1994-06-23,Group Stage,played,Italy,Norway,ITA,NOR,ITA,NOR,UEFA,UEFA,1947,1881,East Rutherford,United States,TRUE
WC-1994,WC-1994_017,17,1994-06-23,Group Stage,played,South Korea,Bolivia,KOR,BOL,KOR,BOL,AFC,CONMEBOL,1683,1694,Foxborough,United States,TRUE
WC-1994,WC-1994_018,18,1994-06-24,Group Stage,played,Brazil,Cameroon,BRA,CMR,BRA,CMR,CONMEBOL,CAF,1997,1702,Palo Alto,United States,TRUE
WC-1994,WC-1994_019,19,1994-06-24,Group Stage,played,Mexico,Republic of Ireland,MEX,IRL,MEX,IRL,CONCACAF,UEFA,1858,,Orlando,United States,TRUE
WC-1994,WC-1994_020,20,1994-06-24,Group Stage,played,Sweden,Russia,SWE,RUS,SWE,RUS,UEFA,UEFA,1888,1834,Pontiac,United States,TRUE
