tournament_id,year,country,team_id,team_code,confederation,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
WC-1994,1994,Brazil,BRA,BRA,CONMEBOL,Winner,1,7,11,3,1964,2063,99,1998,Runner-up,2
WC-1994,1994,Italy,ITA,ITA,UEFA,Runner-up,2,7,8,5,1947,2030,83,1998,Quarter-final,8
WC-1994,1994,Sweden,SWE,SWE,UEFA,Third Place,3,7,15,8,1905,1971,66,2002,Round of 16,16
WC-1994,1994,Bulgaria,BGR,BGR,UEFA,Fourth Place,4,7,10,11,1772,1814,42,1998,Group Stage,32
WC-1994,1994,Germany,GER,DEU,UEFA,Quarter-final,8,5,9,7,2009,1985,-24,1998,Quarter-final,8
WC-1994,1994,Netherlands,NED,NLD,UEFA,Quarter-final,8,5,8,6,1991,1968,-23,1998,Fourth Place,4
WC-1994,1994,Romania,ROU,ROU,UEFA,Quarter-final,8,5,10,9,1836,1898,62,1998,Round of 16,16
WC-1994,1994,Spain,ESP,ESP,UEFA,Quarter-final,8,5,10,6,1893,1927,34,1998,Group Stage,32
WC-1994,1994,Argentina,ARG,ARG,CONMEBOL,Round of 16,16,4,8,6,1915,1857,-58,1998,Quarter-final,8
WC-1994,1994,Belgium,BEL,BEL,UEFA,Round of 16,16,4,4,4,1824,1821,-3,1998,Group Stage,32
WC-1994,1994,Mexico,MEX,MEX,CONCACAF,Round of 16,16,4,4,4,1855,1867,12,1998,Round of 16,16
WC-1994,1994,Nigeria,NGA,NGA,CAF,Round of 16,16,4,7,4,1735,1784,49,1998,Round of 16,16
WC-1994,1994,Republic of Ireland,IRL,IRL,UEFA,Round of 16,16,4,2,4,1864,1833,-31,2002,Round of 16,16
WC-1994,1994,Saudi Arabia,KSA,SAU,AFC,Round of 16,16,4,5,6,1637,1690,53,1998,Group Stage,32
WC-1994,1994,Switzerland,CHE,CHE,UEFA,Round of 16,16,4,5,7,1873,1818,-55,2006,Round of 16,16
WC-1994,1994,United States,USA,USA,CONCACAF,Round of 16,16,4,3,4,1615,1636,21,1998,Group Stage,32
WC-1994,1994,Bolivia,BOL,BOL,CONMEBOL,Group Stage,24,3,1,4,1703,1671,-32,,,
WC-1994,1994,Cameroon,CMR,CMR,CAF,Group Stage,24,3,3,11,1685,1644,-41,1998,Group Stage,32
WC-1994,1994,Colombia,COL,COL,CONMEBOL,Group Stage,24,3,4,5,1944,1897,-47,1998,Group Stage,32
WC-1994,1994,Greece,GRC,GRC,UEFA,Group Stage,24,3,0,10,1689,1591,-98,2010,Group Stage,32
WC-1994,1994,Morocco,MAR,MAR,CAF,Group Stage,24,3,2,5,1666,1609,-57,1998,Group Stage,32
WC-1994,1994,Norway,NOR,NOR,UEFA,Group Stage,24,3,1,1,1851,1857,6,1998,Round of 16,16
WC-1994,1994,Russia,RUS,RUS,UEFA,Group Stage,24,3,7,6,1867,1838,-29,2002,Group Stage,32
WC-1994,1994,South Korea,KOR,KOR,AFC,Group Stage,24,3,4,5,1666,1676,10,1998,Group Stage,32
