tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1994,WC-1994_001,1,1994-06-17,Group Stage,played,GER,Germany,UEFA,BOL,Bolivia,CONMEBOL,TRUE,1,0,win,2009,1703,2018,1694,9,Chicago,United States,TRUE,FALSE,
WC-1994,WC-1994_001,1,1994-06-17,Group Stage,played,BOL,Bolivia,CONMEBOL,GER,Germany,UEFA,FALSE,0,1,loss,1703,2009,1694,2018,-9,Chicago,United States,TRUE,FALSE,
WC-1994,WC-1994_002,2,1994-06-17,Group Stage,played,ESP,Spain,UEFA,KOR,South Korea,AFC,TRUE,2,2,draw,1893,1666,1876,1683,-17,Dallas,United States,TRUE,FALSE,
WC-1994,WC-1994_002,2,1994-06-17,Group Stage,played,KOR,South Korea,AFC,ESP,Spain,UEFA,FALSE,2,2,draw,1666,1893,1683,1876,17,Dallas,United States,TRUE,FALSE,
WC-1994,WC-1994_003,3,1994-06-18,Group Stage,played,COL,Colombia,CONMEBOL,ROU,Romania,UEFA,TRUE,1,3,loss,1944,1836,1885,1895,-59,Pasadena,United States,TRUE,FALSE,
WC-1994,WC-1994_003,3,1994-06-18,Group Stage,played,ROU,Romania,UEFA,COL,Colombia,CONMEBOL,FALSE,3,1,win,1836,1944,1895,1885,59,Pasadena,United States,TRUE,FALSE,
WC-1994,WC-1994_004,4,1994-06-18,Group Stage,played,ITA,Italy,UEFA,IRL,Republic of Ireland,UEFA,TRUE,0,1,loss,,,,,,East Rutherford,United States,TRUE,FALSE,
WC-1994,WC-1994_004,4,1994-06-18,Group Stage,played,IRL,Republic of Ireland,UEFA,ITA,Italy,UEFA,FALSE,1,0,win,,,,,,East Rutherford,United States,TRUE,FALSE,
WC-1994,WC-1994_005,5,1994-06-18,Group Stage,played,USA,United States,CONCACAF,CHE,Switzerland,UEFA,TRUE,1,1,draw,1615,1873,1628,1860,13,Pontiac,United States,FALSE,FALSE,
WC-1994,WC-1994_005,5,1994-06-18,Group Stage,played,CHE,Switzerland,UEFA,USA,United States,CONCACAF,FALSE,1,1,draw,1873,1615,1860,1628,-13,Pontiac,United States,FALSE,FALSE,
WC-1994,WC-1994_006,6,1994-06-19,Group Stage,played,BEL,Belgium,UEFA,MAR,Morocco,CAF,TRUE,1,0,win,1824,1666,1841,1649,17,Orlando,United States,TRUE,FALSE,
WC-1994,WC-1994_006,6,1994-06-19,Group Stage,played,MAR,Morocco,CAF,BEL,Belgium,UEFA,FALSE,0,1,loss,1666,1824,1649,1841,-17,Orlando,United States,TRUE,FALSE,
WC-1994,WC-1994_007,7,1994-06-19,Group Stage,played,CMR,Cameroon,CAF,SWE,Sweden,UEFA,TRUE,2,2,draw,1685,1905,1702,1888,17,Pasadena,United States,TRUE,FALSE,
WC-1994,WC-1994_007,7,1994-06-19,Group Stage,played,SWE,Sweden,UEFA,CMR,Cameroon,CAF,FALSE,2,2,draw,1905,1685,1888,1702,-17,Pasadena,United States,TRUE,FALSE,
WC-1994,WC-1994_008,8,1994-06-19,Group Stage,played,NOR,Norway,UEFA,MEX,Mexico,CONCACAF,TRUE,1,0,win,1851,1855,1881,1825,30,"Washington, D.C.",United States,TRUE,FALSE,
WC-1994,WC-1994_008,8,1994-06-19,Group Stage,played,MEX,Mexico,CONCACAF,NOR,Norway,UEFA,FALSE,0,1,loss,1855,1851,1825,1881,-30,"Washington, D.C.",United States,TRUE,FALSE,
WC-1994,WC-1994_009,9,1994-06-20,Group Stage,played,BRA,Brazil,CONMEBOL,RUS,Russia,UEFA,TRUE,2,0,win,1964,1867,1997,1834,33,Palo Alto,United States,TRUE,FALSE,
WC-1994,WC-1994_009,9,1994-06-20,Group Stage,played,RUS,Russia,UEFA,BRA,Brazil,CONMEBOL,FALSE,0,2,loss,1867,1964,1834,1997,-33,Palo Alto,United States,TRUE,FALSE,
WC-1994,WC-1994_010,10,1994-06-20,Group Stage,played,NED,Netherlands,UEFA,KSA,Saudi Arabia,AFC,TRUE,2,1,win,1991,1637,1998,1630,7,"Washington, D.C.",United States,TRUE,FALSE,
WC-1994,WC-1994_010,10,1994-06-20,Group Stage,played,KSA,Saudi Arabia,AFC,NED,Netherlands,UEFA,FALSE,1,2,loss,1637,1991,1630,1998,-7,"Washington, D.C.",United States,TRUE,FALSE,
WC-1994,WC-1994_011,11,1994-06-21,Group Stage,played,ARG,Argentina,CONMEBOL,GRC,Greece,UEFA,TRUE,4,0,win,1915,1689,1939,1665,24,Foxborough,United States,TRUE,FALSE,
WC-1994,WC-1994_011,11,1994-06-21,Group Stage,played,GRC,Greece,UEFA,ARG,Argentina,CONMEBOL,FALSE,0,4,loss,1689,1915,1665,1939,-24,Foxborough,United States,TRUE,FALSE,
WC-1994,WC-1994_012,12,1994-06-21,Group Stage,played,GER,Germany,UEFA,ESP,Spain,UEFA,TRUE,1,1,draw,2018,1876,2006,1888,-12,Chicago,United States,TRUE,FALSE,
WC-1994,WC-1994_012,12,1994-06-21,Group Stage,played,ESP,Spain,UEFA,GER,Germany,UEFA,FALSE,1,1,draw,1876,2018,1888,2006,12,Chicago,United States,TRUE,FALSE,
WC-1994,WC-1994_013,13,1994-06-21,Group Stage,played,NGA,Nigeria,CAF,BGR,Bulgaria,UEFA,TRUE,3,0,win,1735,1772,1793,1714,58,Dallas,United States,TRUE,FALSE,
WC-1994,WC-1994_013,13,1994-06-21,Group Stage,played,BGR,Bulgaria,UEFA,NGA,Nigeria,CAF,FALSE,0,3,loss,1772,1735,1714,1793,-58,Dallas,United States,TRUE,FALSE,
WC-1994,WC-1994_014,14,1994-06-22,Group Stage,played,ROU,Romania,UEFA,CHE,Switzerland,UEFA,TRUE,1,4,loss,1895,1860,1837,1918,-58,Pontiac,United States,TRUE,FALSE,
WC-1994,WC-1994_014,14,1994-06-22,Group Stage,played,CHE,Switzerland,UEFA,ROU,Romania,UEFA,FALSE,4,1,win,1860,1895,1918,1837,58,Pontiac,United States,TRUE,FALSE,
WC-1994,WC-1994_015,15,1994-06-22,Group Stage,played,USA,United States,CONCACAF,COL,Colombia,CONMEBOL,TRUE,2,1,win,1628,1885,1671,1842,43,Pasadena,United States,FALSE,FALSE,
WC-1994,WC-1994_015,15,1994-06-22,Group Stage,played,COL,Colombia,CONMEBOL,USA,United States,CONCACAF,FALSE,1,2,loss,1885,1628,1842,1671,-43,Pasadena,United States,FALSE,FALSE,
