team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Alex Tachie-Mensah,P-98986,forward,FW,12,1977-02-15,29,FC St. Gallen,Switzerland,0,1
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Asamoah Gyan,P-38556,forward,FW,3,1985-11-22,20,Udinese Calcio,Italy,8,4
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Daniel Quaye,P-23035,defender,DF,17,1980-12-25,25,,,,
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Derek Boateng,P-49882,midfielder,MF,9,1983-05-02,23,Beitar Yerushalayim,Israel,1,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Emmanuel Pappoe,P-03949,defender,DF,6,1981-03-03,25,Hapoel Kfar-Saba,Israel,10,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Eric Addo,P-77757,defender,DF,18,1978-11-12,27,PSV Eindhoven,Netherlands,6,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,George Owu,P-97589,goal keeper,GK,16,1982-06-17,23,,,,
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Habib Mohamed,P-00384,defender,DF,13,1983-12-10,22,,,,
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Haminu Draman,P-51458,midfielder,MF,23,1986-04-01,20,Gençlerbirliği Ankara,Turkey,7,2
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Hans Sarpei,P-24586,midfielder,MF,2,1976-06-28,29,VfL Wolfsburg,Germany,4,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Illiasu Shilla,P-52437,defender,DF,7,1982-10-26,23,,,,
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Issah Ahmed,P-27915,defender,DF,21,1982-05-24,24,,,,
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,John Mensah,P-29967,defender,DF,5,1982-11-29,23,Stade Rennais,France,15,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,John Paintsil,P-25083,midfielder,MF,15,1981-06-15,24,West Ham United,England,12,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Matthew Amoah,P-79316,forward,FW,14,1980-10-24,25,Borussia Dortmund,Germany,10,3
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Michael Essien,P-12805,midfielder,MF,8,1982-12-03,23,Chelsea FC,England,11,2
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Otto Addo,P-23846,forward,FW,20,1975-06-09,31,1.FSV Mainz 05,Germany,3,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Razak Pimpong,P-70474,forward,FW,19,1982-12-30,23,FC København,Denmark,2,1
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Richard Kingson,P-81778,goal keeper,GK,22,1978-06-13,27,Ankaraspor AŞ,Turkey,10,0
Ghana,GHA,GHA,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Sammy Adjei,P-17027,goal keeper,GK,1,1980-09-01,25,MS Ashdod,Israel,6,0
