tournament_id,match_id,source_match_id,match_number,edition_year,round_code,round_name,group_code,kickoff_datetime_utc,kickoff_datetime_local,venue_id,venue_name,home_team_id,away_team_id,home_team_confederation,away_team_confederation,home_tournament_name,away_tournament_name,home_canonical_name,away_canonical_name,status,source_url
WC-2026,WC-2026_074,400021513,74,2026,R32,Round of 32,,2026-06-29T20:30:00Z,2026-06-29T16:30:00Z,400248623,Boston Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_075,400021522,75,2026,R32,Round of 32,,2026-06-30T01:00:00Z,2026-06-29T19:00:00Z,400238450,Monterrey Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_078,400021514,78,2026,R32,Round of 32,,2026-06-30T17:00:00Z,2026-06-30T12:00:00Z,400257526,Dallas Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_077,400021523,77,2026,R32,Round of 32,,2026-06-30T21:00:00Z,2026-06-30T17:00:00Z,400257536,New York/New Jersey Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_079,400021520,79,2026,R32,Round of 32,,2026-07-01T01:00:00Z,2026-06-30T19:00:00Z,400222084,Mexico City Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_080,400021512,80,2026,R32,Round of 32,,2026-07-01T16:00:00Z,2026-07-01T12:00:00Z,400098290,Atlanta Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_082,400021525,82,2026,R32,Round of 32,,2026-07-01T20:00:00Z,2026-07-01T13:00:00Z,400216606,Seattle Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_081,400021524,81,2026,R32,Round of 32,,2026-07-02T00:00:00Z,2026-07-01T17:00:00Z,400257521,San Francisco Bay Area Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_084,400021519,84,2026,R32,Round of 32,,2026-07-02T19:00:00Z,2026-07-02T12:00:00Z,400017978,Los Angeles Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_083,400021526,83,2026,R32,Round of 32,,2026-07-02T23:00:00Z,2026-07-02T19:00:00Z,400242032,Toronto Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_085,400021527,85,2026,R32,Round of 32,,2026-07-03T03:00:00Z,2026-07-02T20:00:00Z,400248370,BC Place Vancouver,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_088,400021515,88,2026,R32,Round of 32,,2026-07-03T18:00:00Z,2026-07-03T13:00:00Z,400257526,Dallas Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_086,400021521,86,2026,R32,Round of 32,,2026-07-03T22:00:00Z,2026-07-03T18:00:00Z,400257525,Miami Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_087,400021517,87,2026,R32,Round of 32,,2026-07-04T01:30:00Z,2026-07-03T20:30:00Z,400254717,Kansas City Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_090,400021530,90,2026,R16,Round of 16,,2026-07-04T17:00:00Z,2026-07-04T12:00:00Z,400249385,Houston Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_089,400021533,89,2026,R16,Round of 16,,2026-07-04T21:00:00Z,2026-07-04T17:00:00Z,400248622,Philadelphia Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_091,400021532,91,2026,R16,Round of 16,,2026-07-05T20:00:00Z,2026-07-05T16:00:00Z,400257536,New York/New Jersey Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_092,400021531,92,2026,R16,Round of 16,,2026-07-06T00:00:00Z,2026-07-05T18:00:00Z,400222084,Mexico City Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_093,400021529,93,2026,R16,Round of 16,,2026-07-06T19:00:00Z,2026-07-06T14:00:00Z,400257526,Dallas Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_094,400021534,94,2026,R16,Round of 16,,2026-07-07T00:00:00Z,2026-07-06T17:00:00Z,400216606,Seattle Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_095,400021528,95,2026,R16,Round of 16,,2026-07-07T16:00:00Z,2026-07-07T12:00:00Z,400098290,Atlanta Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_096,400021535,96,2026,R16,Round of 16,,2026-07-07T20:00:00Z,2026-07-07T13:00:00Z,400248370,BC Place Vancouver,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_097,400021536,97,2026,QF,Quarter-final,,2026-07-09T20:00:00Z,2026-07-09T16:00:00Z,400248623,Boston Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_098,400021538,98,2026,QF,Quarter-final,,2026-07-10T19:00:00Z,2026-07-10T12:00:00Z,400017978,Los Angeles Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_099,400021539,99,2026,QF,Quarter-final,,2026-07-11T21:00:00Z,2026-07-11T17:00:00Z,400257525,Miami Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_100,400021537,100,2026,QF,Quarter-final,,2026-07-12T01:00:00Z,2026-07-11T20:00:00Z,400254717,Kansas City Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_101,400021541,101,2026,SF,Semi-final,,2026-07-14T19:00:00Z,2026-07-14T14:00:00Z,400257526,Dallas Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_102,400021540,102,2026,SF,Semi-final,,2026-07-15T19:00:00Z,2026-07-15T15:00:00Z,400098290,Atlanta Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_103,400021542,103,2026,3P,Play-off for third place,,2026-07-18T21:00:00Z,2026-07-18T17:00:00Z,400257525,Miami Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_104,400021543,104,2026,F,Final,,2026-07-19T19:00:00Z,2026-07-19T15:00:00Z,400257536,New York/New Jersey Stadium,,,,,,,,,scheduled,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
