edition_year,competition_id,season_id,competition_name,hosts,host_country_codes,tournament_start_date,tournament_end_date,pre_tournament_freeze_target_date,build_date,teams_count,groups_count,venues_count,fixtures_count,format_description,fifa_ranking_snapshot_date,fifa_ranking_next_update_date,elo_snapshot_date,squads_available,squad_status,data_status,source_urls,source_as_of
2026,17,285023,FIFA World Cup 2026™,Canada / Mexico / USA,CAN|MEX|USA,2026-06-11,2026-07-19,2026-06-10,2026-04-03,48,12,16,104,"48 teams, 12 groups of 4, Round of 32 onward",2026-04-01,2026-06-10,2026-04-03,FALSE,pending,pre_tournament_provisional,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/teams|https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL|https://inside.fifa.com/fifa-world-ranking/men?dateId=id11230,2026-04-03
