tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_002,2,1930-07-13,Group Stage,played,Mexico,MEX,MEX,CONCACAF,France,FRA,FRA,UEFA,FALSE,Montevideo,Uruguay,TRUE,1613,1547
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_006,6,1930-07-16,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Chile,CHL,CHL,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1551,1575
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_010,10,1930-07-19,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1502,2077
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_001,1,1950-06-24,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Brazil,BRA,BRA,CONMEBOL,FALSE,Rio de Janeiro,Brazil,FALSE,1834,1967
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_007,7,1950-06-28,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Yugoslavia,YUG,YUG,UEFA,TRUE,Porto Alegre,Brazil,TRUE,1811,1857
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_016,16,1950-07-02,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Switzerland,CHE,CHE,UEFA,TRUE,Porto Alegre,Brazil,TRUE,1765,1698
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_002,2,1954-06-16,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Brazil,BRA,BRA,CONMEBOL,FALSE,Geneva,Switzerland,TRUE,1699,2030
1954 FIFA Men's World Cup,WC-1954,1954,WC-1954_011,11,1954-06-19,Group Stage,played,Mexico,MEX,MEX,CONCACAF,France,FRA,FRA,UEFA,FALSE,Geneva,Switzerland,TRUE,1683,1758
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_008,8,1958-06-08,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Sweden,SWE,SWE,UEFA,FALSE,Solna,Sweden,FALSE,1776,1803
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_014,14,1958-06-11,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Wales,WAL,WAL,UEFA,TRUE,Solna,Sweden,TRUE,1742,1741
1958 FIFA Men's World Cup,WC-1958,1958,WC-1958_022,22,1958-06-15,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Hungary,HUN,HUN,UEFA,FALSE,Sandviken,Sweden,TRUE,1742,2018
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_002,2,1962-05-30,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Brazil,BRA,BRA,CONMEBOL,FALSE,Viña del Mar,Chile,TRUE,1809,2104
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_016,16,1962-06-03,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Spain,ESP,ESP,UEFA,TRUE,Viña del Mar,Chile,TRUE,1795,1934
1962 FIFA Men's World Cup,WC-1962,1962,WC-1962_023,23,1962-06-07,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Czechoslovakia,CSK,CSK,UEFA,FALSE,Viña del Mar,Chile,TRUE,1776,2015
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_007,7,1966-07-13,Group Stage,played,Mexico,MEX,MEX,CONCACAF,France,FRA,FRA,UEFA,FALSE,London,England,TRUE,1868,1759
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_015,15,1966-07-16,Group Stage,played,Mexico,MEX,MEX,CONCACAF,England,ENG,ENG,UEFA,FALSE,London,England,FALSE,1859,1973
1966 FIFA Men's World Cup,WC-1966,1966,WC-1966_020,20,1966-07-19,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Uruguay,URY,URY,CONMEBOL,TRUE,London,England,TRUE,1839,1888
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_001,1,1970-05-31,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Soviet Union,SUN,SUN,UEFA,TRUE,Mexico City,Mexico,FALSE,1703,1937
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_016,16,1970-06-07,Group Stage,played,Mexico,MEX,MEX,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,Mexico City,Mexico,FALSE,1714,1513
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_024,24,1970-06-11,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Belgium,BEL,BEL,UEFA,TRUE,Mexico City,Mexico,FALSE,1731,1766
1970 FIFA Men's World Cup,WC-1970,1970,WC-1970_027,27,1970-06-14,Quarter-final,played,Mexico,MEX,MEX,CONCACAF,Italy,ITA,ITA,UEFA,TRUE,Toluca,Mexico,FALSE,1755,1990
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_004,4,1978-06-02,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Tunisia,TUN,TUN,CAF,TRUE,Rosario,Argentina,TRUE,1798,1660
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_010,10,1978-06-06,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Germany,GER,DEU,UEFA,FALSE,Córdoba,Argentina,TRUE,1858,1923
1978 FIFA Men's World Cup,WC-1978,1978,WC-1978_020,20,1978-06-10,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Poland,POL,POL,UEFA,TRUE,Rosario,Argentina,TRUE,1721,1955
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_008,8,1986-06-03,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Belgium,BEL,BEL,UEFA,TRUE,Mexico City,Mexico,FALSE,1841,1824
1986 FIFA Men's World Cup,WC-1986,1986,WC-1986_019,19,1986-06-07,Group Stage,played,Mexico,MEX,MEX,CONCACAF,Paraguay,PRY,PRY,CONMEBOL,TRUE,Mexico City,Mexico,FALSE,1861,1825
