team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Ali Parvin,P-81360,midfielder,MF,7,1946-10-12,31,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Ali Reza Ghesghayan,P-90846,defender,DF,11,1954-02-27,24,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Ali Shojaei,P-70253,midfielder,MF,19,1953-03-23,25,Sepahan Isfahan,Iran,2,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Andranik Eskandarian,P-61698,defender,DF,15,1951-12-31,26,Taj SC Tehran,Iran,6,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Bahram Mavaddat,P-04692,goal keeper,GK,12,1950-01-30,28,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Behtash Fariba,P-77051,forward,FW,3,1955-02-11,23,Paas Tehran,Iran,0,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Ebrahim Ghasempour,P-64031,midfielder,MF,8,1956-08-24,21,Paas Tehran,Iran,8,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Ghafour Jahani,P-60654,forward,FW,17,1950-06-18,27,Malavan Bandar Anzali,Iran,5,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hamid Majd Teymouri,P-76892,forward,FW,13,1953-06-03,24,Shahbaz Tehran,Iran,0,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hassan Nayebagha,P-36227,midfielder,MF,6,1950-09-17,27,Homa Tehran,Iran,5,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hassan Nazari,P-33083,defender,DF,14,1955-08-19,22,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hassan Roshan,P-36867,forward,FW,10,1955-06-02,22,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hossein Faraki,P-14915,forward,FW,18,1956-04-19,22,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Hossein Kazerani,P-25070,defender,DF,21,1947-04-13,31,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Iraj Danaeifard,P-76170,midfielder,MF,2,1951-03-19,27,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Javad Allahverdi,P-85841,defender,DF,5,1954-07-16,23,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Majid Bishkar,P-64960,forward,FW,4,1956-08-06,21,Shahbaz Tehran,Iran,1,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Mohammad Sadeghi,P-64311,midfielder,MF,9,1951-03-17,27,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Nasrollah Abdollahi,P-98081,defender,DF,20,1951-09-02,26,Shahbaz Tehran,Iran,7,0
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Nasser Hejazi,P-47243,goal keeper,GK,1,1949-12-14,28,,,,
Iran,IRN,IRN,AFC,1978 FIFA Men's World Cup,WC-1978,1978,Nasser Nouraei,P-88492,forward,FW,16,1956-07-09,21,,,,
