tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1920-08-28,Olympic Games,played,Egypt,EGY,EGY,CAF,Italy,ITA,ITA,UEFA,FALSE,1,2,loss,Ghent,Belgium,TRUE,1700,1626,1664,1662,-36
,,,1920-09-03,Friendly,played,Egypt,EGY,EGY,CAF,Yugoslavia,YUG,YUG,UEFA,TRUE,4,2,win,Antwerp,Belgium,TRUE,1664,1576,1675,1565,11
,,,1924-05-27,Friendly,played,Egypt,EGY,EGY,CAF,Lithuania,,,,TRUE,10,0,win,Vincennes,France,TRUE,1675,1084,1677,1082,2
,,,1924-05-29,Olympic Games,played,Egypt,EGY,EGY,CAF,Hungary,HUN,HUN,UEFA,TRUE,3,0,win,Paris,France,TRUE,1677,1918,1761,1834,84
,,,1924-06-01,Olympic Games,played,Egypt,EGY,EGY,CAF,Sweden,SWE,SWE,UEFA,FALSE,0,5,loss,Paris,France,TRUE,1761,1787,1705,1843,-56
,,,1924-06-22,Friendly,played,Egypt,EGY,EGY,CAF,Austria,AUT,AUT,UEFA,FALSE,1,3,loss,Vienna,Austria,FALSE,1705,1835,1699,1841,-6
,,,1924-06-29,Friendly,played,Egypt,EGY,EGY,CAF,Sweden,SWE,SWE,UEFA,FALSE,0,5,loss,Stockholm,Sweden,FALSE,1699,1857,1692,1864,-7
,,,1928-05-28,Olympic Games,played,Egypt,EGY,EGY,CAF,Turkey,TUR,TUR,UEFA,TRUE,7,1,win,Amsterdam,Netherlands,TRUE,1692,1459,1718,1433,26
,,,1928-06-04,Olympic Games,played,Egypt,EGY,EGY,CAF,Portugal,PRT,PRT,UEFA,TRUE,2,1,win,Amsterdam,Netherlands,TRUE,1718,1749,1751,1716,33
,,,1928-06-06,Olympic Games,played,Egypt,EGY,EGY,CAF,Argentina,ARG,ARG,CONMEBOL,FALSE,0,6,loss,Amsterdam,Netherlands,TRUE,1751,2036,1730,2057,-21
,,,1928-06-09,Olympic Games,played,Egypt,EGY,EGY,CAF,Italy,ITA,ITA,UEFA,FALSE,3,11,loss,Amsterdam,Netherlands,TRUE,1730,1899,1691,1938,-39
,,,1928-06-14,Friendly,played,Egypt,EGY,EGY,CAF,Netherlands,NED,NLD,UEFA,FALSE,2,1,win,Rotterdam,Netherlands,FALSE,1691,1742,1705,1728,14
,,,1928-06-28,Friendly,played,Egypt,EGY,EGY,CAF,Luxembourg,,,,FALSE,1,1,draw,Esch-sur-Alzette,Luxembourg,FALSE,1705,1279,1698,1286,-7
,,,1932-02-19,Friendly,played,Egypt,EGY,EGY,CAF,Hungary,HUN,HUN,UEFA,TRUE,0,0,draw,Cairo,Egypt,FALSE,1698,1849,1699,1848,1
,,,1934-03-16,FIFA World Cup qualification,played,Egypt,EGY,EGY,CAF,Israel,ISR,ISR,UEFA,TRUE,7,1,win,Cairo,Egypt,FALSE,,,,,
,,,1934-04-06,FIFA World Cup qualification,played,Egypt,EGY,EGY,CAF,Israel,ISR,ISR,UEFA,FALSE,4,1,win,Tel Aviv,Mandatory Palestine,FALSE,,,,,
WC-1934,WC-1934_006,6,1934-05-27,FIFA World Cup,played,Egypt,EGY,EGY,CAF,Hungary,HUN,HUN,UEFA,TRUE,2,4,loss,Naples,Italy,TRUE,1707,1829,1677,1859,-30
,,,1936-06-19,Friendly,played,Egypt,EGY,EGY,CAF,Greece,GRC,GRC,UEFA,TRUE,3,1,win,Cairo,Egypt,FALSE,1677,1276,1679,1274,2
,,,1948-12-24,Friendly,played,Egypt,EGY,EGY,CAF,Norway,NOR,NOR,UEFA,TRUE,1,1,draw,Cairo,Egypt,FALSE,1610,1604,1607,1607,-3
,,,1949-05-12,Friendly,played,Egypt,EGY,EGY,CAF,Turkey,TUR,TUR,UEFA,TRUE,2,3,loss,Athens,Greece,TRUE,,,,,
,,,1949-05-18,Friendly,played,Egypt,EGY,EGY,CAF,Greece,GRC,GRC,UEFA,FALSE,3,1,win,Athens,Greece,FALSE,1579,1308,1595,1292,16
,,,1950-02-17,Friendly,played,Egypt,EGY,EGY,CAF,Greece,GRC,GRC,UEFA,TRUE,2,0,win,Cairo,Egypt,FALSE,1595,1329,1602,1322,7
,,,1951-11-25,Friendly,played,Egypt,EGY,EGY,CAF,Greece,GRC,GRC,UEFA,FALSE,0,1,loss,Athens,Greece,FALSE,1551,1424,1529,1446,-22
