tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1956-10-07,Friendly,played,North Korea,PRK,PRK,AFC,China PR,,,,FALSE,1,0,win,Beijing,China PR,FALSE,1700,1521,1712,1509,12
,,,1956-10-10,Friendly,played,North Korea,PRK,PRK,AFC,North Vietnam,,,,TRUE,3,0,win,Beijing,China PR,TRUE,1712,1294,1716,1290,4
,,,1959-10-22,Friendly,played,North Korea,PRK,PRK,AFC,North Vietnam,,,,TRUE,5,0,win,Pyongyang,North Korea,FALSE,1716,1247,1718,1245,2
,,,1959-10-25,Friendly,played,North Korea,PRK,PRK,AFC,China PR,,,,TRUE,1,0,win,Pyongyang,North Korea,FALSE,1718,1502,1722,1498,4
,,,1960-10-04,Friendly,played,North Korea,PRK,PRK,AFC,China PR,,,,FALSE,0,1,loss,Hanoi,North Vietnam,TRUE,1722,1507,1699,1530,-23
,,,1960-10-08,Friendly,played,North Korea,PRK,PRK,AFC,North Vietnam,,,,FALSE,3,1,win,Hanoi,North Vietnam,FALSE,1699,1236,1704,1231,5
,,,1960-10-10,Friendly,played,North Korea,PRK,PRK,AFC,Mongolia,,,,FALSE,10,1,win,Hanoi,North Vietnam,TRUE,1704,895,1705,894,1
,,,1963-11-11,Friendly,played,North Korea,PRK,PRK,AFC,Somalia,,,,TRUE,14,0,win,Jakarta,Indonesia,TRUE,,,,,
,,,1963-11-18,Friendly,played,North Korea,PRK,PRK,AFC,Indonesia,IDN,IDN,AFC,FALSE,5,1,win,Jakarta,Indonesia,FALSE,1710,1471,1727,1454,17
,,,1963-11-19,Friendly,played,North Korea,PRK,PRK,AFC,North Vietnam,,,,TRUE,2,0,win,Jakarta,Indonesia,TRUE,,,,,
,,,1963-11-22,Friendly,played,North Korea,PRK,PRK,AFC,Egypt,EGY,EGY,CAF,FALSE,1,1,draw,Jakarta,Indonesia,TRUE,1729,1707,1728,1708,-1
,,,1965-08-02,Friendly,played,North Korea,PRK,PRK,AFC,North Vietnam,,,,TRUE,1,0,win,Pyongyang,North Korea,FALSE,1720,1232,1721,1231,1
