team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Abdullah Al-Dosari,P-60332,defender,DF,2,1969-11-01,24,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Abdullah Sulaiman Zubromawi,P-50171,defender,DF,4,1973-11-15,20,Al-Ahli Jidda,Saudi Arabia,21,1
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Ahmed Jamil Madani,P-51472,defender,DF,5,1970-01-06,24,Al-Ittihad Jidda,Saudi Arabia,21,1
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Awad Al-Anazi,P-22789,defender,DF,18,1968-09-24,25,Al-Shabab ar-Riyāḍ,Saudi Arabia,2,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Fahad Al-Bishi,P-23379,midfielder,MF,8,1965-09-10,28,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Fahad Al-Ghesheyan,P-39267,forward,FW,7,1973-08-01,20,Al-Hilal ar-Riyāḍ,Saudi Arabia,7,3
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Fahad Al-Mehallel,P-89920,forward,FW,11,1970-11-11,23,Al-Shabab ar-Riyāḍ,Saudi Arabia,10,3
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Fuad Anwar,P-21550,midfielder,MF,6,1972-10-13,21,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Hamzah Idris,P-60814,forward,FW,20,1972-10-08,21,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Hamzah Saleh,P-61224,midfielder,MF,19,1967-04-19,27,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Hussein Al-Sadiq,P-43829,goal keeper,GK,21,1973-10-15,20,Al-Qadisiyah al-Khobar,Saudi Arabia,4,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Ibrahim Al-Helwah,P-36914,goal keeper,GK,22,1972-08-18,21,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Khalid Al-Muwallid,P-78753,midfielder,MF,14,1971-11-23,22,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Majed Abdullah,P-03048,forward,FW,9,1959-11-01,34,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Mohamed Abd Al-Jawad,P-29132,defender,DF,13,1962-11-28,31,Al-Ahli Jidda,Saudi Arabia,12,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Mohamed Al-Deayea,P-12996,goal keeper,GK,1,1972-08-02,21,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Mohammed Al-Khilaiwi,P-44462,defender,DF,3,1971-08-21,22,Al-Ittihad Jidda,Saudi Arabia,22,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Saeed Al-Owairan,P-41428,midfielder,MF,10,1967-08-19,26,,,,
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Saleh Al-Dawod,P-77098,defender,DF,15,1968-09-24,25,Al-Shabab ar-Riyāḍ,Saudi Arabia,3,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Sami Al-Jaber,P-88041,forward,FW,12,1972-12-11,21,Al-Hilal ar-Riyāḍ,Saudi Arabia,17,6
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Talal Jebreen,P-75079,midfielder,MF,16,1973-09-25,20,Al-Riyadh FC,Saudi Arabia,4,0
Saudi Arabia,SAU,1994 FIFA Men's World Cup,WC-1994,1994,Yassir Al-Taifi,P-02755,defender,DF,17,1971-05-10,23,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Abdulaziz Al-Janoubi,P-28313,defender,DF,19,1974-07-21,23,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Abdullah Sulaiman Zubromawi,P-50171,midfielder,MF,4,1973-11-15,24,Al-Ahli Jidda,Saudi Arabia,22,0
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Ahmed Al-Dokhi,P-53448,defender,DF,17,1976-10-25,21,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Ahmed Jamil Madani,P-51472,defender,DF,5,1970-01-06,28,Al-Ittihad Jidda,Saudi Arabia,1,0
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Fahad Al-Mehallel,P-89920,forward,FW,11,1970-11-11,27,Al-Shabab ar-Riyāḍ,Saudi Arabia,1,0
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Fuad Anwar,P-21550,midfielder,MF,6,1972-10-13,25,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Hamzah Saleh,P-61224,midfielder,MF,20,1967-04-19,31,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Hussein Abdulghani,P-73110,defender,DF,13,1977-01-23,21,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Hussein Al-Sadiq,P-43829,goal keeper,GK,21,1973-10-15,24,Al-Qadisiyah al-Khobar,Saudi Arabia,1,0
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Ibrahim Al-Harbi,P-81321,midfielder,MF,12,1975-07-10,22,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Ibrahim Al-Shahrani,P-92151,forward,FW,7,1974-07-21,23,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Khalid Al-Muwallid,P-78753,midfielder,MF,14,1971-11-23,26,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Khamis Al-Dosari,P-17941,midfielder,MF,16,1973-09-08,24,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Mohamed Al-Deayea,P-12996,goal keeper,GK,1,1972-08-02,25,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Mohammed Al-Jahani,P-55518,defender,DF,2,1974-09-28,23,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Mohammed Al-Khilaiwi,P-44462,defender,DF,3,1971-08-21,26,Al-Ittihad Jidda,Saudi Arabia,19,1
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Nawaf Al-Temyat,P-20886,midfielder,MF,18,1976-06-28,21,Al-Hilal ar-Riyāḍ,Saudi Arabia,4,1
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Obeid Al-Dosari,P-85019,forward,FW,8,1975-10-02,22,Al-Wehda Makkah,Saudi Arabia,11,14
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Saeed Al-Owairan,P-41428,forward,FW,10,1967-08-19,30,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Sami Al-Jaber,P-88041,forward,FW,9,1972-12-11,25,Al-Hilal ar-Riyāḍ,Saudi Arabia,11,4
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Tisir Al-Antaif,P-45367,goal keeper,GK,22,1974-02-16,24,,,,
Saudi Arabia,SAU,1998 FIFA Men's World Cup,WC-1998,1998,Yousuf Al-Thunayan,P-30161,midfielder,MF,15,1963-11-18,34,Al-Hilal ar-Riyāḍ,Saudi Arabia,8,3
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Abdulaziz Al-Khathran,P-76946,midfielder,MF,14,1973-07-31,28,Al-Shabab ar-Riyāḍ,Saudi Arabia,6,0
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Abdullah Al-Jumaan,P-26868,forward,FW,15,1977-11-10,24,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Abdullah Al-Waked,P-75813,midfielder,MF,17,1975-09-29,26,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Abdullah Sulaiman Zubromawi,P-50171,defender,DF,4,1973-11-15,28,Al-Hilal ar-Riyāḍ,Saudi Arabia,13,0
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Ahmed Al-Dokhi,P-53448,defender,DF,12,1976-10-25,25,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Al Hasan Al-Yami,P-00683,forward,FW,20,1972-08-21,29,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Fouzi Al-Shehri,P-48349,defender,DF,6,1980-05-15,22,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Hussein Abdulghani,P-77199,defender,DF,13,1977-01-21,25,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Ibrahim Al-Shahrani,P-92151,midfielder,MF,7,1974-07-21,27,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Khamis Al-Dosari,P-17941,midfielder,MF,16,1973-09-08,28,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Mabrouk Zaid,P-99270,goal keeper,GK,21,1979-02-11,23,Al-Ittihad Jidda,Saudi Arabia,5,0
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Mansour Al-Thagafi,P-12568,defender,DF,23,1979-01-14,23,,,,
Saudi Arabia,SAU,2002 FIFA Men's World Cup,WC-2002,2002,Mohamed Al-Deayea,P-12996,goal keeper,GK,1,1972-08-02,29,,,,
