tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_010,10,1994-06-20,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Netherlands,NED,NLD,UEFA,FALSE,"Washington, D.C.",United States,TRUE,1637,1991
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_023,23,1994-06-25,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Morocco,MAR,MAR,CAF,TRUE,East Rutherford,United States,TRUE,1630,1649
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_033,33,1994-06-29,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Belgium,BEL,BEL,UEFA,FALSE,"Washington, D.C.",United States,TRUE,1662,1884
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_040,40,1994-07-03,Round of 16,played,Saudi Arabia,KSA,SAU,AFC,Sweden,SWE,SWE,UEFA,TRUE,Dallas,United States,TRUE,1709,1933
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_007,7,1998-06-12,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Denmark,DNK,DNK,UEFA,TRUE,Lens,France,TRUE,1644,1882
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_021,21,1998-06-18,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,France,FRA,FRA,UEFA,FALSE,Saint-Denis,France,FALSE,1632,2009
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_039,39,1998-06-24,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,South Africa,ZAF,ZAF,CAF,FALSE,Bordeaux,France,TRUE,1625,1649
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_002,2,2002-06-01,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Germany,GER,DEU,UEFA,FALSE,Sapporo,Japan,TRUE,1696,1870
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_018,18,2002-06-06,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Cameroon,CMR,CMR,CAF,FALSE,Saitama,Japan,TRUE,1658,1810
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_035,35,2002-06-11,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Republic of Ireland,IRL,IRL,UEFA,TRUE,Yokohama,Japan,TRUE,1568,
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_017,17,2006-06-14,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Tunisia,TUN,TUN,CAF,FALSE,Munich,Germany,TRUE,1554,1703
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_030,30,2006-06-19,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Ukraine,UKR,UKR,UEFA,TRUE,Hamburg,Germany,TRUE,1566,1760
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_045,45,2006-06-23,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Spain,ESP,ESP,UEFA,TRUE,Kaiserslautern,Germany,TRUE,1538,2007
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_001,1,2018-06-14,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Russia,RUS,RUS,UEFA,FALSE,Moscow,Russia,FALSE,1588,1676
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_019,19,2018-06-20,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Uruguay,URY,URY,CONMEBOL,FALSE,Rostov-on-Don,Russia,TRUE,1558,1903
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_034,34,2018-06-25,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Egypt,EGY,EGY,CAF,TRUE,Volgograd,Russia,TRUE,1551,1604
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_005,5,2022-11-22,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Argentina,ARG,ARG,CONMEBOL,FALSE,Lusail,Qatar,TRUE,1636,2143
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_021,21,2022-11-26,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Poland,POL,POL,UEFA,FALSE,Al Rayyan,Qatar,TRUE,1693,1813
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_038,38,2022-11-30,Group Stage,played,Saudi Arabia,KSA,SAU,AFC,Mexico,MEX,MEX,CONCACAF,TRUE,Lusail,Qatar,TRUE,1663,1793
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_016,16,2026-06-15,Group Stage,scheduled,Saudi Arabia,KSA,SAU,AFC,Uruguay,URY,URY,CONMEBOL,TRUE,Miami Gardens,United States,TRUE,1568,1892
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_039,39,2026-06-21,Group Stage,scheduled,Saudi Arabia,KSA,SAU,AFC,Spain,ESP,ESP,UEFA,FALSE,Atlanta,United States,TRUE,1568,2165
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_063,63,2026-06-26,Group Stage,scheduled,Saudi Arabia,KSA,SAU,AFC,Cape Verde,,,,FALSE,Houston,United States,TRUE,1568,1549
