team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Alloysius Agu,P-25342,goal keeper,GK,16,1967-07-12,26,,,,
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Augustine Eguavoen,P-39450,defender,DF,2,1965-08-19,28,CD Orense,Spain,12,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Benedict Iroha,P-72134,defender,DF,3,1969-11-29,24,,,,
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Chidi Nwanu,P-91949,defender,DF,6,1967-01-01,27,RSC Anderlecht,Belgium,5,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Daniel Amokachi,P-84893,forward,FW,14,1972-12-30,21,Everton FC,England,12,2
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Efan Ekoku,P-95888,forward,FW,18,1967-06-08,27,Wimbledon FC,England,1,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Emeka Ezeugo,P-26103,defender,DF,13,1965-12-16,28,Fremad Amager,Denmark,1,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Emmanuel Amunike,P-22820,midfielder,MF,11,1970-12-25,23,Sporting CP Lisboa,Portugal,9,4
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Finidi George,P-54287,midfielder,MF,7,1971-04-15,23,Ajax Amsterdam,Netherlands,11,1
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Jay-Jay Okocha,P-83122,midfielder,MF,10,1973-08-14,20,Eintracht Frankfurt,Germany,7,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Michael Emenalo,P-74911,defender,DF,19,1965-07-14,28,,,,
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Mutiu Adepoju,P-56969,midfielder,MF,21,1970-12-22,23,Racing Santander,Spain,2,2
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Peter Rufai,P-75277,goal keeper,GK,1,1963-08-24,30,SC Farense,Portugal,13,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Rashidi Yekini,P-98228,forward,FW,9,1963-10-23,30,,,,
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Samson Siasia,P-72487,forward,FW,12,1967-08-14,26,FC Nantes,France,7,3
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Stephen Keshi,P-46986,defender,DF,4,1962-01-23,32,RWD Molenbeek,Belgium,6,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Sunday Oliseh,P-41790,midfielder,MF,15,1974-09-14,19,AC Reggiana,Italy,12,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Thompson Oliha,P-91871,midfielder,MF,8,1968-10-04,25,Maccabi Ironi Ashdod,Israel,5,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Uche Okafor,P-34180,defender,DF,20,1967-08-08,26,Maccabi Ironi Ashdod,Israel,8,0
Nigeria,NGA,NGA,CAF,1994 FIFA Men's World Cup,WC-1994,1994,Uche Okechukwu,P-74808,defender,DF,5,1967-09-27,26,Fenerbahçe SK,Turkey,12,0
