tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_013,13,1994-06-21,Group Stage,played,Nigeria,NGA,NGA,CAF,Bulgaria,BGR,BGR,UEFA,TRUE,Dallas,United States,TRUE,1735,1772
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_021,21,1994-06-25,Group Stage,played,Nigeria,NGA,NGA,CAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Foxborough,United States,TRUE,1793,1939
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_036,36,1994-06-30,Group Stage,played,Nigeria,NGA,NGA,CAF,Greece,GRC,GRC,UEFA,FALSE,Foxborough,United States,TRUE,1775,1617
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_044,44,1994-07-05,Round of 16,played,Nigeria,NGA,NGA,CAF,Italy,ITA,ITA,UEFA,TRUE,Foxborough,United States,TRUE,1801,1962
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_010,10,1998-06-13,Group Stage,played,Nigeria,NGA,NGA,CAF,Spain,ESP,ESP,UEFA,FALSE,Nantes,France,TRUE,1703,2039
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_023,23,1998-06-19,Group Stage,played,Nigeria,NGA,NGA,CAF,Bulgaria,BGR,BGR,UEFA,TRUE,Paris,France,TRUE,1755,1800
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_038,38,1998-06-24,Group Stage,played,Nigeria,NGA,NGA,CAF,Paraguay,PRY,PRY,CONMEBOL,TRUE,Toulouse,France,TRUE,1789,1765
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_052,52,1998-06-28,Round of 16,played,Nigeria,NGA,NGA,CAF,Denmark,DNK,DNK,UEFA,TRUE,Saint-Denis,France,TRUE,1741,1863
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_005,5,2002-06-02,Group Stage,played,Nigeria,NGA,NGA,CAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Kashima,Japan,TRUE,1765,2020
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_023,23,2002-06-07,Group Stage,played,Nigeria,NGA,NGA,CAF,Sweden,SWE,SWE,UEFA,FALSE,Kobe,Japan,TRUE,1754,1871
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_037,37,2002-06-12,Group Stage,played,Nigeria,NGA,NGA,CAF,England,ENG,ENG,UEFA,TRUE,Osaka,Japan,TRUE,1734,1958
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_003,3,2010-06-12,Group Stage,played,Nigeria,NGA,NGA,CAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Johannesburg,South Africa,TRUE,1713,1921
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_020,20,2010-06-17,Group Stage,played,Nigeria,NGA,NGA,CAF,Greece,GRC,GRC,UEFA,FALSE,Bloemfontein,South Africa,TRUE,1699,1695
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_035,35,2010-06-22,Group Stage,played,Nigeria,NGA,NGA,CAF,South Korea,KOR,KOR,AFC,TRUE,Durban,South Africa,TRUE,1669,1772
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_014,14,2014-06-16,Group Stage,played,Nigeria,NGA,NGA,CAF,Iran,IRN,IRN,AFC,FALSE,Curitiba,Brazil,TRUE,1727,1715
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_029,29,2014-06-21,Group Stage,played,Nigeria,NGA,NGA,CAF,Bosnia and Herzegovina,BIH,BIH,UEFA,TRUE,Cuiabá,Brazil,TRUE,1726,1773
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_044,44,2014-06-25,Group Stage,played,Nigeria,NGA,NGA,CAF,Argentina,ARG,ARG,CONMEBOL,TRUE,Porto Alegre,Brazil,TRUE,1760,2038
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_053,53,2014-06-30,Round of 16,played,Nigeria,NGA,NGA,CAF,France,FRA,FRA,UEFA,FALSE,Brasília,Brazil,TRUE,1750,1954
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_008,8,2018-06-16,Group Stage,played,Nigeria,NGA,NGA,CAF,Croatia,HRV,HRV,UEFA,FALSE,Kaliningrad,Russia,TRUE,1681,1853
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_025,25,2018-06-22,Group Stage,played,Nigeria,NGA,NGA,CAF,Iceland,ISL,ISL,UEFA,TRUE,Volgograd,Russia,TRUE,1657,1781
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_039,39,2018-06-26,Group Stage,played,Nigeria,NGA,NGA,CAF,Argentina,ARG,ARG,CONMEBOL,TRUE,Saint Petersburg,Russia,TRUE,1717,1902
