tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1990,1990,ARG,Argentina,CONMEBOL,1794,1891,97,final
WC-1990,1990,ITA,Italy,UEFA,1966,2033,67,final
WC-1990,1990,ENG,England,UEFA,1940,1978,38,final
WC-1990,1990,GER,Germany,UEFA,1995,2075,80,final
WC-1990,1990,CMR,Cameroon,CAF,1631,1713,82,final
WC-1990,1990,CSK,Czechoslovakia,UEFA,1855,1900,45,final
WC-1990,1990,IRL,Republic of Ireland,UEFA,1892,1875,-17,final
WC-1990,1990,YUG,Yugoslavia,UEFA,1855,1921,66,final
WC-1990,1990,BEL,Belgium,UEFA,1845,1871,26,final
WC-1990,1990,BRA,Brazil,CONMEBOL,1993,1989,-4,final
WC-1990,1990,COL,Colombia,CONMEBOL,1801,1765,-36,final
WC-1990,1990,CRI,Costa Rica,CONCACAF,1612,1666,54,final
WC-1990,1990,NED,Netherlands,UEFA,2033,2002,-31,final
WC-1990,1990,ROU,Romania,UEFA,1894,1888,-6,final
WC-1990,1990,ESP,Spain,UEFA,1927,1936,9,final
WC-1990,1990,URY,Uruguay,CONMEBOL,1893,1848,-45,final
WC-1990,1990,AUT,Austria,UEFA,1766,1753,-13,final
WC-1990,1990,EGY,Egypt,CAF,1627,1660,33,final
WC-1990,1990,SCO,Scotland,UEFA,1739,1735,-4,final
WC-1990,1990,KOR,South Korea,AFC,1745,1675,-70,final
WC-1990,1990,SUN,Soviet Union,UEFA,1943,1870,-73,final
WC-1990,1990,SWE,Sweden,UEFA,1952,1831,-121,final
WC-1990,1990,ARE,United Arab Emirates,AFC,1454,1431,-23,final
WC-1990,1990,USA,United States,CONCACAF,1586,1547,-39,final
