tournament_id,year,country,team_id,team_code,confederation,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
WC-1990,1990,Argentina,ARG,ARG,CONMEBOL,Runner-up,2,7,5,4,1794,1891,97,1994,Round of 16,16
WC-1990,1990,Italy,ITA,ITA,UEFA,Third Place,3,7,10,2,1966,2033,67,1994,Runner-up,2
WC-1990,1990,England,ENG,ENG,UEFA,Fourth Place,4,7,8,6,1940,1978,38,1998,Round of 16,16
WC-1990,1990,Germany,GER,DEU,UEFA,Semi-final,4,7,15,5,1995,2075,80,1994,Quarter-final,8
WC-1990,1990,Cameroon,CMR,CMR,CAF,Quarter-final,8,5,7,9,1631,1713,82,1994,Group Stage,24
WC-1990,1990,Czechoslovakia,CSK,CSK,UEFA,Quarter-final,8,5,10,5,1855,1900,45,,,
WC-1990,1990,Republic of Ireland,IRL,IRL,UEFA,Quarter-final,8,5,2,3,1892,1875,-17,1994,Round of 16,16
WC-1990,1990,Yugoslavia,YUG,YUG,UEFA,Quarter-final,8,5,8,6,1855,1921,66,,,
WC-1990,1990,Belgium,BEL,BEL,UEFA,Round of 16,16,4,6,4,1845,1871,26,1994,Round of 16,16
WC-1990,1990,Brazil,BRA,BRA,CONMEBOL,Round of 16,16,4,4,2,1993,1989,-4,1994,Winner,1
WC-1990,1990,Colombia,COL,COL,CONMEBOL,Round of 16,16,4,4,4,1801,1765,-36,1994,Group Stage,24
WC-1990,1990,Costa Rica,CRI,CRI,CONCACAF,Round of 16,16,4,4,6,1612,1666,54,2002,Group Stage,32
WC-1990,1990,Netherlands,NED,NLD,UEFA,Round of 16,16,4,3,4,2033,2002,-31,1994,Quarter-final,8
WC-1990,1990,Romania,ROU,ROU,UEFA,Round of 16,16,4,4,3,1894,1888,-6,1994,Quarter-final,8
WC-1990,1990,Spain,ESP,ESP,UEFA,Round of 16,16,4,6,4,1927,1936,9,1994,Quarter-final,8
WC-1990,1990,Uruguay,URY,URY,CONMEBOL,Round of 16,16,4,2,5,1893,1848,-45,2002,Group Stage,32
WC-1990,1990,Austria,AUT,AUT,UEFA,Group Stage,24,3,2,3,1766,1753,-13,1998,Group Stage,32
WC-1990,1990,Egypt,EGY,EGY,CAF,Group Stage,24,3,1,2,1627,1660,33,2018,Group Stage,32
WC-1990,1990,Scotland,SCO,SCO,UEFA,Group Stage,24,3,2,3,1739,1735,-4,1998,Group Stage,32
WC-1990,1990,South Korea,KOR,KOR,AFC,Group Stage,24,3,1,6,1745,1675,-70,1994,Group Stage,24
WC-1990,1990,Soviet Union,SUN,SUN,UEFA,Group Stage,24,3,4,4,1943,1870,-73,,,
WC-1990,1990,Sweden,SWE,SWE,UEFA,Group Stage,24,3,3,6,1952,1831,-121,1994,Third Place,3
WC-1990,1990,United Arab Emirates,ARE,ARE,AFC,Group Stage,24,3,2,11,1454,1431,-23,,,
WC-1990,1990,United States,USA,USA,CONCACAF,Group Stage,24,3,2,8,1586,1547,-39,1994,Round of 16,16
