tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1990,1990,ARG,Argentina,ARG,CONMEBOL,1990 FIFA Men's World Cup,Runner-up,2,7
WC-1990,1990,ITA,Italy,ITA,UEFA,1990 FIFA Men's World Cup,Third Place,3,7
WC-1990,1990,ENG,England,ENG,UEFA,1990 FIFA Men's World Cup,Fourth Place,4,7
WC-1990,1990,GER,Germany,DEU,UEFA,1990 FIFA Men's World Cup,Semi-final,4,7
WC-1990,1990,CMR,Cameroon,CMR,CAF,1990 FIFA Men's World Cup,Quarter-final,8,5
WC-1990,1990,CSK,Czechoslovakia,CSK,UEFA,1990 FIFA Men's World Cup,Quarter-final,8,5
WC-1990,1990,IRL,Republic of Ireland,IRL,UEFA,1990 FIFA Men's World Cup,Quarter-final,8,5
WC-1990,1990,YUG,Yugoslavia,YUG,UEFA,1990 FIFA Men's World Cup,Quarter-final,8,5
WC-1990,1990,BEL,Belgium,BEL,UEFA,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,BRA,Brazil,BRA,CONMEBOL,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,COL,Colombia,COL,CONMEBOL,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,CRI,Costa Rica,CRI,CONCACAF,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,NED,Netherlands,NLD,UEFA,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,ROU,Romania,ROU,UEFA,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,ESP,Spain,ESP,UEFA,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,URY,Uruguay,URY,CONMEBOL,1990 FIFA Men's World Cup,Round of 16,16,4
WC-1990,1990,AUT,Austria,AUT,UEFA,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,EGY,Egypt,EGY,CAF,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,SCO,Scotland,SCO,UEFA,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,KOR,South Korea,KOR,AFC,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,SUN,Soviet Union,SUN,UEFA,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,SWE,Sweden,SWE,UEFA,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,ARE,United Arab Emirates,ARE,AFC,1990 FIFA Men's World Cup,Group Stage,24,3
WC-1990,1990,USA,United States,USA,CONCACAF,1990 FIFA Men's World Cup,Group Stage,24,3
