tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1921-09-14,Friendly,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,7,0,win,Guatemala City,Guatemala,TRUE,1800,1500,1810,1490,10
,,,1921-09-18,Friendly,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,FALSE,6,0,win,Guatemala City,Guatemala,FALSE,1810,1518,1826,1502,16
,,,1930-03-17,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,TRUE,8,1,win,Havana,Cuba,TRUE,1826,1501,1838,1489,12
,,,1930-03-22,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,9,2,win,Havana,Cuba,TRUE,1838,1533,1851,1520,13
,,,1930-03-26,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,5,0,win,Havana,Cuba,TRUE,1851,1520,1861,1510,10
,,,1930-03-30,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Cuba,CUB,CUB,CONCACAF,FALSE,1,2,loss,Havana,Cuba,FALSE,1861,1634,1834,1661,-27
,,,1930-04-04,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Honduras,HND,HND,CONCACAF,TRUE,8,0,win,Havana,Cuba,TRUE,1834,1419,1842,1411,8
,,,1935-03-25,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,TRUE,4,3,win,San Salvador,El Salvador,TRUE,1842,1447,1846,1443,4
,,,1935-03-30,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,FALSE,6,1,win,San Salvador,El Salvador,FALSE,1846,1414,1856,1404,10
,,,1935-03-31,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Cuba,CUB,CUB,CONCACAF,TRUE,2,1,win,San Salvador,El Salvador,TRUE,1856,1549,1862,1543,6
,,,1935-04-02,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Mexico,MEX,MEX,CONCACAF,FALSE,0,2,loss,San Salvador,El Salvador,TRUE,1862,1696,1819,1739,-43
,,,1935-04-03,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Honduras,HND,HND,CONCACAF,TRUE,6,0,win,San Salvador,El Salvador,TRUE,1819,1398,1826,1391,7
,,,1938-02-12,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,7,0,win,Panama City,Panama,TRUE,1826,1440,1835,1431,9
,,,1938-02-16,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Panama,PAN,PAN,CONCACAF,FALSE,11,0,win,Panama City,Panama,FALSE,1835,1282,1843,1274,8
,,,1938-02-18,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Colombia,COL,COL,CONMEBOL,FALSE,2,1,win,Panama City,Panama,TRUE,1843,1426,1846,1423,3
,,,1938-02-20,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Venezuela,,,,FALSE,3,0,win,Panama City,Panama,TRUE,1846,1272,1848,1270,2
,,,1938-02-22,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Mexico,MEX,MEX,CONCACAF,FALSE,1,2,loss,Panama City,Panama,TRUE,1848,1790,1825,1813,-23
,,,1941-05-10,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Nicaragua,,,,TRUE,7,2,win,San José,Costa Rica,FALSE,1812,998,1813,997,1
,,,1941-05-11,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,7,0,win,San José,Costa Rica,FALSE,1813,1278,1816,1275,3
,,,1941-05-13,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Curaçao,,,,TRUE,6,2,win,San José,Costa Rica,FALSE,1816,1563,1827,1552,11
,,,1941-05-18,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,3,1,win,San José,Costa Rica,FALSE,1827,1474,1832,1469,5
,,,1943-12-05,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Nicaragua,,,,TRUE,7,0,win,San Salvador,El Salvador,TRUE,1819,970,1820,969,1
,,,1943-12-07,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,TRUE,2,3,loss,San Salvador,El Salvador,TRUE,1820,1395,1774,1441,-46
,,,1943-12-09,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,FALSE,2,4,loss,San Salvador,El Salvador,FALSE,1774,1472,1717,1529,-57
,,,1943-12-12,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Nicaragua,,,,FALSE,3,2,win,San Salvador,El Salvador,TRUE,1717,960,1718,959,1
,,,1943-12-16,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,FALSE,2,4,loss,San Salvador,El Salvador,TRUE,1718,1434,1655,1497,-63
,,,1943-12-19,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,FALSE,4,2,win,San Salvador,El Salvador,FALSE,1655,1544,1691,1508,36
,,,1946-02-24,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Nicaragua,,,,TRUE,7,1,win,San José,Costa Rica,FALSE,1691,953,1692,952,1
,,,1946-02-26,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,7,0,win,San José,Costa Rica,FALSE,1692,1310,1699,1303,7
,,,1946-03-07,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Honduras,HND,HND,CONCACAF,TRUE,5,1,win,San José,Costa Rica,FALSE,1699,1408,1708,1399,9
,,,1946-03-10,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,TRUE,1,4,loss,San José,Costa Rica,FALSE,1708,1488,1632,1564,-76
,,,1946-03-13,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,4,0,win,San José,Costa Rica,FALSE,1632,1526,1654,1504,22
,,,1946-12-10,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Puerto Rico,,,,TRUE,12,0,win,Barranquilla,Colombia,TRUE,1654,900,1655,899,1
,,,1946-12-14,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Venezuela,,,,TRUE,4,2,win,Barranquilla,Colombia,TRUE,1655,1274,1661,1268,6
,,,1946-12-16,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,TRUE,6,0,win,Barranquilla,Colombia,TRUE,1661,1468,1682,1447,21
,,,1946-12-18,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Colombia,COL,COL,CONMEBOL,FALSE,1,4,loss,Barranquilla,Colombia,FALSE,1682,1438,1633,1487,-49
,,,1946-12-20,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Curaçao,,,,FALSE,2,4,loss,Barranquilla,Colombia,TRUE,1633,1524,1594,1563,-39
,,,1946-12-21,Central American and Caribbean Games,played,Costa Rica,CRI,CRI,CONCACAF,Panama,PAN,PAN,CONCACAF,FALSE,0,2,loss,Barranquilla,Colombia,TRUE,1594,1336,1545,1385,-49
,,,1948-02-29,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,TRUE,3,1,win,Guatemala City,Guatemala,TRUE,1545,1479,1575,1449,30
,,,1948-03-04,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,FALSE,1,1,draw,Guatemala City,Guatemala,FALSE,,,,,
,,,1948-03-07,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Curaçao,,,,TRUE,2,1,win,Guatemala City,Guatemala,TRUE,,,,,
,,,1948-03-11,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Panama,PAN,PAN,CONCACAF,TRUE,3,1,win,Guatemala City,Guatemala,TRUE,,,,,
,,,1948-03-16,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,Guatemala,,,,FALSE,2,3,loss,Guatemala City,Guatemala,FALSE,,,,,
,,,1948-03-18,CCCF Championship,played,Costa Rica,CRI,CRI,CONCACAF,El Salvador,SLV,SLV,CONCACAF,FALSE,6,0,win,Guatemala City,Guatemala,TRUE,1601,1420,1629,1392,28
