team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Akwá,P-07482,forward,FW,10,1977-05-30,29,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,André Macanga,P-88171,midfielder,MF,8,1978-05-14,28,Al-Kuwait Kaifan,Kuwait,9,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Delgado,P-75104,defender,DF,21,1979-11-01,26,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Edson Nobre,P-13744,midfielder,MF,13,1980-02-03,26,FC Paços de Ferreira,Portugal,5,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Flávio,P-78483,forward,FW,16,1979-12-20,26,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Jamba,P-61845,defender,DF,3,1977-07-10,28,AS Aviação Luanda,Angola,17,1
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,João Ricardo,P-24930,goal keeper,GK,1,1970-01-07,36,Zob Ahan Isfahan,Iran,12,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Kali,P-44205,defender,DF,5,1978-10-11,27,FC Sion,Switzerland,10,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Lamá,P-04803,goal keeper,GK,12,1981-02-01,25,Petro Atlético Luanda,Angola,5,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Lebo Lebo,P-06457,defender,DF,4,1977-05-29,29,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Locó,P-03457,defender,DF,20,1984-12-25,21,Primeiro de Agosto Luanda,Angola,14,1
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Love,P-30892,forward,FW,18,1979-03-14,27,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Mantorras,P-86226,forward,FW,9,1982-03-18,24,Benfica Lisboa,Portugal,2,1
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Marco Abreu,P-91786,defender,DF,23,1974-12-08,31,Portimonense SC,Portugal,3,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Marco Airosa,P-66972,defender,DF,2,1984-08-06,21,SC Olhanense,Portugal,1,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Mateus,P-22865,forward,FW,11,1984-06-19,21,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Mendonça,P-74131,midfielder,MF,14,1982-10-09,23,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Miloy,P-45235,midfielder,MF,6,1981-05-27,25,InterClube Luanda,Angola,3,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Mário Hipólito,P-24893,goal keeper,GK,22,1985-06-01,21,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Paulo Figueiredo,P-14307,midfielder,MF,7,1972-11-28,33,Östers IF Växjö,Sweden,11,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Rui Marques,P-40794,defender,DF,15,1977-09-03,28,Leeds United,England,0,0
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Titi Buengo,P-31166,forward,FW,19,1980-02-11,26,,,,
Angola,AGO,AGO,CAF,2006 FIFA Men's World Cup,WC-2006,2006,Zé Kalanga,P-95366,midfielder,MF,17,1983-10-12,22,Dinamo Bucureşti,Romania,8,2
