tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1926-10-12,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Chile,CHL,CHL,CONMEBOL,FALSE,1,7,loss,Santiago,Chile,FALSE,1300,1401,1275,1426,-25
,,,1926-10-16,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Argentina,ARG,ARG,CONMEBOL,FALSE,0,5,loss,Santiago,Chile,TRUE,1275,1997,1273,1999,-2
,,,1926-10-23,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Paraguay,PRY,PRY,CONMEBOL,TRUE,1,6,loss,Santiago,Chile,TRUE,1273,1724,1266,1731,-7
,,,1926-10-28,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Uruguay,URY,URY,CONMEBOL,TRUE,0,6,loss,Santiago,Chile,TRUE,1266,2015,1265,2016,-1
,,,1927-10-30,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Argentina,ARG,ARG,CONMEBOL,FALSE,1,7,loss,Lima,Peru,TRUE,1265,1960,1263,1962,-2
,,,1927-11-06,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Uruguay,URY,URY,CONMEBOL,TRUE,0,9,loss,Lima,Peru,TRUE,1263,2040,1262,2041,-1
,,,1927-11-13,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Peru,PER,PER,CONMEBOL,FALSE,2,3,loss,Lima,Peru,FALSE,1262,1588,1258,1592,-4
WC-1930,WC-1930_007,7,1930-07-17,FIFA World Cup,played,Bolivia,BOL,BOL,CONMEBOL,Yugoslavia,YUG,YUG,UEFA,TRUE,0,4,loss,Montevideo,Uruguay,TRUE,1258,1642,1247,1653,-11
WC-1930,WC-1930_013,13,1930-07-20,FIFA World Cup,played,Bolivia,BOL,BOL,CONMEBOL,Brazil,BRA,BRA,CONMEBOL,TRUE,0,4,loss,Montevideo,Uruguay,TRUE,1247,1871,1244,1874,-3
,,,1938-08-08,Bolivarian Games,played,Bolivia,BOL,BOL,CONMEBOL,Ecuador,ECU,ECU,CONMEBOL,TRUE,1,1,draw,Bogotá,Colombia,TRUE,1244,1300,1247,1297,3
,,,1938-08-11,Bolivarian Games,played,Bolivia,BOL,BOL,CONMEBOL,Venezuela,,,,TRUE,3,1,win,Bogotá,Colombia,TRUE,1247,1299,1281,1265,34
,,,1938-08-14,Bolivarian Games,played,Bolivia,BOL,BOL,CONMEBOL,Peru,PER,PER,CONMEBOL,TRUE,0,3,loss,Bogota,Colombia,TRUE,1281,1627,1273,1635,-8
,,,1938-08-16,Bolivarian Games,played,Bolivia,BOL,BOL,CONMEBOL,Colombia,COL,COL,CONMEBOL,FALSE,2,1,win,Bogotá,Colombia,FALSE,1273,1376,1304,1345,31
,,,1938-08-22,Bolivarian Games,played,Bolivia,BOL,BOL,CONMEBOL,Ecuador,ECU,ECU,CONMEBOL,TRUE,2,1,win,Bogotá,Colombia,TRUE,1304,1340,1326,1318,22
,,,1945-01-18,Copa América,played,Bolivia,BOL,BOL,CONMEBOL,Argentina,ARG,ARG,CONMEBOL,FALSE,0,4,loss,Santiago,Chile,TRUE,1326,2088,1325,2089,-1
