tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1908-10-22,Olympic Games,played,Denmark,DNK,DNK,UEFA,France,FRA,FRA,UEFA,FALSE,17,1,win,London,England,TRUE,2000,1591,2018,1573,18
,,,1912-06-30,Olympic Games,played,Denmark,DNK,DNK,UEFA,Norway,NOR,NOR,UEFA,TRUE,7,0,win,Stockholm,Sweden,TRUE,2001,1372,2005,1368,4
,,,1912-07-02,Olympic Games,played,Denmark,DNK,DNK,UEFA,Netherlands,NED,NLD,UEFA,TRUE,4,1,win,Stockholm,Sweden,TRUE,2005,2003,2057,1951,52
,,,1912-10-06,Friendly,played,Denmark,DNK,DNK,UEFA,Germany,GER,DEU,UEFA,TRUE,3,1,win,Copenhagen,Denmark,FALSE,2028,1696,2030,1694,2
,,,1913-05-25,Friendly,played,Denmark,DNK,DNK,UEFA,Sweden,SWE,SWE,UEFA,TRUE,8,0,win,Copenhagen,Denmark,FALSE,2030,1661,2033,1658,3
,,,1913-10-05,Friendly,played,Denmark,DNK,DNK,UEFA,Sweden,SWE,SWE,UEFA,FALSE,10,0,win,Stockholm,Sweden,FALSE,2033,1663,2042,1654,9
,,,1913-10-26,Friendly,played,Denmark,DNK,DNK,UEFA,Germany,GER,DEU,UEFA,FALSE,4,1,win,Hamburg,Germany,FALSE,2042,1669,2048,1663,6
,,,1914-05-17,Friendly,played,Denmark,DNK,DNK,UEFA,Netherlands,NED,NLD,UEFA,TRUE,4,3,win,Copenhagen,Denmark,FALSE,2048,1960,2053,1955,5
,,,1915-06-06,Friendly,played,Denmark,DNK,DNK,UEFA,Sweden,SWE,SWE,UEFA,TRUE,2,0,win,Copenhagen,Denmark,FALSE,2067,1646,2068,1645,1
,,,1915-09-19,Friendly,played,Denmark,DNK,DNK,UEFA,Norway,NOR,NOR,UEFA,TRUE,8,1,win,Copenhagen,Denmark,FALSE,2068,1381,2068,1381,0
,,,1915-10-31,Friendly,played,Denmark,DNK,DNK,UEFA,Sweden,SWE,SWE,UEFA,FALSE,2,0,win,Stockholm,Sweden,FALSE,2068,1645,2072,1641,4
,,,1916-06-04,Friendly,played,Denmark,DNK,DNK,UEFA,Sweden,SWE,SWE,UEFA,TRUE,2,0,win,Copenhagen,Denmark,FALSE,2072,1641,2073,1640,1
,,,1916-06-25,Friendly,played,Denmark,DNK,DNK,UEFA,Norway,NOR,NOR,UEFA,FALSE,2,0,win,Kristiania,Norway,FALSE,2073,1377,2074,1376,1
