tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1908-04-05,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,3,5,loss,Basel,Switzerland,FALSE,1700,1485,1680,1505,-20
,,,1908-06-07,Friendly,played,Germany,GER,DEU,UEFA,Austria,AUT,AUT,UEFA,FALSE,2,3,loss,Vienna,Austria,FALSE,1672,1895,1669,1898,-3
,,,1909-04-04,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,1,0,win,Karlsruhe,Germany,FALSE,1667,1505,1671,1501,4
,,,1909-04-04,Friendly,played,Germany,GER,DEU,UEFA,Hungary,HUN,HUN,UEFA,FALSE,3,3,draw,Budapest,Hungary,FALSE,1671,1896,1678,1889,7
,,,1910-04-03,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,3,2,win,Basel,Switzerland,FALSE,1678,1499,1686,1491,8
,,,1910-04-24,Friendly,played,Germany,GER,DEU,UEFA,Netherlands,NED,NLD,UEFA,FALSE,2,4,loss,Arnhem,Netherlands,FALSE,1686,1917,1682,1921,-4
,,,1910-05-16,Friendly,played,Germany,GER,DEU,UEFA,Belgium,BEL,BEL,UEFA,TRUE,0,3,loss,Duisburg,Germany,FALSE,1682,1765,1664,1783,-18
,,,1910-10-16,Friendly,played,Germany,GER,DEU,UEFA,Netherlands,NED,NLD,UEFA,TRUE,1,2,loss,Kleve,Germany,FALSE,1664,1921,1658,1927,-6
,,,1911-03-26,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,6,2,win,Stuttgart,Germany,FALSE,1658,1516,1665,1509,7
,,,1911-04-23,Friendly,played,Germany,GER,DEU,UEFA,Belgium,BEL,BEL,UEFA,FALSE,1,2,loss,Liège,Belgium,FALSE,1673,1750,1668,1755,-5
,,,1911-06-18,Friendly,played,Germany,GER,DEU,UEFA,Sweden,SWE,SWE,UEFA,FALSE,4,2,win,Solna,Sweden,FALSE,1668,1667,1687,1648,19
,,,1911-10-09,Friendly,played,Germany,GER,DEU,UEFA,Austria,AUT,AUT,UEFA,TRUE,1,2,loss,Dresden,Germany,FALSE,,,,,
,,,1911-10-29,Friendly,played,Germany,GER,DEU,UEFA,Sweden,SWE,SWE,UEFA,TRUE,1,3,loss,Hamburg,Germany,FALSE,1679,1672,1660,1691,-19
,,,1911-12-17,Friendly,played,Germany,GER,DEU,UEFA,Hungary,HUN,HUN,UEFA,TRUE,1,4,loss,Munich,Germany,FALSE,1660,1881,1648,1893,-12
,,,1912-03-24,Friendly,played,Germany,GER,DEU,UEFA,Netherlands,NED,NLD,UEFA,FALSE,5,5,draw,Zwolle,Netherlands,FALSE,1648,1955,1656,1947,8
,,,1912-04-14,Friendly,played,Germany,GER,DEU,UEFA,Hungary,HUN,HUN,UEFA,FALSE,4,4,draw,Budapest,Hungary,FALSE,1656,1893,1663,1886,7
,,,1912-05-05,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,2,1,win,St. Gallen,Switzerland,FALSE,1663,1524,1672,1515,9
,,,1912-06-29,Olympic Games,played,Germany,GER,DEU,UEFA,Austria,AUT,AUT,UEFA,FALSE,1,5,loss,Stockholm,Sweden,TRUE,1672,1849,1642,1879,-30
,,,1912-07-01,Olympic Games,played,Germany,GER,DEU,UEFA,Russia,RUS,RUS,UEFA,TRUE,16,0,win,Stockholm,Sweden,TRUE,1642,1571,1723,1490,81
,,,1912-07-03,Olympic Games,played,Germany,GER,DEU,UEFA,Hungary,HUN,HUN,UEFA,FALSE,1,3,loss,Stockholm,Sweden,TRUE,1723,1866,1696,1893,-27
,,,1912-10-06,Friendly,played,Germany,GER,DEU,UEFA,Denmark,DNK,DNK,UEFA,FALSE,1,3,loss,Copenhagen,Denmark,FALSE,1696,2028,1694,2030,-2
,,,1912-11-17,Friendly,played,Germany,GER,DEU,UEFA,Netherlands,NED,NLD,UEFA,TRUE,2,3,loss,Leipzig,Germany,FALSE,1694,1972,1689,1977,-5
,,,1913-05-18,Friendly,played,Germany,GER,DEU,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,1,2,loss,Freiburg,Germany,FALSE,1686,1490,1669,1507,-17
,,,1913-10-26,Friendly,played,Germany,GER,DEU,UEFA,Denmark,DNK,DNK,UEFA,TRUE,1,4,loss,Hamburg,Germany,FALSE,1669,2042,1663,2048,-6
,,,1913-11-23,Friendly,played,Germany,GER,DEU,UEFA,Belgium,BEL,BEL,UEFA,FALSE,2,6,loss,Antwerp,Belgium,FALSE,1663,1788,1651,1800,-12
,,,1914-04-05,Friendly,played,Germany,GER,DEU,UEFA,Netherlands,NED,NLD,UEFA,FALSE,4,4,draw,Amsterdam,Netherlands,FALSE,1651,1961,1659,1953,8
