tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1934-05-13,Far Eastern Championship Games,played,Indonesia,IDN,IDN,AFC,Japan,JPN,JPN,AFC,FALSE,7,1,win,Manila,Philippines,TRUE,1509,1214,1522,1201,13
,,,1934-05-14,Far Eastern Championship Games,played,Indonesia,IDN,IDN,AFC,China PR,,,,FALSE,0,2,loss,Manila,Philippines,TRUE,,,,,
,,,1934-05-19,Far Eastern Championship Games,played,Indonesia,IDN,IDN,AFC,Philippines,,,,FALSE,2,3,loss,Manila,Philippines,FALSE,1498,1199,1468,1229,-30
WC-1938,WC-1938_006,6,1938-06-05,FIFA World Cup,played,Indonesia,IDN,IDN,AFC,Hungary,HUN,HUN,UEFA,FALSE,0,6,loss,Reims,France,TRUE,1468,1929,1460,1937,-8
,,,1938-06-26,Friendly,played,Indonesia,IDN,IDN,AFC,Netherlands,NED,NLD,UEFA,FALSE,2,9,loss,Amsterdam,Netherlands,FALSE,1460,1671,1454,1677,-6
,,,1951-03-05,Asian Games,played,Indonesia,IDN,IDN,AFC,India,,,,FALSE,0,3,loss,New Delhi,India,FALSE,1454,1664,1444,1674,-10
,,,1953-04-30,Friendly,played,Indonesia,IDN,IDN,AFC,South Korea,KOR,KOR,AFC,TRUE,1,3,loss,So Kon Po,Hong Kong,TRUE,1485,1744,1479,1750,-6
,,,1954-05-01,Asian Games,played,Indonesia,IDN,IDN,AFC,Japan,JPN,JPN,AFC,FALSE,5,3,win,Manila,Philippines,TRUE,1476,1308,1493,1291,17
,,,1954-05-05,Asian Games,played,Indonesia,IDN,IDN,AFC,India,,,,FALSE,4,0,win,Manila,Philippines,TRUE,1493,1647,1546,1594,53
,,,1954-05-07,Asian Games,played,Indonesia,IDN,IDN,AFC,Taiwan,,,,FALSE,2,4,loss,Manila,Philippines,TRUE,1546,1711,1529,1728,-17
,,,1954-05-08,Asian Games,played,Indonesia,IDN,IDN,AFC,Myanmar,,,,TRUE,4,5,loss,Manila,Philippines,TRUE,1529,1288,1497,1320,-32
,,,1956-09-09,Friendly,played,Indonesia,IDN,IDN,AFC,Yugoslavia,YUG,YUG,UEFA,FALSE,2,4,loss,Belgrade,Yugoslavia,FALSE,1493,1960,1492,1961,-1
,,,1956-09-12,Friendly,played,Indonesia,IDN,IDN,AFC,Croatia,HRV,HRV,UEFA,FALSE,2,5,loss,Zagreb,Yugoslavia,FALSE,1492,1874,1490,1876,-2
,,,1956-09-20,Friendly,played,Indonesia,IDN,IDN,AFC,German DR,DDR,DDR,UEFA,FALSE,1,3,loss,Karl-Marx-Stadt,German DR,FALSE,1490,1469,1478,1481,-12
,,,1956-11-16,Friendly,played,Indonesia,IDN,IDN,AFC,United States,USA,USA,CONCACAF,TRUE,7,5,win,Jakarta,Indonesia,FALSE,1475,1558,1489,1544,14
,,,1956-12-23,Friendly,played,Indonesia,IDN,IDN,AFC,Yugoslavia,YUG,YUG,UEFA,TRUE,1,5,loss,Jakarta,Indonesia,FALSE,1495,1888,1489,1894,-6
,,,1957-05-12,FIFA World Cup qualification,played,Indonesia,IDN,IDN,AFC,China PR,,,,TRUE,2,0,win,Jakarta,Indonesia,FALSE,,,,,
,,,1957-06-02,FIFA World Cup qualification,played,Indonesia,IDN,IDN,AFC,China PR,,,,FALSE,3,4,loss,Beijing,China PR,FALSE,,,,,
,,,1957-06-23,FIFA World Cup qualification,played,Indonesia,IDN,IDN,AFC,China PR,,,,FALSE,0,0,draw,Yangon,Burma,TRUE,,,,,
,,,1957-08-31,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Thailand,,,,TRUE,4,0,win,Kuala Lumpur,Malaya,TRUE,1493,1185,1501,1177,8
,,,1957-09-05,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,3,1,win,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1957-09-07,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,FALSE,2,4,loss,Kuala Lumpur,Malaya,FALSE,,,,,
,,,1958-05-09,Friendly,played,Indonesia,IDN,IDN,AFC,Philippines,,,,FALSE,2,1,win,Manila,Philippines,FALSE,1496,1073,1499,1070,3
,,,1958-05-13,Friendly,played,Indonesia,IDN,IDN,AFC,Philippines,,,,FALSE,3,0,win,Manila,Philippines,FALSE,1499,1070,1504,1065,5
,,,1958-05-25,Asian Games,played,Indonesia,IDN,IDN,AFC,Myanmar,,,,TRUE,4,2,win,Tokyo,Japan,TRUE,1504,1275,1517,1262,13
,,,1958-05-28,Asian Games,played,Indonesia,IDN,IDN,AFC,India,,,,FALSE,2,1,win,Tokyo,Japan,TRUE,1517,1562,1540,1539,23
,,,1958-05-30,Asian Games,played,Indonesia,IDN,IDN,AFC,Philippines,,,,TRUE,5,2,win,Tokyo,Japan,TRUE,1540,1094,1545,1089,5
,,,1958-05-31,Asian Games,played,Indonesia,IDN,IDN,AFC,Taiwan,,,,FALSE,0,1,loss,Tokyo,Japan,TRUE,1545,1705,1534,1716,-11
,,,1958-06-01,Asian Games,played,Indonesia,IDN,IDN,AFC,India,,,,TRUE,4,1,win,Tokyo,Japan,TRUE,1534,1552,1571,1515,37
,,,1958-07-02,Friendly,played,Indonesia,IDN,IDN,AFC,Singapore,,,,FALSE,5,0,win,Kallang,Singapore,FALSE,1571,1222,1579,1214,8
,,,1958-07-03,Friendly,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,FALSE,4,2,win,Kallang,Singapore,TRUE,,,,,
,,,1958-08-30,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,FALSE,2,3,loss,Kuala Lumpur,Malaya,FALSE,1579,1308,1557,1330,-22
,,,1958-08-31,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Singapore,,,,TRUE,2,0,win,Kuala Lumpur,Malaya,TRUE,1557,1222,1563,1216,6
,,,1958-09-02,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,4,1,win,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1959-02-11,Friendly,played,Indonesia,IDN,IDN,AFC,German DR,DDR,DDR,UEFA,TRUE,2,2,draw,Jakarta,Indonesia,FALSE,1559,1513,1555,1517,-4
,,,1960-04-20,Friendly,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,TRUE,5,0,win,Surakarta,Indonesia,FALSE,1522,1397,1531,1388,9
,,,1960-08-06,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,South Korea,KOR,KOR,AFC,FALSE,0,2,loss,Kuala Lumpur,Malaya,TRUE,1487,1655,1475,1667,-12
,,,1960-08-08,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Singapore,,,,TRUE,8,3,win,Kuala Lumpur,Malaya,TRUE,1475,1147,1483,1139,8
,,,1960-08-13,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,5,3,win,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1960-08-14,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Pakistan,,,,TRUE,4,0,win,Kuala Lumpur,Malaya,TRUE,1524,1419,1544,1399,20
,,,1960-08-17,Friendly,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,1,1,draw,Kallang,Singapore,TRUE,,,,,
,,,1960-08-21,Friendly,played,Indonesia,IDN,IDN,AFC,Pakistan,,,,TRUE,5,2,win,Jakarta,Indonesia,FALSE,1542,1376,1548,1370,6
,,,1961-08-02,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Singapore,,,,TRUE,1,0,win,Kuala Lumpur,Malaya,TRUE,1548,1173,1551,1170,3
,,,1961-08-09,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Thailand,,,,TRUE,2,1,win,Kuala Lumpur,Malaya,TRUE,1546,1159,1549,1156,3
,,,1961-08-13,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,FALSE,2,1,win,Kuala Lumpur,Malaya,FALSE,1549,1411,1562,1398,13
,,,1961-08-15,Friendly,played,Indonesia,IDN,IDN,AFC,Japan,JPN,JPN,AFC,TRUE,2,0,win,Kallang,Singapore,TRUE,1562,1341,1572,1331,10
,,,1961-10-21,Vietnam Independence Cup,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,FALSE,1,4,loss,Saigon,Vietnam Republic,FALSE,,,,,
,,,1961-10-23,Vietnam Independence Cup,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,TRUE,1,3,loss,Saigon,Vietnam Republic,TRUE,1544,1398,1513,1429,-31
,,,1961-12-07,Friendly,played,Indonesia,IDN,IDN,AFC,Yugoslavia,YUG,YUG,UEFA,TRUE,1,5,loss,Jakarta,Indonesia,FALSE,1513,1971,1509,1975,-4
,,,1962-02-19,Friendly,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,1,2,loss,Jakarta,Indonesia,FALSE,,,,,
,,,1962-07-12,Friendly,played,Indonesia,IDN,IDN,AFC,Singapore,,,,FALSE,2,1,win,Kallang,Singapore,FALSE,,,,,
,,,1962-08-25,Asian Games,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,1,0,win,Jakarta,Indonesia,FALSE,,,,,
,,,1962-08-27,Asian Games,played,Indonesia,IDN,IDN,AFC,Philippines,,,,TRUE,6,0,win,Jakarta,Indonesia,FALSE,1513,1060,1516,1057,3
,,,1962-08-28,Asian Games,played,Indonesia,IDN,IDN,AFC,Malaysia,,,,TRUE,2,3,loss,Jakarta,Indonesia,FALSE,1516,1465,1488,1493,-28
,,,1962-09-11,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Singapore,,,,TRUE,2,0,win,Kuala Lumpur,Malaya,TRUE,1488,1207,1495,1200,7
,,,1962-09-12,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Philippines,,,,TRUE,9,0,win,Kuala Lumpur,Malaya,TRUE,1495,1050,1500,1045,5
,,,1962-09-14,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Vietnam Republic,,,,TRUE,2,1,win,Kuala Lumpur,Malaya,TRUE,,,,,
,,,1962-09-19,Merdeka Tournament,played,Indonesia,IDN,IDN,AFC,Pakistan,,,,TRUE,2,1,win,Kuala Lumpur,Malaya,TRUE,1512,1385,1522,1375,10
,,,1962-10-12,Friendly,played,Indonesia,IDN,IDN,AFC,South Korea,KOR,KOR,AFC,FALSE,0,2,loss,Seoul,South Korea,FALSE,1522,1687,1517,1692,-5
