team,team_id,team_code,confederation,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Achmad Nawir,P-05443,midfielder,MF,,1911-01-01,27,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Dorst,P-16278,defender,DF,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Frans Alfred Meeng,P-38291,midfielder,MF,,1910-01-18,28,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Frans Hu Kon,P-56198,defender,DF,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Gerrit Faulhaber,P-51934,midfielder,MF,,1912-09-22,25,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Hans Taihuttu,P-19995,forward,FW,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Hendrikus Zomers,P-67536,forward,FW,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Hong Djien The,P-69801,forward,FW,,1916-01-12,22,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Isaak Pattiwael,P-08131,forward,FW,,1914-02-23,24,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Jack Samuels,P-03631,defender,DF,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Jan Harting,P-72195,defender,DF,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Leen van Beuzekom,P-37048,goal keeper,GK,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Mo Heng Tan,P-52233,goal keeper,GK,,1913-02-28,25,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Rudi Telwe,P-03175,forward,FW,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,See Han Tan,P-89666,forward,FW,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Sutan Anwar,P-65883,midfielder,MF,,1914-03-21,24,VIOS Batavia,Indonesia,0,0
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Suvarte Soedarmadji,P-59945,forward,FW,,1915-12-06,22,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Teilherber,P-92120,forward,FW,,,,,,,
Indonesia,IDN,IDN,AFC,1938 FIFA Men's World Cup,WC-1938,1938,Van Den Burgh,P-38536,midfielder,MF,,,,,,,
