team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Alberto Festa,P-60146,defender,DF,22,1939-07-21,26,FC Porto,Portugal,6,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Alexandre Baptista,P-58433,defender,DF,20,1941-02-17,25,Sporting CP Lisboa,Portugal,8,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Américo,P-44487,goal keeper,GK,1,1933-03-06,33,,,,
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,António Simões,P-60225,midfielder,MF,11,1943-12-14,22,Benfica Lisboa,Portugal,10,1
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Custódio Pinto,P-24730,midfielder,MF,19,1942-02-09,24,FC Porto,Portugal,1,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Ernesto Figueiredo,P-13304,forward,FW,7,1937-07-06,29,Sporting CP Lisboa,Portugal,1,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Eusébio,P-74747,forward,FW,13,1942-01-25,24,Benfica Lisboa,Portugal,12,12
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Fernando Cruz,P-64664,midfielder,MF,14,1940-08-12,25,Benfica Lisboa,Portugal,1,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Fernando Peres,P-70918,midfielder,MF,6,1942-01-08,24,,,,
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Germano,P-44233,defender,DF,5,1933-01-18,33,,,,
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Hilário,P-39642,midfielder,MF,9,1939-03-19,27,Sporting CP Lisboa,Portugal,11,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Jaime Graça,P-44642,midfielder,MF,16,1942-01-10,24,Benfica Lisboa,Portugal,11,1
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,Joaquim Carvalho,P-67001,goal keeper,GK,2,1937-04-18,29,Sporting CP Lisboa,Portugal,4,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,José Augusto,P-67663,midfielder,MF,12,1937-04-13,29,Benfica Lisboa,Portugal,11,5
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,José Carlos,P-09642,defender,DF,21,1941-09-22,24,Sporting CP Lisboa,Portugal,5,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,José Pereira,P-91257,goal keeper,GK,3,1931-09-15,34,CF Os Belenenses,Portugal,7,0
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,José Torres,P-68398,forward,FW,18,1938-09-08,27,Benfica Lisboa,Portugal,11,10
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,João Lourenço,P-74248,forward,FW,8,1942-04-08,24,,,,
Portugal,PRT,1966 FIFA Men's World Cup,WC-1966,1966,João Morais,P-36538,defender,DF,17,1935-03-06,31,Sporting CP Lisboa,Portugal,6,0
