tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_011,11,1998-06-14,Group Stage,played,Japan,JPN,JPN,AFC,Argentina,ARG,ARG,CONMEBOL,FALSE,Toulouse,France,TRUE,1743,1893
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_026,26,1998-06-20,Group Stage,played,Japan,JPN,JPN,AFC,Croatia,HRV,HRV,UEFA,TRUE,Nantes,France,TRUE,1725,1893
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_047,47,1998-06-26,Group Stage,played,Japan,JPN,JPN,AFC,Jamaica,JAM,JAM,CONCACAF,TRUE,Lyon,France,TRUE,1708,1607
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_013,13,2002-06-04,Group Stage,played,Japan,JPN,JPN,AFC,Belgium,BEL,BEL,UEFA,TRUE,Saitama,Japan,FALSE,1848,1837
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_028,28,2002-06-09,Group Stage,played,Japan,JPN,JPN,AFC,Russia,RUS,RUS,UEFA,TRUE,Yokohama,Japan,FALSE,1839,1824
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_046,46,2002-06-14,Group Stage,played,Japan,JPN,JPN,AFC,Tunisia,TUN,TUN,CAF,TRUE,Osaka,Japan,FALSE,1859,1614
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_055,55,2002-06-18,Round of 16,played,Japan,JPN,JPN,AFC,Turkey,TUR,TUR,UEFA,TRUE,Rifu,Japan,FALSE,1870,1777
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_009,9,2006-06-12,Group Stage,played,Japan,JPN,JPN,AFC,Australia,AUS,AUS,AFC,FALSE,Kaiserslautern,Germany,TRUE,1789,1798
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_029,29,2006-06-18,Group Stage,played,Japan,JPN,JPN,AFC,Croatia,HRV,HRV,UEFA,TRUE,Nuremberg,Germany,TRUE,1745,1823
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_044,44,2006-06-22,Group Stage,played,Japan,JPN,JPN,AFC,Brazil,BRA,BRA,CONMEBOL,TRUE,Dortmund,Germany,TRUE,1752,2070
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_010,10,2010-06-14,Group Stage,played,Japan,JPN,JPN,AFC,Cameroon,CMR,CMR,CAF,TRUE,Bloemfontein,South Africa,TRUE,1678,1694
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_026,26,2010-06-19,Group Stage,played,Japan,JPN,JPN,AFC,Netherlands,NED,NLD,UEFA,FALSE,Durban,South Africa,TRUE,1709,2059
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_042,42,2010-06-24,Group Stage,played,Japan,JPN,JPN,AFC,Denmark,DNK,DNK,UEFA,FALSE,Rustenburg,South Africa,TRUE,1702,1784
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_055,55,2010-06-29,Round of 16,played,Japan,JPN,JPN,AFC,Paraguay,PRY,PRY,CONMEBOL,FALSE,Pretoria,South Africa,TRUE,1757,1790
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_007,7,2014-06-14,Group Stage,played,Japan,JPN,JPN,AFC,Ivory Coast,CIV,CIV,CAF,FALSE,Recife,Brazil,TRUE,1785,1772
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_022,22,2014-06-19,Group Stage,played,Japan,JPN,JPN,AFC,Greece,GRC,GRC,UEFA,TRUE,Natal,Brazil,TRUE,1754,1785
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_040,40,2014-06-24,Group Stage,played,Japan,JPN,JPN,AFC,Colombia,COL,COL,CONMEBOL,TRUE,Cuiabá,Brazil,TRUE,1757,1977
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_015,15,2018-06-19,Group Stage,played,Japan,JPN,JPN,AFC,Colombia,COL,COL,CONMEBOL,FALSE,Saransk,Russia,TRUE,1684,1927
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_031,31,2018-06-24,Group Stage,played,Japan,JPN,JPN,AFC,Senegal,SEN,SEN,CAF,TRUE,Ekaterinburg,Russia,TRUE,1732,1782
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_045,45,2018-06-28,Group Stage,played,Japan,JPN,JPN,AFC,Poland,POL,POL,UEFA,TRUE,Volgograd,Russia,TRUE,1736,1753
2018 FIFA Men's World Cup,WC-2018,2018,WC-2018_054,54,2018-07-02,Round of 16,played,Japan,JPN,JPN,AFC,Belgium,BEL,BEL,UEFA,FALSE,Rostov-on-Don,Russia,TRUE,1707,1999
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_009,9,2022-11-23,Group Stage,played,Japan,JPN,JPN,AFC,Germany,GER,DEU,UEFA,FALSE,Al Rayyan,Qatar,TRUE,1788,1962
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_025,25,2022-11-27,Group Stage,played,Japan,JPN,JPN,AFC,Costa Rica,CRI,CRI,CONCACAF,TRUE,Al Rayyan,Qatar,TRUE,1832,1723
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_041,41,2022-12-01,Group Stage,played,Japan,JPN,JPN,AFC,Spain,ESP,ESP,UEFA,TRUE,Al Rayyan,Qatar,TRUE,1793,2056
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_053,53,2022-12-05,Round of 16,played,Japan,JPN,JPN,AFC,Croatia,HRV,HRV,UEFA,TRUE,Al Wakrah,Qatar,TRUE,1842,1944
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_011,11,2026-06-14,Group Stage,scheduled,Japan,JPN,JPN,AFC,Netherlands,NED,NLD,UEFA,FALSE,Arlington,United States,TRUE,1904,1961
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_036,36,2026-06-20,Group Stage,scheduled,Japan,JPN,JPN,AFC,Tunisia,TUN,TUN,CAF,FALSE,Guadalupe,Mexico,TRUE,1904,1636
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_059,59,2026-06-25,Group Stage,scheduled,Japan,JPN,JPN,AFC,Sweden,SWE,SWE,UEFA,TRUE,Arlington,United States,TRUE,1904,1719
