tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1994-02-23,Friendly,played,Czechia,CZE,CZE,UEFA,Turkey,TUR,TUR,UEFA,FALSE,4,1,win,Istanbul,Turkey,FALSE,1844,1593,1854,1583,10
,,,1994-04-20,Friendly,played,Czechia,CZE,CZE,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,0,3,loss,Zürich,Switzerland,FALSE,1854,1871,1842,1883,-12
,,,1994-05-25,Friendly,played,Czechia,CZE,CZE,UEFA,Lithuania,,,,TRUE,5,3,win,Ostrava,Czech Republic,FALSE,1842,1351,1843,1350,1
,,,1994-06-05,Friendly,played,Czechia,CZE,CZE,UEFA,Republic of Ireland,IRL,IRL,UEFA,FALSE,3,1,win,Dublin,Republic of Ireland,FALSE,1843,1885,1864,1864,21
,,,1994-08-17,Friendly,played,Czechia,CZE,CZE,UEFA,France,FRA,FRA,UEFA,FALSE,2,2,draw,Bordeaux,France,FALSE,1864,1929,1868,1925,4
,,,1994-09-06,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Malta,,,,TRUE,6,1,win,Ostrava,Czech Republic,FALSE,1868,1388,1871,1385,3
,,,1994-10-12,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Malta,,,,FALSE,0,0,draw,Attard,Malta,FALSE,1871,1385,1855,1401,-16
,,,1994-11-16,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Netherlands,NED,NLD,UEFA,FALSE,0,0,draw,Rotterdam,Netherlands,FALSE,1855,1968,1866,1957,11
,,,1995-03-08,Friendly,played,Czechia,CZE,CZE,UEFA,Finland,,,,TRUE,4,1,win,Brno,Czech Republic,FALSE,1866,1520,1868,1518,2
,,,1995-03-29,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Belarus,,,,TRUE,4,2,win,Ostrava,Czech Republic,FALSE,1868,1414,1870,1412,2
,,,1995-04-26,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Netherlands,NED,NLD,UEFA,TRUE,3,1,win,Prague,Czech Republic,FALSE,1870,1930,1897,1903,27
,,,1995-05-08,Friendly,played,Czechia,CZE,CZE,UEFA,Slovakia,SVK,SVK,UEFA,FALSE,1,1,draw,Bratislava,Slovakia,FALSE,1897,1679,1894,1682,-3
,,,1995-06-07,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Luxembourg,,,,FALSE,0,1,loss,Luxembourg,Luxembourg,FALSE,1894,1193,1855,1232,-39
,,,1995-08-16,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Norway,NOR,NOR,UEFA,FALSE,1,1,draw,Oslo,Norway,FALSE,1855,1882,1862,1875,7
,,,1995-09-06,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Norway,NOR,NOR,UEFA,TRUE,2,0,win,Prague,Czech Republic,FALSE,1862,1875,1885,1852,23
,,,1995-10-07,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Belarus,,,,FALSE,2,0,win,Minsk,Belarus,FALSE,1885,1442,1892,1435,7
,,,1995-11-15,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Luxembourg,,,,TRUE,3,0,win,Prague,Czech Republic,FALSE,1892,1259,1893,1258,1
,,,1995-12-13,Friendly,played,Czechia,CZE,CZE,UEFA,Kuwait,KWT,KWT,AFC,FALSE,2,1,win,Kuwait City,Kuwait,FALSE,1893,1490,1896,1487,3
,,,1996-03-26,Friendly,played,Czechia,CZE,CZE,UEFA,Turkey,TUR,TUR,UEFA,TRUE,3,0,win,Ostrava,Czech Republic,FALSE,1896,1761,1903,1754,7
,,,1996-04-24,Friendly,played,Czechia,CZE,CZE,UEFA,Republic of Ireland,IRL,IRL,UEFA,TRUE,2,0,win,Prague,Czech Republic,FALSE,1903,1727,1908,1722,5
,,,1996-05-29,Friendly,played,Czechia,CZE,CZE,UEFA,Austria,AUT,AUT,UEFA,FALSE,0,1,loss,Salzburg,Austria,FALSE,1908,1683,1895,1696,-13
,,,1996-06-01,Friendly,played,Czechia,CZE,CZE,UEFA,Switzerland,CHE,CHE,UEFA,FALSE,2,1,win,Basel,Switzerland,FALSE,1895,1814,1906,1803,11
,,,1996-06-09,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Germany,GER,DEU,UEFA,FALSE,0,2,loss,Manchester,England,TRUE,1906,2035,1882,2059,-24
,,,1996-06-14,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Italy,ITA,ITA,UEFA,TRUE,2,1,win,Liverpool,England,TRUE,1882,2011,1916,1977,34
,,,1996-06-19,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Russia,RUS,RUS,UEFA,FALSE,3,3,draw,Liverpool,England,TRUE,1916,1884,1914,1886,-2
,,,1996-06-23,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Portugal,PRT,PRT,UEFA,TRUE,1,0,win,Birmingham,England,TRUE,1914,1940,1941,1913,27
,,,1996-06-26,UEFA Euro,played,Czechia,CZE,CZE,UEFA,France,FRA,FRA,UEFA,FALSE,0,0,draw,Manchester,England,TRUE,1941,2022,1947,2016,6
,,,1996-06-30,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Germany,GER,DEU,UEFA,TRUE,1,2,loss,London,England,TRUE,1947,2086,1932,2101,-15
,,,1996-09-04,Friendly,played,Czechia,CZE,CZE,UEFA,Iceland,ISL,ISL,UEFA,TRUE,2,1,win,Jablonec nad Nisou,Czech Republic,FALSE,1932,1562,1933,1561,1
,,,1996-09-18,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Malta,,,,TRUE,6,0,win,Teplice,Czech Republic,FALSE,1933,1297,1934,1296,1
,,,1996-10-09,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Spain,ESP,ESP,UEFA,TRUE,0,0,draw,Prague,Czech Republic,FALSE,1934,1999,1932,2001,-2
,,,1996-11-10,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Serbia,SRB,SRB,UEFA,FALSE,0,1,loss,Belgrade,FR Yugoslavia,FALSE,1932,1923,1917,1938,-15
,,,1996-12-11,King Hassan II Tournament,played,Czechia,CZE,CZE,UEFA,Nigeria,NGA,NGA,CAF,TRUE,2,1,win,Casablanca,Morocco,TRUE,1917,1793,1927,1783,10
,,,1996-12-12,King Hassan II Tournament,played,Czechia,CZE,CZE,UEFA,Croatia,HRV,HRV,UEFA,FALSE,1,1,draw,Casablanca,Morocco,TRUE,1927,1887,1925,1889,-2
,,,1997-03-12,Friendly,played,Czechia,CZE,CZE,UEFA,Poland,POL,POL,UEFA,TRUE,2,1,win,Ostrava,Czech Republic,FALSE,1925,1669,1927,1667,2
,,,1997-04-02,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Serbia,SRB,SRB,UEFA,TRUE,1,2,loss,Prague,Czech Republic,FALSE,1927,1926,1901,1952,-26
,,,1997-06-08,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Spain,ESP,ESP,UEFA,FALSE,0,1,loss,Valladolid,Spain,FALSE,1901,2027,1892,2036,-9
,,,1997-08-20,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Faroe Islands,,,,TRUE,2,0,win,Teplice,Czech Republic,FALSE,1892,1236,1893,1235,1
,,,1997-08-24,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Slovakia,SVK,SVK,UEFA,FALSE,1,2,loss,Bratislava,Slovakia,FALSE,1893,1721,1869,1745,-24
,,,1997-09-06,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Faroe Islands,,,,FALSE,2,0,win,Toftir,Faroe Islands,FALSE,1869,1235,1872,1232,3
,,,1997-09-24,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Malta,,,,FALSE,1,0,win,Attard,Malta,FALSE,1872,1227,1874,1225,2
,,,1997-10-11,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Slovakia,SVK,SVK,UEFA,TRUE,3,0,win,Prague,Czech Republic,FALSE,1874,1741,1889,1726,15
,,,1997-12-13,Confederations Cup,played,Czechia,CZE,CZE,UEFA,South Africa,ZAF,ZAF,CAF,FALSE,2,2,draw,Riyadh,Saudi Arabia,TRUE,1889,1716,1877,1728,-12
,,,1997-12-15,Confederations Cup,played,Czechia,CZE,CZE,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,1,2,loss,Riyadh,Saudi Arabia,TRUE,1877,1743,1843,1777,-34
,,,1997-12-17,Confederations Cup,played,Czechia,CZE,CZE,UEFA,United Arab Emirates,ARE,ARE,AFC,FALSE,6,1,win,Riyadh,Saudi Arabia,TRUE,1843,1561,1859,1545,16
,,,1997-12-19,Confederations Cup,played,Czechia,CZE,CZE,UEFA,Brazil,BRA,BRA,CONMEBOL,FALSE,0,2,loss,Riyadh,Saudi Arabia,TRUE,1859,2151,1847,2163,-12
,,,1997-12-21,Confederations Cup,played,Czechia,CZE,CZE,UEFA,Uruguay,URY,URY,CONMEBOL,TRUE,1,0,win,Riyadh,Saudi Arabia,TRUE,1847,1774,1867,1754,20
,,,1998-03-25,Friendly,played,Czechia,CZE,CZE,UEFA,Republic of Ireland,IRL,IRL,UEFA,TRUE,2,1,win,Olomouc,Czech Republic,FALSE,1867,1715,1871,1711,4
,,,1998-04-22,Friendly,played,Czechia,CZE,CZE,UEFA,Slovenia,SVN,SVN,UEFA,FALSE,3,1,win,Murska Sobota,Slovenia,FALSE,1871,1528,1877,1522,6
,,,1998-05-21,Kirin Cup,played,Czechia,CZE,CZE,UEFA,Paraguay,PRY,PRY,CONMEBOL,TRUE,1,0,win,Kobe,Japan,TRUE,1877,1768,1887,1758,10
,,,1998-05-24,Kirin Cup,played,Czechia,CZE,CZE,UEFA,Japan,JPN,JPN,AFC,FALSE,0,0,draw,Yokohama,Japan,FALSE,1887,1753,1886,1754,-1
,,,1998-05-27,Friendly,played,Czechia,CZE,CZE,UEFA,South Korea,KOR,KOR,AFC,FALSE,2,2,draw,Seoul,South Korea,FALSE,1886,1754,1885,1755,-1
,,,1998-08-19,Friendly,played,Czechia,CZE,CZE,UEFA,Denmark,DNK,DNK,UEFA,TRUE,1,0,win,Prague,Czech Republic,FALSE,1885,1882,1892,1875,7
,,,1998-09-06,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Faroe Islands,,,,FALSE,1,0,win,Toftir,Faroe Islands,FALSE,1892,1196,1893,1195,1
,,,1998-10-10,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Bosnia and Herzegovina,BIH,BIH,UEFA,FALSE,3,1,win,Sarajevo,Bosnia and Herzegovina,FALSE,1893,1608,1908,1593,15
,,,1998-10-14,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Estonia,,,,TRUE,4,1,win,Teplice,Czech Republic,FALSE,1908,1225,1909,1224,1
,,,1998-11-18,Friendly,played,Czechia,CZE,CZE,UEFA,England,ENG,ENG,UEFA,FALSE,0,2,loss,London,England,FALSE,1909,1936,1899,1946,-10
,,,1999-02-09,Friendly,played,Czechia,CZE,CZE,UEFA,Belgium,BEL,BEL,UEFA,FALSE,1,0,win,Brussels,Belgium,FALSE,1899,1804,1909,1794,10
,,,1999-03-27,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Lithuania,,,,TRUE,2,0,win,Teplice,Czech Republic,FALSE,1909,1497,1912,1494,3
,,,1999-03-31,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Scotland,SCO,SCO,UEFA,FALSE,2,1,win,Glasgow,Scotland,FALSE,1912,1712,1926,1698,14
,,,1999-04-28,Friendly,played,Czechia,CZE,CZE,UEFA,Poland,POL,POL,UEFA,FALSE,1,2,loss,Warsaw,Poland,FALSE,1926,1735,1913,1748,-13
,,,1999-06-05,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Estonia,,,,FALSE,2,0,win,Tallinn,Estonia,FALSE,1913,1281,1916,1278,3
,,,1999-06-09,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Scotland,SCO,SCO,UEFA,TRUE,3,2,win,Prague,Czech Republic,FALSE,1916,1699,1922,1693,6
,,,1999-08-18,Friendly,played,Czechia,CZE,CZE,UEFA,Switzerland,CHE,CHE,UEFA,TRUE,3,0,win,Drnovice,Czech Republic,FALSE,1922,1714,1927,1709,5
,,,1999-09-04,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Lithuania,,,,FALSE,4,0,win,Vilnius,Lithuania,FALSE,1927,1482,1936,1473,9
,,,1999-09-08,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Bosnia and Herzegovina,BIH,BIH,UEFA,TRUE,3,0,win,Teplice,Czech Republic,FALSE,1936,1529,1940,1525,4
,,,1999-10-09,UEFA Euro qualification,played,Czechia,CZE,CZE,UEFA,Faroe Islands,,,,TRUE,2,0,win,Prague,Czech Republic,FALSE,1940,1185,1940,1185,0
,,,1999-11-13,Friendly,played,Czechia,CZE,CZE,UEFA,Netherlands,NED,NLD,UEFA,FALSE,1,1,draw,Eindhoven,Netherlands,FALSE,1940,1958,1943,1955,3
,,,2000-02-08,Lunar New Year Cup,played,Czechia,CZE,CZE,UEFA,Mexico,MEX,MEX,CONCACAF,FALSE,2,1,win,So Kon Po,Hong Kong,TRUE,1943,1915,1957,1901,14
,,,2000-02-23,Friendly,played,Czechia,CZE,CZE,UEFA,Republic of Ireland,IRL,IRL,UEFA,FALSE,2,3,loss,Dublin,Republic of Ireland,FALSE,1957,1767,1944,1780,-13
,,,2000-03-29,Friendly,played,Czechia,CZE,CZE,UEFA,Australia,AUS,AUS,AFC,TRUE,3,1,win,Teplice,Czech Republic,FALSE,1944,1745,1949,1740,5
,,,2000-04-26,Friendly,played,Czechia,CZE,CZE,UEFA,Israel,ISR,ISR,UEFA,TRUE,4,1,win,Prague,Czech Republic,FALSE,1949,1682,1953,1678,4
,,,2000-06-03,Friendly,played,Czechia,CZE,CZE,UEFA,Germany,GER,DEU,UEFA,FALSE,2,3,loss,Nuremberg,Germany,FALSE,1953,1879,1944,1888,-9
,,,2000-06-11,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Netherlands,NED,NLD,UEFA,FALSE,0,1,loss,Amsterdam,Netherlands,FALSE,1944,1962,1927,1979,-17
,,,2000-06-16,UEFA Euro,played,Czechia,CZE,CZE,UEFA,France,FRA,FRA,UEFA,TRUE,1,2,loss,Bruges,Belgium,TRUE,1927,2082,1912,2097,-15
,,,2000-06-21,UEFA Euro,played,Czechia,CZE,CZE,UEFA,Denmark,DNK,DNK,UEFA,FALSE,2,0,win,Liège,Belgium,TRUE,1912,1792,1937,1767,25
,,,2000-08-16,Friendly,played,Czechia,CZE,CZE,UEFA,Slovenia,SVN,SVN,UEFA,TRUE,0,1,loss,Ostrava,Czech Republic,FALSE,1937,1660,1919,1678,-18
,,,2000-09-02,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Bulgaria,BGR,BGR,UEFA,FALSE,1,0,win,Sofia,Bulgaria,FALSE,1919,1649,1930,1638,11
,,,2000-10-07,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Iceland,ISL,ISL,UEFA,TRUE,4,0,win,Teplice,Czech Republic,FALSE,1930,1594,1936,1588,6
,,,2000-10-11,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Malta,,,,FALSE,0,0,draw,Attard,Malta,FALSE,1936,1220,1917,1239,-19
,,,2001-02-28,Friendly,played,Czechia,CZE,CZE,UEFA,North Macedonia,,,,FALSE,1,1,draw,Skopje,North Macedonia,FALSE,1917,1526,1910,1533,-7
,,,2001-03-24,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Northern Ireland,NIR,NIR,UEFA,FALSE,1,0,win,Belfast,Northern Ireland,FALSE,1910,1507,1916,1501,6
,,,2001-03-28,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Denmark,DNK,DNK,UEFA,TRUE,0,0,draw,Prague,Czech Republic,FALSE,1916,1783,1904,1795,-12
,,,2001-04-25,Friendly,played,Czechia,CZE,CZE,UEFA,Belgium,BEL,BEL,UEFA,TRUE,1,1,draw,Prague,Czech Republic,FALSE,1904,1787,1898,1793,-6
,,,2001-06-02,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Denmark,DNK,DNK,UEFA,FALSE,1,2,loss,Copenhagen,Denmark,FALSE,1898,1802,1878,1822,-20
,,,2001-06-06,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Northern Ireland,NIR,NIR,UEFA,TRUE,3,1,win,Teplice,Czech Republic,FALSE,1878,1481,1881,1478,3
,,,2001-08-15,Friendly,played,Czechia,CZE,CZE,UEFA,South Korea,KOR,KOR,AFC,TRUE,5,0,win,Drnovice,Czech Republic,FALSE,1881,1812,1892,1801,11
,,,2001-09-01,FIFA World Cup qualification,played,Czechia,CZE,CZE,UEFA,Iceland,ISL,ISL,UEFA,FALSE,1,3,loss,Reykjavík,Iceland,FALSE,1892,1611,1848,1655,-44
