tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-1954,WC-1954_001,1,1954-06-16,Group Stage,played,Austria,Scotland,AUT,SCO,AUT,SCO,UEFA,UEFA,1868,1900,Zürich,Switzerland,TRUE
WC-1954,WC-1954_002,2,1954-06-16,Group Stage,played,Brazil,Mexico,BRA,MEX,BRA,MEX,CONMEBOL,CONCACAF,2030,1699,Geneva,Switzerland,TRUE
WC-1954,WC-1954_003,3,1954-06-16,Group Stage,played,Czechoslovakia,Uruguay,CSK,URY,CSK,URY,UEFA,CONMEBOL,1748,1877,Bern,Switzerland,TRUE
WC-1954,WC-1954_004,4,1954-06-16,Group Stage,played,France,Yugoslavia,FRA,YUG,FRA,YUG,UEFA,UEFA,1775,1934,Lausanne,Switzerland,TRUE
WC-1954,WC-1954_005,5,1954-06-17,Group Stage,played,Belgium,England,BEL,ENG,BEL,ENG,UEFA,UEFA,1777,2021,Basel,Switzerland,TRUE
WC-1954,WC-1954_006,6,1954-06-17,Group Stage,played,Germany,Turkey,GER,TUR,DEU,TUR,UEFA,UEFA,1923,1902,Bern,Switzerland,TRUE
WC-1954,WC-1954_007,7,1954-06-17,Group Stage,played,Hungary,South Korea,HUN,KOR,HUN,KOR,UEFA,AFC,2146,1679,Zürich,Switzerland,TRUE
WC-1954,WC-1954_008,8,1954-06-17,Group Stage,played,Switzerland,Italy,CHE,ITA,CHE,ITA,UEFA,UEFA,1673,1893,Lausanne,Switzerland,FALSE
WC-1954,WC-1954_009,9,1954-06-19,Group Stage,played,Austria,Czechoslovakia,AUT,CSK,AUT,CSK,UEFA,UEFA,1901,1719,Zürich,Switzerland,TRUE
WC-1954,WC-1954_010,10,1954-06-19,Group Stage,played,Brazil,Yugoslavia,BRA,YUG,BRA,YUG,CONMEBOL,UEFA,2046,1951,Lausanne,Switzerland,TRUE
WC-1954,WC-1954_011,11,1954-06-19,Group Stage,played,France,Mexico,FRA,MEX,FRA,MEX,UEFA,CONCACAF,1758,1683,Geneva,Switzerland,TRUE
WC-1954,WC-1954_012,12,1954-06-19,Group Stage,played,Scotland,Uruguay,SCO,URY,SCO,URY,UEFA,CONMEBOL,1867,1906,Basel,Switzerland,TRUE
WC-1954,WC-1954_013,13,1954-06-20,Group Stage,played,Belgium,Italy,BEL,ITA,BEL,ITA,UEFA,UEFA,1795,1853,Lugano,Switzerland,TRUE
WC-1954,WC-1954_014,14,1954-06-20,Group Stage,played,Germany,Hungary,GER,HUN,DEU,HUN,UEFA,UEFA,1923,1703,Basel,Switzerland,TRUE
WC-1954,WC-1954_015,15,1954-06-20,Group Stage,played,South Korea,Turkey,KOR,TUR,KOR,TUR,AFC,UEFA,1669,1586,Geneva,Switzerland,TRUE
WC-1954,WC-1954_016,16,1954-06-20,Group Stage,played,Switzerland,England,CHE,ENG,CHE,ENG,UEFA,UEFA,1713,2003,Bern,Switzerland,FALSE
WC-1954,WC-1954_017,17,1954-06-23,Group Stage,played,Germany,Turkey,GER,TUR,DEU,TUR,UEFA,UEFA,1923,1902,Zürich,Switzerland,TRUE
WC-1954,WC-1954_018,18,1954-06-23,Group Stage,played,Switzerland,Italy,CHE,ITA,CHE,ITA,UEFA,UEFA,1690,1897,Basel,Switzerland,FALSE
WC-1954,WC-1954_019,19,1954-06-26,Quarter-final,played,England,Uruguay,ENG,URY,ENG,URY,UEFA,CONMEBOL,2026,1966,Basel,Switzerland,TRUE
WC-1954,WC-1954_020,20,1954-06-26,Quarter-final,played,Switzerland,Austria,CHE,AUT,CHE,AUT,UEFA,UEFA,1758,1932,Lausanne,Switzerland,FALSE
WC-1954,WC-1954_021,21,1954-06-27,Quarter-final,played,Brazil,Hungary,BRA,HUN,BRA,HUN,CONMEBOL,UEFA,2038,2185,Bern,Switzerland,TRUE
WC-1954,WC-1954_022,22,1954-06-27,Quarter-final,played,Germany,Yugoslavia,GER,YUG,DEU,YUG,UEFA,UEFA,1923,1813,Geneva,Switzerland,TRUE
WC-1954,WC-1954_023,23,1954-06-30,Semi-final,played,Austria,Germany,AUT,GER,AUT,DEU,UEFA,UEFA,1827,1923,Basel,Switzerland,TRUE
WC-1954,WC-1954_024,24,1954-06-30,Semi-final,played,Hungary,Uruguay,HUN,URY,HUN,URY,UEFA,CONMEBOL,2212,2019,Lausanne,Switzerland,TRUE
WC-1954,WC-1954_025,25,1954-07-03,Third Place,played,Austria,Uruguay,AUT,URY,AUT,URY,UEFA,CONMEBOL,1914,1997,Zürich,Switzerland,TRUE
WC-1954,WC-1954_026,26,1954-07-04,Final,played,Germany,Hungary,GER,HUN,DEU,HUN,UEFA,UEFA,1923,1703,Bern,Switzerland,TRUE
