tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-2018,WC-2018_001,1,2018-06-14,Group Stage,played,RUS,Russia,UEFA,KSA,Saudi Arabia,AFC,TRUE,5,0,win,1676,1588,1706,1558,30,Moscow,Russia,FALSE,FALSE,
WC-2018,WC-2018_001,1,2018-06-14,Group Stage,played,KSA,Saudi Arabia,AFC,RUS,Russia,UEFA,FALSE,0,5,loss,1588,1676,1558,1706,-30,Moscow,Russia,FALSE,FALSE,
WC-2018,WC-2018_002,2,2018-06-15,Group Stage,played,EGY,Egypt,CAF,URY,Uruguay,CONMEBOL,TRUE,0,1,loss,1639,1892,1628,1903,-11,Ekaterinburg,Russia,TRUE,FALSE,
WC-2018,WC-2018_002,2,2018-06-15,Group Stage,played,URY,Uruguay,CONMEBOL,EGY,Egypt,CAF,FALSE,1,0,win,1892,1639,1903,1628,11,Ekaterinburg,Russia,TRUE,FALSE,
WC-2018,WC-2018_003,3,2018-06-15,Group Stage,played,MAR,Morocco,CAF,IRN,Iran,AFC,TRUE,0,1,loss,1731,1790,1706,1815,-25,Saint Petersburg,Russia,TRUE,FALSE,
WC-2018,WC-2018_003,3,2018-06-15,Group Stage,played,IRN,Iran,AFC,MAR,Morocco,CAF,FALSE,1,0,win,1790,1731,1815,1706,25,Saint Petersburg,Russia,TRUE,FALSE,
WC-2018,WC-2018_004,4,2018-06-15,Group Stage,played,PRT,Portugal,UEFA,ESP,Spain,UEFA,TRUE,3,3,draw,1967,2043,1973,2037,6,Sochi,Russia,TRUE,FALSE,
WC-2018,WC-2018_004,4,2018-06-15,Group Stage,played,ESP,Spain,UEFA,PRT,Portugal,UEFA,FALSE,3,3,draw,2043,1967,2037,1973,-6,Sochi,Russia,TRUE,FALSE,
WC-2018,WC-2018_005,5,2018-06-16,Group Stage,played,FRA,France,UEFA,AUS,Australia,AFC,TRUE,2,1,win,1986,1743,1998,1731,12,Kazan,Russia,TRUE,FALSE,
WC-2018,WC-2018_005,5,2018-06-16,Group Stage,played,AUS,Australia,AFC,FRA,France,UEFA,FALSE,1,2,loss,1743,1986,1731,1998,-12,Kazan,Russia,TRUE,FALSE,
WC-2018,WC-2018_006,6,2018-06-16,Group Stage,played,ARG,Argentina,CONMEBOL,ISL,Iceland,UEFA,TRUE,1,1,draw,1985,1764,1968,1781,-17,Moscow,Russia,TRUE,FALSE,
WC-2018,WC-2018_006,6,2018-06-16,Group Stage,played,ISL,Iceland,UEFA,ARG,Argentina,CONMEBOL,FALSE,1,1,draw,1764,1985,1781,1968,17,Moscow,Russia,TRUE,FALSE,
WC-2018,WC-2018_007,7,2018-06-16,Group Stage,played,PER,Peru,CONMEBOL,DNK,Denmark,UEFA,TRUE,0,1,loss,1915,1854,1880,1889,-35,Saransk,Russia,TRUE,FALSE,
