tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-2018,2018,FRA,France,FRA,UEFA,2018 FIFA Men's World Cup,Winner,1,7
WC-2018,2018,HRV,Croatia,HRV,UEFA,2018 FIFA Men's World Cup,Runner-up,2,7
WC-2018,2018,BEL,Belgium,BEL,UEFA,2018 FIFA Men's World Cup,Third Place,3,7
WC-2018,2018,ENG,England,ENG,UEFA,2018 FIFA Men's World Cup,Fourth Place,4,7
WC-2018,2018,BRA,Brazil,BRA,CONMEBOL,2018 FIFA Men's World Cup,Quarter-final,8,5
WC-2018,2018,RUS,Russia,RUS,UEFA,2018 FIFA Men's World Cup,Quarter-final,8,5
WC-2018,2018,SWE,Sweden,SWE,UEFA,2018 FIFA Men's World Cup,Quarter-final,8,5
WC-2018,2018,URY,Uruguay,URY,CONMEBOL,2018 FIFA Men's World Cup,Quarter-final,8,5
WC-2018,2018,ARG,Argentina,ARG,CONMEBOL,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,COL,Colombia,COL,CONMEBOL,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,DNK,Denmark,DNK,UEFA,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,JPN,Japan,JPN,AFC,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,MEX,Mexico,MEX,CONCACAF,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,PRT,Portugal,PRT,UEFA,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,ESP,Spain,ESP,UEFA,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,CHE,Switzerland,CHE,UEFA,2018 FIFA Men's World Cup,Round of 16,16,4
WC-2018,2018,AUS,Australia,AUS,AFC,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,CRI,Costa Rica,CRI,CONCACAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,EGY,Egypt,EGY,CAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,GER,Germany,DEU,UEFA,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,ISL,Iceland,ISL,UEFA,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,IRN,Iran,IRN,AFC,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,MAR,Morocco,MAR,CAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,NGA,Nigeria,NGA,CAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,PAN,Panama,PAN,CONCACAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,PER,Peru,PER,CONMEBOL,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,POL,Poland,POL,UEFA,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,KSA,Saudi Arabia,SAU,AFC,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,SEN,Senegal,SEN,CAF,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,SRB,Serbia,SRB,UEFA,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,KOR,South Korea,KOR,AFC,2018 FIFA Men's World Cup,Group Stage,32,3
WC-2018,2018,TUN,Tunisia,TUN,CAF,2018 FIFA Men's World Cup,Group Stage,32,3
