tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-2018,WC-2018_001,1,2018-06-14,Group Stage,played,Russia,Saudi Arabia,RUS,KSA,RUS,SAU,UEFA,AFC,1676,1588,Moscow,Russia,FALSE
WC-2018,WC-2018_002,2,2018-06-15,Group Stage,played,Egypt,Uruguay,EGY,URY,EGY,URY,CAF,CONMEBOL,1639,1892,Ekaterinburg,Russia,TRUE
WC-2018,WC-2018_003,3,2018-06-15,Group Stage,played,Morocco,Iran,MAR,IRN,MAR,IRN,CAF,AFC,1731,1790,Saint Petersburg,Russia,TRUE
WC-2018,WC-2018_004,4,2018-06-15,Group Stage,played,Portugal,Spain,PRT,ESP,PRT,ESP,UEFA,UEFA,1967,2043,Sochi,Russia,TRUE
WC-2018,WC-2018_005,5,2018-06-16,Group Stage,played,France,Australia,FRA,AUS,FRA,AUS,UEFA,AFC,1986,1743,Kazan,Russia,TRUE
WC-2018,WC-2018_006,6,2018-06-16,Group Stage,played,Argentina,Iceland,ARG,ISL,ARG,ISL,CONMEBOL,UEFA,1985,1764,Moscow,Russia,TRUE
WC-2018,WC-2018_007,7,2018-06-16,Group Stage,played,Peru,Denmark,PER,DNK,PER,DNK,CONMEBOL,UEFA,1915,1854,Saransk,Russia,TRUE
WC-2018,WC-2018_008,8,2018-06-16,Group Stage,played,Croatia,Nigeria,HRV,NGA,HRV,NGA,UEFA,CAF,1853,1681,Kaliningrad,Russia,TRUE
WC-2018,WC-2018_009,9,2018-06-17,Group Stage,played,Costa Rica,Serbia,CRI,SRB,CRI,SRB,CONCACAF,UEFA,1742,1787,Samara,Russia,TRUE
WC-2018,WC-2018_010,10,2018-06-17,Group Stage,played,Germany,Mexico,GER,MEX,DEU,MEX,UEFA,CONCACAF,2076,1849,Moscow,Russia,TRUE
WC-2018,WC-2018_011,11,2018-06-17,Group Stage,played,Brazil,Switzerland,BRA,CHE,BRA,CHE,CONMEBOL,UEFA,2141,1888,Rostov-on-Don,Russia,TRUE
WC-2018,WC-2018_012,12,2018-06-18,Group Stage,played,Sweden,South Korea,SWE,KOR,SWE,KOR,UEFA,AFC,1793,1713,Nizhny Novgorod,Russia,TRUE
WC-2018,WC-2018_013,13,2018-06-18,Group Stage,played,Belgium,Panama,BEL,PAN,BEL,PAN,UEFA,CONCACAF,1936,1657,Sochi,Russia,TRUE
WC-2018,WC-2018_014,14,2018-06-18,Group Stage,played,Tunisia,England,TUN,ENG,TUN,ENG,CAF,UEFA,1651,1947,Volgograd,Russia,TRUE
WC-2018,WC-2018_015,15,2018-06-19,Group Stage,played,Colombia,Japan,COL,JPN,COL,JPN,CONMEBOL,AFC,1927,1684,Saransk,Russia,TRUE
WC-2018,WC-2018_016,16,2018-06-19,Group Stage,played,Poland,Senegal,POL,SEN,POL,SEN,UEFA,CAF,1830,1745,Moscow,Russia,TRUE
WC-2018,WC-2018_017,17,2018-06-19,Group Stage,played,Russia,Egypt,RUS,EGY,RUS,EGY,UEFA,CAF,1706,1628,Saint Petersburg,Russia,FALSE
WC-2018,WC-2018_018,18,2018-06-20,Group Stage,played,Portugal,Morocco,PRT,MAR,PRT,MAR,UEFA,CAF,1973,1706,Moscow,Russia,TRUE
WC-2018,WC-2018_019,19,2018-06-20,Group Stage,played,Uruguay,Saudi Arabia,URY,KSA,URY,SAU,CONMEBOL,AFC,1903,1558,Rostov-on-Don,Russia,TRUE
WC-2018,WC-2018_020,20,2018-06-20,Group Stage,played,Iran,Spain,IRN,ESP,IRN,ESP,AFC,UEFA,1815,2037,Kazan,Russia,TRUE
WC-2018,WC-2018_021,21,2018-06-21,Group Stage,played,Denmark,Australia,DNK,AUS,DNK,AUS,UEFA,AFC,1889,1731,Samara,Russia,TRUE
WC-2018,WC-2018_022,22,2018-06-21,Group Stage,played,France,Peru,FRA,PER,FRA,PER,UEFA,CONMEBOL,1998,1880,Ekaterinburg,Russia,TRUE
WC-2018,WC-2018_023,23,2018-06-21,Group Stage,played,Argentina,Croatia,ARG,HRV,ARG,HRV,CONMEBOL,UEFA,1968,1877,Nizhny Novgorod,Russia,TRUE
WC-2018,WC-2018_024,24,2018-06-22,Group Stage,played,Brazil,Costa Rica,BRA,CRI,BRA,CRI,CONMEBOL,CONCACAF,2122,1716,Saint Petersburg,Russia,TRUE
WC-2018,WC-2018_025,25,2018-06-22,Group Stage,played,Nigeria,Iceland,NGA,ISL,NGA,ISL,CAF,UEFA,1657,1781,Volgograd,Russia,TRUE
WC-2018,WC-2018_026,26,2018-06-22,Group Stage,played,Serbia,Switzerland,SRB,CHE,SRB,CHE,UEFA,UEFA,1813,1907,Kaliningrad,Russia,TRUE
WC-2018,WC-2018_027,27,2018-06-23,Group Stage,played,Belgium,Tunisia,BEL,TUN,BEL,TUN,UEFA,CAF,1954,1642,Moscow,Russia,TRUE
WC-2018,WC-2018_028,28,2018-06-23,Group Stage,played,South Korea,Mexico,KOR,MEX,KOR,MEX,AFC,CONCACAF,1690,1896,Rostov-on-Don,Russia,TRUE
WC-2018,WC-2018_029,29,2018-06-23,Group Stage,played,Germany,Sweden,GER,SWE,DEU,SWE,UEFA,UEFA,2029,1816,Sochi,Russia,TRUE
WC-2018,WC-2018_030,30,2018-06-24,Group Stage,played,England,Panama,ENG,PAN,ENG,PAN,UEFA,CONCACAF,1956,1639,Nizhny Novgorod,Russia,TRUE
WC-2018,WC-2018_031,31,2018-06-24,Group Stage,played,Japan,Senegal,JPN,SEN,JPN,SEN,AFC,CAF,1732,1782,Ekaterinburg,Russia,TRUE
WC-2018,WC-2018_032,32,2018-06-24,Group Stage,played,Poland,Colombia,POL,COL,POL,COL,UEFA,CONMEBOL,1793,1879,Kazan,Russia,TRUE
WC-2018,WC-2018_033,33,2018-06-25,Group Stage,played,Russia,Uruguay,RUS,URY,RUS,URY,UEFA,CONMEBOL,1730,1910,Samara,Russia,FALSE
WC-2018,WC-2018_034,34,2018-06-25,Group Stage,played,Saudi Arabia,Egypt,KSA,EGY,SAU,EGY,AFC,CAF,1551,1604,Volgograd,Russia,TRUE
WC-2018,WC-2018_035,35,2018-06-25,Group Stage,played,Spain,Morocco,ESP,MAR,ESP,MAR,UEFA,CAF,2050,1695,Kaliningrad,Russia,TRUE
WC-2018,WC-2018_036,36,2018-06-25,Group Stage,played,Iran,Portugal,IRN,PRT,IRN,PRT,AFC,UEFA,1802,1984,Saransk,Russia,TRUE
WC-2018,WC-2018_037,37,2018-06-26,Group Stage,played,Australia,Peru,AUS,PER,AUS,PER,AFC,CONMEBOL,1744,1860,Sochi,Russia,TRUE
WC-2018,WC-2018_038,38,2018-06-26,Group Stage,played,Denmark,France,DNK,FRA,DNK,FRA,UEFA,UEFA,1876,2018,Moscow,Russia,TRUE
WC-2018,WC-2018_039,39,2018-06-26,Group Stage,played,Nigeria,Argentina,NGA,ARG,NGA,ARG,CAF,CONMEBOL,1717,1902,Saint Petersburg,Russia,TRUE
WC-2018,WC-2018_040,40,2018-06-26,Group Stage,played,Iceland,Croatia,ISL,HRV,ISL,HRV,UEFA,UEFA,1721,1943,Rostov-on-Don,Russia,TRUE
WC-2018,WC-2018_041,41,2018-06-27,Group Stage,played,South Korea,Germany,KOR,GER,KOR,DEU,AFC,UEFA,1676,2043,Kazan,Russia,TRUE
WC-2018,WC-2018_042,42,2018-06-27,Group Stage,played,Mexico,Sweden,MEX,SWE,MEX,SWE,CONCACAF,UEFA,1910,1802,Ekaterinburg,Russia,TRUE
WC-2018,WC-2018_043,43,2018-06-27,Group Stage,played,Serbia,Brazil,SRB,BRA,SRB,BRA,UEFA,CONMEBOL,1791,2130,Moscow,Russia,TRUE
