tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1934,WC-1934_001,1,1934-05-27,Round of 16,played,ARG,Argentina,CONMEBOL,SWE,Sweden,UEFA,TRUE,2,3,loss,2062,1730,2010,1782,-52,Bologna,Italy,TRUE,FALSE,
WC-1934,WC-1934_001,1,1934-05-27,Round of 16,played,SWE,Sweden,UEFA,ARG,Argentina,CONMEBOL,FALSE,3,2,win,1730,2062,1782,2010,52,Bologna,Italy,TRUE,FALSE,
WC-1934,WC-1934_002,2,1934-05-27,Round of 16,played,AUT,Austria,UEFA,FRA,France,UEFA,TRUE,3,2,win,2050,1626,2055,1621,5,Turin,Italy,TRUE,FALSE,
WC-1934,WC-1934_002,2,1934-05-27,Round of 16,played,FRA,France,UEFA,AUT,Austria,UEFA,FALSE,2,3,loss,1626,2050,1621,2055,-5,Turin,Italy,TRUE,FALSE,
WC-1934,WC-1934_003,3,1934-05-27,Round of 16,played,BEL,Belgium,UEFA,GER,Germany,UEFA,TRUE,2,5,loss,1549,1799,1529,1819,-20,Florence,Italy,TRUE,FALSE,
WC-1934,WC-1934_003,3,1934-05-27,Round of 16,played,GER,Germany,UEFA,BEL,Belgium,UEFA,FALSE,5,2,win,1799,1549,1819,1529,20,Florence,Italy,TRUE,FALSE,
WC-1934,WC-1934_004,4,1934-05-27,Round of 16,played,BRA,Brazil,CONMEBOL,ESP,Spain,UEFA,TRUE,1,3,loss,1934,1936,1889,1981,-45,Genoa,Italy,TRUE,FALSE,
WC-1934,WC-1934_004,4,1934-05-27,Round of 16,played,ESP,Spain,UEFA,BRA,Brazil,CONMEBOL,FALSE,3,1,win,1936,1934,1981,1889,45,Genoa,Italy,TRUE,FALSE,
WC-1934,WC-1934_005,5,1934-05-27,Round of 16,played,CSK,Czechoslovakia,UEFA,ROU,Romania,UEFA,TRUE,2,1,win,1847,1639,1861,1625,14,Trieste,Italy,TRUE,FALSE,
WC-1934,WC-1934_005,5,1934-05-27,Round of 16,played,ROU,Romania,UEFA,CSK,Czechoslovakia,UEFA,FALSE,1,2,loss,1639,1847,1625,1861,-14,Trieste,Italy,TRUE,FALSE,
WC-1934,WC-1934_006,6,1934-05-27,Round of 16,played,EGY,Egypt,CAF,HUN,Hungary,UEFA,TRUE,2,4,loss,1707,1829,1677,1859,-30,Naples,Italy,TRUE,FALSE,
