tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1960-04-14,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Benin,,,,TRUE,3,2,win,Tananarive,Madagascar,TRUE,1670,1494,1681,1483,11
,,,1960-04-15,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Congo,,,,FALSE,2,3,loss,Tananarive,Madagascar,TRUE,,,,,
,,,1961-12-25,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Burkina Faso,,,,TRUE,2,1,win,Abidjan,Ivory Coast,FALSE,1618,1380,1623,1375,5
,,,1961-12-26,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Liberia,,,,TRUE,5,0,win,Abidjan,Ivory Coast,FALSE,1623,1387,1633,1377,10
,,,1961-12-27,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Central African Republic,,,,TRUE,1,0,win,Abidjan,Ivory Coast,FALSE,,,,,
,,,1961-12-29,African Friendship Games,played,Ivory Coast,CIV,CIV,CAF,Senegal,SEN,SEN,CAF,TRUE,1,1,draw,Abidjan,Ivory Coast,FALSE,1647,1630,1641,1636,-6
,,,1962-02-04,Friendly,played,Ivory Coast,CIV,CIV,CAF,Mali,,,,FALSE,0,4,loss,Bamako,Mali,FALSE,1643,1578,1626,1595,-17
,,,1962-02-06,Friendly,played,Ivory Coast,CIV,CIV,CAF,Mali,,,,FALSE,2,0,win,Bamako,Mali,FALSE,1626,1595,1644,1577,18
,,,1962-11-30,Friendly,played,Ivory Coast,CIV,CIV,CAF,Senegal,SEN,SEN,CAF,FALSE,1,1,draw,Dakar,Senegal,FALSE,,,,,
,,,1963-03-10,Friendly,played,Ivory Coast,CIV,CIV,CAF,Tunisia,TUN,TUN,CAF,TRUE,3,0,win,Abidjan,Ivory Coast,FALSE,1656,1476,1662,1470,6
