tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_003,3,2006-06-10,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Hamburg,Germany,TRUE,1766,1922
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_023,23,2006-06-16,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Netherlands,NED,NLD,UEFA,FALSE,Stuttgart,Germany,TRUE,1749,2009
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_038,38,2006-06-21,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Serbia and Montenegro,SCG,SCG,UEFA,TRUE,Munich,Germany,TRUE,1738,1748
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_013,13,2010-06-15,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Portugal,PRT,PRT,UEFA,TRUE,Port Elizabeth,South Africa,TRUE,1739,1876
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_027,27,2010-06-20,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Brazil,BRA,BRA,CONMEBOL,FALSE,Johannesburg,South Africa,TRUE,1750,2111
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_046,46,2010-06-25,Group Stage,played,Ivory Coast,CIV,CIV,CAF,North Korea,PRK,PRK,AFC,FALSE,Nelspruit,South Africa,TRUE,1740,1517
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_007,7,2014-06-14,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Japan,JPN,JPN,AFC,TRUE,Recife,Brazil,TRUE,1772,1785
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_021,21,2014-06-19,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Colombia,COL,COL,CONMEBOL,FALSE,Brasília,Brazil,TRUE,1803,1960
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_038,38,2014-06-24,Group Stage,played,Ivory Coast,CIV,CIV,CAF,Greece,GRC,GRC,UEFA,FALSE,Fortaleza,Brazil,TRUE,1786,1782
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_010,10,2026-06-14,Group Stage,scheduled,Ivory Coast,CIV,CIV,CAF,Ecuador,ECU,ECU,CONMEBOL,TRUE,Philadelphia,United States,TRUE,1676,1933
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_033,33,2026-06-20,Group Stage,scheduled,Ivory Coast,CIV,CIV,CAF,Germany,GER,DEU,UEFA,FALSE,Toronto,Canada,TRUE,1676,1923
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_057,57,2026-06-25,Group Stage,scheduled,Ivory Coast,CIV,CIV,CAF,Curaçao,,,,FALSE,Philadelphia,United States,TRUE,1676,1436
