tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1966,1966,ENG,England,ENG,UEFA,1966 FIFA Men's World Cup,Winner,1,6
WC-1966,1966,PRT,Portugal,PRT,UEFA,1966 FIFA Men's World Cup,Third Place,3,6
WC-1966,1966,GER,Germany,DEU,UEFA,1966 FIFA Men's World Cup,Semi-final,4,6
WC-1966,1966,SUN,Soviet Union,SUN,UEFA,1966 FIFA Men's World Cup,Fourth Place,4,6
WC-1966,1966,ARG,Argentina,ARG,CONMEBOL,1966 FIFA Men's World Cup,Quarter-final,8,4
WC-1966,1966,HUN,Hungary,HUN,UEFA,1966 FIFA Men's World Cup,Quarter-final,8,4
WC-1966,1966,PRK,North Korea,PRK,AFC,1966 FIFA Men's World Cup,Quarter-final,8,4
WC-1966,1966,URY,Uruguay,URY,CONMEBOL,1966 FIFA Men's World Cup,Quarter-final,8,4
WC-1966,1966,BRA,Brazil,BRA,CONMEBOL,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,BGR,Bulgaria,BGR,UEFA,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,CHL,Chile,CHL,CONMEBOL,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,FRA,France,FRA,UEFA,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,ITA,Italy,ITA,UEFA,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,MEX,Mexico,MEX,CONCACAF,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,ESP,Spain,ESP,UEFA,1966 FIFA Men's World Cup,Group Stage,16,3
WC-1966,1966,CHE,Switzerland,CHE,UEFA,1966 FIFA Men's World Cup,Group Stage,16,3
