tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1966,1966,ENG,England,UEFA,1991,2046,55,final
WC-1966,1966,PRT,Portugal,UEFA,1833,2019,186,final
WC-1966,1966,GER,Germany,UEFA,1960,2038,78,final
WC-1966,1966,SUN,Soviet Union,UEFA,2003,2015,12,final
WC-1966,1966,ARG,Argentina,CONMEBOL,1973,1982,9,final
WC-1966,1966,HUN,Hungary,UEFA,1954,1954,0,final
WC-1966,1966,PRK,North Korea,AFC,1778,1776,-2,final
WC-1966,1966,URY,Uruguay,CONMEBOL,1848,1884,36,final
WC-1966,1966,BRA,Brazil,CONMEBOL,2010,1919,-91,final
WC-1966,1966,BGR,Bulgaria,UEFA,1804,1726,-78,final
WC-1966,1966,CHL,Chile,CONMEBOL,1752,1727,-25,final
WC-1966,1966,FRA,France,UEFA,1759,1735,-24,final
WC-1966,1966,ITA,Italy,UEFA,1979,1923,-56,final
WC-1966,1966,MEX,Mexico,CONCACAF,1868,1843,-25,final
WC-1966,1966,ESP,Spain,UEFA,1895,1884,-11,final
WC-1966,1966,CHE,Switzerland,UEFA,1639,1617,-22,final
