tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-1958,WC-1958_001,1,1958-06-08,Group Stage,played,Argentina,Germany,ARG,GER,ARG,DEU,CONMEBOL,UEFA,2113,1923,Malmö,Sweden,TRUE
WC-1958,WC-1958_002,2,1958-06-08,Group Stage,played,Austria,Brazil,AUT,BRA,AUT,BRA,UEFA,CONMEBOL,1906,1976,Uddevalla,Sweden,TRUE
WC-1958,WC-1958_003,3,1958-06-08,Group Stage,played,Czechoslovakia,Northern Ireland,CSK,NIR,CSK,NIR,UEFA,UEFA,1894,1738,Halmstad,Sweden,TRUE
WC-1958,WC-1958_004,4,1958-06-08,Group Stage,played,England,Soviet Union,ENG,SUN,ENG,SUN,UEFA,UEFA,2015,1893,Gothenburg,Sweden,TRUE
WC-1958,WC-1958_005,5,1958-06-08,Group Stage,played,France,Paraguay,FRA,PRY,FRA,PRY,UEFA,CONMEBOL,1840,1751,Norrköping,Sweden,TRUE
WC-1958,WC-1958_006,6,1958-06-08,Group Stage,played,Hungary,Wales,HUN,WAL,HUN,WAL,UEFA,UEFA,2081,1718,Sandviken,Sweden,TRUE
WC-1958,WC-1958_007,7,1958-06-08,Group Stage,played,Scotland,Yugoslavia,SCO,YUG,SCO,YUG,UEFA,UEFA,1829,1914,Västerås,Sweden,TRUE
WC-1958,WC-1958_008,8,1958-06-08,Group Stage,played,Sweden,Mexico,SWE,MEX,SWE,MEX,UEFA,CONCACAF,1803,1776,Solna,Sweden,FALSE
WC-1958,WC-1958_009,9,1958-06-11,Group Stage,played,Argentina,Northern Ireland,ARG,NIR,ARG,NIR,CONMEBOL,UEFA,1984,1781,Halmstad,Sweden,TRUE
WC-1958,WC-1958_010,10,1958-06-11,Group Stage,played,Austria,Soviet Union,AUT,SUN,AUT,SUN,UEFA,UEFA,1864,1903,Borås,Sweden,TRUE
WC-1958,WC-1958_011,11,1958-06-11,Group Stage,played,Brazil,England,BRA,ENG,BRA,ENG,CONMEBOL,UEFA,2018,2005,Gothenburg,Sweden,TRUE
WC-1958,WC-1958_012,12,1958-06-11,Group Stage,played,Czechoslovakia,Germany,CSK,GER,CSK,DEU,UEFA,UEFA,1844,1923,Helsingborg,Sweden,TRUE
WC-1958,WC-1958_013,13,1958-06-11,Group Stage,played,France,Yugoslavia,FRA,YUG,FRA,YUG,UEFA,UEFA,1882,1907,Västerås,Sweden,TRUE
WC-1958,WC-1958_014,14,1958-06-11,Group Stage,played,Mexico,Wales,MEX,WAL,MEX,WAL,CONCACAF,UEFA,1742,1741,Solna,Sweden,TRUE
WC-1958,WC-1958_015,15,1958-06-11,Group Stage,played,Paraguay,Scotland,PRY,SCO,PRY,SCO,CONMEBOL,UEFA,1709,1836,Norrköping,Sweden,TRUE
WC-1958,WC-1958_016,16,1958-06-12,Group Stage,played,Sweden,Hungary,SWE,HUN,SWE,HUN,UEFA,UEFA,1837,2058,Solna,Sweden,FALSE
WC-1958,WC-1958_017,17,1958-06-15,Group Stage,played,Argentina,Czechoslovakia,ARG,CSK,ARG,CSK,CONMEBOL,UEFA,2005,1862,Helsingborg,Sweden,TRUE
WC-1958,WC-1958_018,18,1958-06-15,Group Stage,played,Austria,England,AUT,ENG,AUT,ENG,UEFA,UEFA,1824,2006,Borås,Sweden,TRUE
WC-1958,WC-1958_019,19,1958-06-15,Group Stage,played,Brazil,Soviet Union,BRA,SUN,BRA,SUN,CONMEBOL,UEFA,2017,1943,Gothenburg,Sweden,TRUE
