tournament_id,year,team_id,team,confederation,elo_start,elo_end,elo_change,elo_status
WC-1958,1958,BRA,Brazil,CONMEBOL,1976,2143,167,final
WC-1958,1958,SWE,Sweden,UEFA,1803,1900,97,final
WC-1958,1958,FRA,France,UEFA,1840,1893,53,final
WC-1958,1958,GER,Germany,UEFA,1925,1882,-43,final
WC-1958,1958,NIR,Northern Ireland,UEFA,1738,1773,35,final
WC-1958,1958,SUN,Soviet Union,UEFA,1893,1901,8,final
WC-1958,1958,WAL,Wales,UEFA,1718,1797,79,final
WC-1958,1958,YUG,Yugoslavia,UEFA,1914,1920,6,final
WC-1958,1958,ARG,Argentina,CONMEBOL,1984,1922,-62,final
WC-1958,1958,AUT,Austria,UEFA,1906,1838,-68,final
WC-1958,1958,CSK,Czechoslovakia,UEFA,1894,1901,7,final
WC-1958,1958,ENG,England,UEFA,2015,1955,-60,final
WC-1958,1958,HUN,Hungary,UEFA,2081,1987,-94,final
WC-1958,1958,MEX,Mexico,CONCACAF,1776,1723,-53,final
WC-1958,1958,PRY,Paraguay,CONMEBOL,1751,1765,14,final
WC-1958,1958,SCO,Scotland,UEFA,1829,1770,-59,final
