tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1958,WC-1958_001,1,1958-06-08,Group Stage,played,ARG,Argentina,CONMEBOL,GER,Germany,UEFA,TRUE,1,3,loss,2044,1925,1984,1985,-60,Malmö,Sweden,TRUE,FALSE,
WC-1958,WC-1958_001,1,1958-06-08,Group Stage,played,GER,Germany,UEFA,ARG,Argentina,CONMEBOL,FALSE,3,1,win,1925,2044,1985,1984,60,Malmö,Sweden,TRUE,FALSE,
WC-1958,WC-1958_002,2,1958-06-08,Group Stage,played,AUT,Austria,UEFA,BRA,Brazil,CONMEBOL,TRUE,0,3,loss,1906,1976,1864,2018,-42,Uddevalla,Sweden,TRUE,FALSE,
WC-1958,WC-1958_002,2,1958-06-08,Group Stage,played,BRA,Brazil,CONMEBOL,AUT,Austria,UEFA,FALSE,3,0,win,1976,1906,2018,1864,42,Uddevalla,Sweden,TRUE,FALSE,
WC-1958,WC-1958_003,3,1958-06-08,Group Stage,played,CSK,Czechoslovakia,UEFA,NIR,Northern Ireland,UEFA,TRUE,0,1,loss,1894,1738,1851,1781,-43,Halmstad,Sweden,TRUE,FALSE,
WC-1958,WC-1958_003,3,1958-06-08,Group Stage,played,NIR,Northern Ireland,UEFA,CSK,Czechoslovakia,UEFA,FALSE,1,0,win,1738,1894,1781,1851,43,Halmstad,Sweden,TRUE,FALSE,
WC-1958,WC-1958_004,4,1958-06-08,Group Stage,played,ENG,England,UEFA,SUN,Soviet Union,UEFA,TRUE,2,2,draw,2015,1893,2005,1903,-10,Gothenburg,Sweden,TRUE,FALSE,
WC-1958,WC-1958_004,4,1958-06-08,Group Stage,played,SUN,Soviet Union,UEFA,ENG,England,UEFA,FALSE,2,2,draw,1893,2015,1903,2005,10,Gothenburg,Sweden,TRUE,FALSE,
WC-1958,WC-1958_005,5,1958-06-08,Group Stage,played,FRA,France,UEFA,PRY,Paraguay,CONMEBOL,TRUE,7,3,win,1840,1751,1882,1709,42,Norrköping,Sweden,TRUE,FALSE,
WC-1958,WC-1958_005,5,1958-06-08,Group Stage,played,PRY,Paraguay,CONMEBOL,FRA,France,UEFA,FALSE,3,7,loss,1751,1840,1709,1882,-42,Norrköping,Sweden,TRUE,FALSE,
WC-1958,WC-1958_006,6,1958-06-08,Group Stage,played,HUN,Hungary,UEFA,WAL,Wales,UEFA,TRUE,1,1,draw,2081,1718,2058,1741,-23,Sandviken,Sweden,TRUE,FALSE,
WC-1958,WC-1958_006,6,1958-06-08,Group Stage,played,WAL,Wales,UEFA,HUN,Hungary,UEFA,FALSE,1,1,draw,1718,2081,1741,2058,23,Sandviken,Sweden,TRUE,FALSE,
WC-1958,WC-1958_007,7,1958-06-08,Group Stage,played,SCO,Scotland,UEFA,YUG,Yugoslavia,UEFA,TRUE,1,1,draw,1829,1914,1836,1907,7,Västerås,Sweden,TRUE,FALSE,
WC-1958,WC-1958_007,7,1958-06-08,Group Stage,played,YUG,Yugoslavia,UEFA,SCO,Scotland,UEFA,FALSE,1,1,draw,1914,1829,1907,1836,-7,Västerås,Sweden,TRUE,FALSE,
