team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Aleksandr Borodyuk,P-99207,midfielder,MF,13,1962-11-30,31,SC Freiburg,Germany,5,3
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Aleksandr Mostovoi,P-76220,midfielder,MF,19,1968-08-22,25,RC Strasbourg,France,2,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Andrey Pyatnitsky,P-08785,midfielder,MF,7,1967-09-27,26,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Galiamin,P-95639,defender,DF,4,1963-01-08,31,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Kharine,P-54805,goal keeper,GK,16,1968-08-16,25,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Khlestov,P-69635,midfielder,MF,21,1971-01-21,23,Spartak Moskva,Russia,3,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Kuznetsov,P-82492,defender,DF,2,1965-08-28,28,UE Lleida,Spain,7,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Popov,P-46886,midfielder,MF,8,1967-02-27,27,Racing Santander,Spain,5,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Dmitri Radchenko,P-42532,forward,FW,15,1970-12-02,23,Racing Santander,Spain,9,6
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Igor Korneev,P-88486,midfielder,MF,14,1967-09-04,26,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Igor Lediakhov,P-93191,midfielder,MF,20,1968-05-22,26,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Ilya Tsymbalar,P-65049,midfielder,MF,17,1969-06-17,25,Spartak Moskva,Russia,7,1
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Oleg Salenko,P-73354,forward,FW,9,1969-10-25,24,Valencia CF,Spain,6,6
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Omari Tetradze,P-01806,defender,DF,12,1969-10-13,24,Dinamo Moskva,Russia,5,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Sergei Gorlukovich,P-06372,defender,DF,3,1961-11-18,32,Bayer Uerdingen,Germany,7,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Sergei Yuran,P-46493,forward,FW,22,1969-06-11,25,FC Porto,Portugal,2,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Stanislav Cherchesov,P-82210,goal keeper,GK,1,1963-09-02,30,Dynamo Dresden,Germany,5,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Valeri Karpin,P-48249,midfielder,MF,10,1969-02-02,25,Real Sociedad San Sebastian,Spain,4,1
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Viktor Onopko,P-83394,defender,DF,18,1969-10-14,24,Spartak Moskva,Russia,7,0
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Vladimir Beschastnykh,P-76498,forward,FW,11,1974-04-01,20,Werder Bremen,Germany,1,1
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Vladislav Ternavsky,P-66957,defender,DF,6,1969-05-02,25,,,,
Russia,RUS,1994 FIFA Men's World Cup,WC-1994,1994,Yuri Nikiforov,P-70700,defender,DF,5,1970-09-16,23,Spartak Moskva,Russia,9,2
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Aleksandr Filimonov,P-76203,goal keeper,GK,23,1973-10-15,28,Uralan Elista,Russia,0,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Aleksandr Kerzhakov,P-89971,forward,FW,16,1982-11-27,19,Zenit Sankt-Peterburg,Russia,2,3
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Aleksandr Mostovoi,P-76220,midfielder,MF,10,1968-08-22,33,Celta Vigo,Spain,4,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Alexey Smertin,P-79578,midfielder,MF,4,1975-05-01,27,,,,
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Andrei Solomatin,P-27678,defender,DF,5,1975-09-09,26,CSKA Moskva,Russia,7,1
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Dmitri Alenichev,P-51792,midfielder,MF,15,1972-10-20,29,FC Porto,Portugal,2,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Dmitri Khokhlov,P-28437,midfielder,MF,21,1975-12-22,26,Real Sociedad San Sebastian,Spain,3,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Dmitri Sennikov,P-53680,defender,DF,18,1976-06-24,25,Lokomotiv Moskva,Russia,3,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Dmitri Sychev,P-04731,forward,FW,22,1983-10-26,18,Olympique Marseille,France,1,2
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Igor Chugainov,P-64408,defender,DF,14,1970-04-06,32,Uralan Elista,Russia,1,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Igor Semshov,P-65105,midfielder,MF,6,1978-04-06,24,Torpedo Moskva,Russia,3,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Marat Izmailov,P-14715,midfielder,MF,20,1982-09-21,19,Lokomotiv Moskva,Russia,5,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Ruslan Nigmatullin,P-86448,goal keeper,GK,1,1974-10-07,27,Salernitana Sport,Italy,8,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Ruslan Pimenov,P-76375,forward,FW,19,1981-11-25,20,Lokomotiv Moskva,Russia,3,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Sergei Semak,P-75536,midfielder,MF,17,1976-02-27,26,CSKA Moskva,Russia,4,2
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Stanislav Cherchesov,P-82210,goal keeper,GK,12,1963-09-02,38,,,,
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Valeri Karpin,P-48249,midfielder,MF,8,1969-02-02,33,Real Sociedad San Sebastian,Spain,7,1
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Viktor Onopko,P-83394,defender,DF,7,1969-10-14,32,Rayo Vallecano Madrid,Spain,11,1
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Vladimir Beschastnykh,P-76498,forward,FW,11,1974-04-01,28,Fenerbahçe SK,Turkey,9,3
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Vyacheslav Dayev,P-32046,defender,DF,13,1972-09-06,29,CSKA Moskva,Russia,2,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Yegor Titov,P-66907,midfielder,MF,9,1976-05-29,26,Spartak Moskva,Russia,7,1
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Yuri Kovtun,P-70372,defender,DF,2,1970-01-05,32,Spartak Moskva,Russia,7,0
Russia,RUS,2002 FIFA Men's World Cup,WC-2002,2002,Yuri Nikiforov,P-70700,defender,DF,3,1970-09-16,31,RKC Waalwijk,Netherlands,6,0
Russia,RUS,2014 FIFA Men's World Cup,WC-2014,2014,Alan Dzagoev,P-69896,midfielder,MF,10,1990-06-17,23,,,,
Russia,RUS,2014 FIFA Men's World Cup,WC-2014,2014,Aleksandr Kerzhakov,P-89971,forward,FW,11,1982-11-27,31,Zenit Sankt-Peterburg,Russia,5,5
