tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1962,1962,BRA,Brazil,BRA,CONMEBOL,1962 FIFA Men's World Cup,Winner,1,6
WC-1962,1962,CSK,Czechoslovakia,CSK,UEFA,1962 FIFA Men's World Cup,Runner-up,2,6
WC-1962,1962,CHL,Chile,CHL,CONMEBOL,1962 FIFA Men's World Cup,Third Place,3,6
WC-1962,1962,YUG,Yugoslavia,YUG,UEFA,1962 FIFA Men's World Cup,Fourth Place,4,6
WC-1962,1962,ENG,England,ENG,UEFA,1962 FIFA Men's World Cup,Quarter-final,8,4
WC-1962,1962,GER,Germany,DEU,UEFA,1962 FIFA Men's World Cup,Quarter-final,8,4
WC-1962,1962,HUN,Hungary,HUN,UEFA,1962 FIFA Men's World Cup,Quarter-final,8,4
WC-1962,1962,SUN,Soviet Union,SUN,UEFA,1962 FIFA Men's World Cup,Quarter-final,8,4
WC-1962,1962,ARG,Argentina,ARG,CONMEBOL,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,BGR,Bulgaria,BGR,UEFA,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,COL,Colombia,COL,CONMEBOL,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,ITA,Italy,ITA,UEFA,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,MEX,Mexico,MEX,CONCACAF,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,ESP,Spain,ESP,UEFA,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,CHE,Switzerland,CHE,UEFA,1962 FIFA Men's World Cup,Group Stage,16,3
WC-1962,1962,URY,Uruguay,URY,CONMEBOL,1962 FIFA Men's World Cup,Group Stage,16,3
