tournament_id,match_id,match_number,date,stage,status,team_id,team,team_confederation,opponent_id,opponent,opponent_confederation,is_home,team_score,opponent_score,result,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta,city,country,neutral,decided_by_shootout,shootout_winner
WC-1962,WC-1962_001,1,1962-05-30,Group Stage,played,ARG,Argentina,CONMEBOL,BGR,Bulgaria,UEFA,TRUE,1,0,win,1980,1775,1994,1761,14,Rancagua,Chile,TRUE,FALSE,
WC-1962,WC-1962_001,1,1962-05-30,Group Stage,played,BGR,Bulgaria,UEFA,ARG,Argentina,CONMEBOL,FALSE,0,1,loss,1775,1980,1761,1994,-14,Rancagua,Chile,TRUE,FALSE,
WC-1962,WC-1962_002,2,1962-05-30,Group Stage,played,BRA,Brazil,CONMEBOL,MEX,Mexico,CONCACAF,TRUE,2,0,win,2104,1809,2118,1795,14,Viña del Mar,Chile,TRUE,FALSE,
WC-1962,WC-1962_002,2,1962-05-30,Group Stage,played,MEX,Mexico,CONCACAF,BRA,Brazil,CONMEBOL,FALSE,0,2,loss,1809,2104,1795,2118,-14,Viña del Mar,Chile,TRUE,FALSE,
WC-1962,WC-1962_003,3,1962-05-30,Group Stage,played,CHL,Chile,CONMEBOL,CHE,Switzerland,UEFA,TRUE,3,1,win,1740,1707,1769,1678,29,Santiago,Chile,FALSE,FALSE,
WC-1962,WC-1962_003,3,1962-05-30,Group Stage,played,CHE,Switzerland,UEFA,CHL,Chile,CONMEBOL,FALSE,1,3,loss,1707,1740,1678,1769,-29,Santiago,Chile,FALSE,FALSE,
WC-1962,WC-1962_004,4,1962-05-30,Group Stage,played,COL,Colombia,CONMEBOL,URY,Uruguay,CONMEBOL,TRUE,1,2,loss,1440,1906,1436,1910,-4,Arica,Chile,TRUE,FALSE,
WC-1962,WC-1962_004,4,1962-05-30,Group Stage,played,URY,Uruguay,CONMEBOL,COL,Colombia,CONMEBOL,FALSE,2,1,win,1906,1440,1910,1436,4,Arica,Chile,TRUE,FALSE,
WC-1962,WC-1962_005,5,1962-05-31,Group Stage,played,CSK,Czechoslovakia,UEFA,ESP,Spain,UEFA,TRUE,1,0,win,1977,1963,2006,1934,29,Viña del Mar,Chile,TRUE,FALSE,
WC-1962,WC-1962_005,5,1962-05-31,Group Stage,played,ESP,Spain,UEFA,CSK,Czechoslovakia,UEFA,FALSE,0,1,loss,1963,1977,1934,2006,-29,Viña del Mar,Chile,TRUE,FALSE,
