tournament_id,match_id,match_number,date,stage,status,home_team,away_team,home_team_id,away_team_id,home_team_code,away_team_code,home_team_confederation,away_team_confederation,home_elo_start,away_elo_start,city,country,neutral
WC-1962,WC-1962_001,1,1962-05-30,Group Stage,played,Argentina,Bulgaria,ARG,BGR,ARG,BGR,CONMEBOL,UEFA,1980,1775,Rancagua,Chile,TRUE
WC-1962,WC-1962_002,2,1962-05-30,Group Stage,played,Brazil,Mexico,BRA,MEX,BRA,MEX,CONMEBOL,CONCACAF,2104,1809,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_003,3,1962-05-30,Group Stage,played,Chile,Switzerland,CHL,CHE,CHL,CHE,CONMEBOL,UEFA,1740,1707,Santiago,Chile,FALSE
WC-1962,WC-1962_004,4,1962-05-30,Group Stage,played,Colombia,Uruguay,COL,URY,COL,URY,CONMEBOL,CONMEBOL,1440,1906,Arica,Chile,TRUE
WC-1962,WC-1962_005,5,1962-05-31,Group Stage,played,Czechoslovakia,Spain,CSK,ESP,CSK,ESP,UEFA,UEFA,1977,1963,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_006,6,1962-05-31,Group Stage,played,England,Hungary,ENG,HUN,ENG,HUN,UEFA,UEFA,1923,1940,Rancagua,Chile,TRUE
WC-1962,WC-1962_007,7,1962-05-31,Group Stage,played,Germany,Italy,GER,ITA,DEU,ITA,UEFA,UEFA,1923,1856,Santiago,Chile,TRUE
WC-1962,WC-1962_008,8,1962-05-31,Group Stage,played,Soviet Union,Yugoslavia,SUN,YUG,SUN,YUG,UEFA,UEFA,2031,1983,Arica,Chile,TRUE
WC-1962,WC-1962_009,9,1962-06-02,Group Stage,played,Argentina,England,ARG,ENG,ARG,ENG,CONMEBOL,UEFA,1994,1894,Rancagua,Chile,TRUE
WC-1962,WC-1962_010,10,1962-06-02,Group Stage,played,Brazil,Czechoslovakia,BRA,CSK,BRA,CSK,CONMEBOL,UEFA,2118,2006,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_011,11,1962-06-02,Group Stage,played,Chile,Italy,CHL,ITA,CHL,ITA,CONMEBOL,UEFA,1769,1893,Santiago,Chile,FALSE
WC-1962,WC-1962_012,12,1962-06-02,Group Stage,played,Uruguay,Yugoslavia,URY,YUG,URY,YUG,CONMEBOL,UEFA,1910,1944,Arica,Chile,TRUE
WC-1962,WC-1962_013,13,1962-06-03,Group Stage,played,Bulgaria,Hungary,BGR,HUN,BGR,HUN,UEFA,UEFA,1761,1969,Rancagua,Chile,TRUE
WC-1962,WC-1962_014,14,1962-06-03,Group Stage,played,Colombia,Soviet Union,COL,SUN,COL,SUN,CONMEBOL,UEFA,1436,2070,Arica,Chile,TRUE
WC-1962,WC-1962_015,15,1962-06-03,Group Stage,played,Germany,Switzerland,GER,CHE,DEU,CHE,UEFA,UEFA,1923,1889,Santiago,Chile,TRUE
WC-1962,WC-1962_016,16,1962-06-03,Group Stage,played,Mexico,Spain,MEX,ESP,MEX,ESP,CONCACAF,UEFA,1795,1934,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_017,17,1962-06-06,Group Stage,played,Argentina,Hungary,ARG,HUN,ARG,HUN,CONMEBOL,UEFA,1936,1997,Rancagua,Chile,TRUE
WC-1962,WC-1962_018,18,1962-06-06,Group Stage,played,Brazil,Spain,BRA,ESP,BRA,ESP,CONMEBOL,UEFA,2109,1953,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_019,19,1962-06-06,Group Stage,played,Chile,Germany,CHL,GER,CHL,DEU,CONMEBOL,UEFA,1710,1923,Santiago,Chile,FALSE
WC-1962,WC-1962_020,20,1962-06-06,Group Stage,played,Soviet Union,Uruguay,SUN,URY,SUN,URY,UEFA,CONMEBOL,2042,1869,Arica,Chile,TRUE
WC-1962,WC-1962_021,21,1962-06-07,Group Stage,played,Bulgaria,England,BGR,ENG,BGR,ENG,UEFA,UEFA,1733,1952,Rancagua,Chile,TRUE
WC-1962,WC-1962_022,22,1962-06-07,Group Stage,played,Colombia,Yugoslavia,COL,YUG,COL,YUG,CONMEBOL,UEFA,1464,1985,Arica,Chile,TRUE
WC-1962,WC-1962_023,23,1962-06-07,Group Stage,played,Czechoslovakia,Mexico,CSK,MEX,CSK,MEX,UEFA,CONCACAF,2015,1776,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_024,24,1962-06-07,Group Stage,played,Italy,Switzerland,ITA,CHE,ITA,CHE,UEFA,UEFA,1845,1665,Santiago,Chile,TRUE
WC-1962,WC-1962_025,25,1962-06-10,Quarter-final,played,Brazil,England,BRA,ENG,BRA,ENG,CONMEBOL,UEFA,2126,1935,Viña del Mar,Chile,TRUE
WC-1962,WC-1962_026,26,1962-06-10,Quarter-final,played,Chile,Soviet Union,CHL,SUN,CHL,SUN,CONMEBOL,UEFA,1771,2058,Arica,Chile,FALSE
WC-1962,WC-1962_027,27,1962-06-10,Quarter-final,played,Czechoslovakia,Hungary,CSK,HUN,CSK,HUN,UEFA,UEFA,1943,1992,Rancagua,Chile,TRUE
WC-1962,WC-1962_028,28,1962-06-10,Quarter-final,played,Germany,Yugoslavia,GER,YUG,DEU,YUG,UEFA,UEFA,1923,1813,Santiago,Chile,TRUE
WC-1962,WC-1962_029,29,1962-06-13,Semi-final,played,Chile,Brazil,CHL,BRA,CHL,BRA,CONMEBOL,CONMEBOL,1816,2148,Santiago,Chile,FALSE
WC-1962,WC-1962_030,30,1962-06-13,Semi-final,played,Czechoslovakia,Yugoslavia,CSK,YUG,CSK,YUG,UEFA,UEFA,1977,2018,Viña del Mar,Chile,TRUE
