team,team_code,tournament,tournament_id,year,player_name,player_id,position,pos_code,shirt_number,date_of_birth,age,club,club_country,caps,goals
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Alexander Wood,P-56459,defender,DF,,1907-06-12,23,Brooklyn Wanderers,USA,4,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Andy Auld,P-58795,midfielder,MF,,1900-01-26,30,Providence Gold Bugs,USA,4,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Arnie Oliver,P-46121,forward,FW,,1907-05-22,23,,,,
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Bart McGhee,P-65185,forward,FW,,1899-04-30,31,New York Giants,USA,3,1
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Bert Patenaude,P-71973,forward,FW,,1909-11-04,20,Newark Americans,USA,4,6
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Billy Gonsalves,P-85569,forward,FW,,1908-08-10,21,New York Soccer Club,USA,4,1
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Frank Vaughn,P-49855,defender,DF,,1902-02-18,28,,,,
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,George Moorhouse,P-25155,defender,DF,,1901-05-04,29,New York Soccer Club,USA,4,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,James Gentle,P-00733,forward,FW,,1904-07-21,25,,,,
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Jim Brown,P-06424,forward,FW,,1908-12-31,21,New York Soccer Club,USA,4,1
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Jimmy Douglas,P-12437,goal keeper,GK,,1898-01-12,32,New York Giants,USA,4,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Jimmy Gallagher,P-99522,midfielder,MF,,1901-06-07,29,New York Giants,USA,4,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Mike Bookie,P-94425,forward,FW,,1904-09-12,25,Cleveland Bartunek Slavia,USA,1,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Philip Slone,P-47437,midfielder,MF,,1907-01-20,23,Hakoah All Stars New York,USA,1,0
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Raphael Tracey,P-04110,forward,FW,,1904-02-06,26,,,,
United States,USA,1930 FIFA Men's World Cup,WC-1930,1930,Tom Florie,P-37361,forward,FW,,1897-09-06,32,New Bedford Whalers,USA,4,1
