tournament,tournament_id,year,match_id,match_number,date,stage,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,city,country,neutral,team_elo_start,opponent_elo_start
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_001,1,1930-07-13,Group Stage,played,United States,USA,USA,CONCACAF,Belgium,BEL,BEL,UEFA,FALSE,Montevideo,Uruguay,TRUE,1672,1661
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_008,8,1930-07-17,Group Stage,played,United States,USA,USA,CONCACAF,Paraguay,PRY,PRY,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1723,1777
1930 FIFA Men's World Cup,WC-1930,1930,WC-1930_016,16,1930-07-26,Semi-final,played,United States,USA,USA,CONCACAF,Argentina,ARG,ARG,CONMEBOL,FALSE,Montevideo,Uruguay,TRUE,1784,2088
1934 FIFA Men's World Cup,WC-1934,1934,WC-1934_007,7,1934-05-27,Round of 16,played,United States,USA,USA,CONCACAF,Italy,ITA,ITA,UEFA,FALSE,Rome,Italy,FALSE,1778,1975
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_004,4,1950-06-25,Group Stage,played,United States,USA,USA,CONCACAF,Spain,ESP,ESP,UEFA,FALSE,Curitiba,Brazil,TRUE,1580,1899
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_009,9,1950-06-29,Group Stage,played,United States,USA,USA,CONCACAF,England,ENG,ENG,UEFA,FALSE,Belo Horizonte,Brazil,TRUE,1568,2077
1950 FIFA Men's World Cup,WC-1950,1950,WC-1950_013,13,1950-07-02,Group Stage,played,United States,USA,USA,CONCACAF,Chile,CHL,CHL,CONMEBOL,FALSE,Recife,Brazil,TRUE,1625,1581
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_007,7,1990-06-10,Group Stage,played,United States,USA,USA,CONCACAF,Czechoslovakia,CSK,CSK,UEFA,TRUE,Florence,Italy,TRUE,1586,1855
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_015,15,1990-06-14,Group Stage,played,United States,USA,USA,CONCACAF,Italy,ITA,ITA,UEFA,FALSE,Rome,Italy,FALSE,1566,1975
1990 FIFA Men's World Cup,WC-1990,1990,WC-1990_027,27,1990-06-19,Group Stage,played,United States,USA,USA,CONCACAF,Austria,AUT,AUT,UEFA,FALSE,Florence,Italy,TRUE,1563,1737
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_005,5,1994-06-18,Group Stage,played,United States,USA,USA,CONCACAF,Switzerland,CHE,CHE,UEFA,TRUE,Pontiac,United States,FALSE,1615,1873
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_015,15,1994-06-22,Group Stage,played,United States,USA,USA,CONCACAF,Colombia,COL,COL,CONMEBOL,TRUE,Pasadena,United States,FALSE,1628,1885
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_026,26,1994-06-26,Group Stage,played,United States,USA,USA,CONCACAF,Romania,ROU,ROU,UEFA,TRUE,Pasadena,United States,FALSE,1671,1837
1994 FIFA Men's World Cup,WC-1994,1994,WC-1994_042,42,1994-07-04,Round of 16,played,United States,USA,USA,CONCACAF,Brazil,BRA,BRA,CONMEBOL,TRUE,Palo Alto,United States,FALSE,1647,2006
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_015,15,1998-06-15,Group Stage,played,United States,USA,USA,CONCACAF,Germany,GER,DEU,UEFA,FALSE,Paris,France,TRUE,1759,2058
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_030,30,1998-06-21,Group Stage,played,United States,USA,USA,CONCACAF,Iran,IRN,IRN,AFC,TRUE,Lyon,France,TRUE,1745,1628
1998 FIFA Men's World Cup,WC-1998,1998,WC-1998_044,44,1998-06-25,Group Stage,played,United States,USA,USA,CONCACAF,Serbia,SRB,SRB,UEFA,TRUE,Nantes,France,TRUE,1721,1769
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_017,17,2002-06-05,Group Stage,played,United States,USA,USA,CONCACAF,Portugal,PRT,PRT,UEFA,TRUE,Suwon,South Korea,TRUE,1808,1978
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_030,30,2002-06-10,Group Stage,played,United States,USA,USA,CONCACAF,South Korea,KOR,KOR,AFC,FALSE,Daegu,South Korea,FALSE,1852,1767
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_048,48,2002-06-14,Group Stage,played,United States,USA,USA,CONCACAF,Poland,POL,POL,UEFA,FALSE,Daejeon,South Korea,TRUE,1853,1679
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_054,54,2002-06-17,Round of 16,played,United States,USA,USA,CONCACAF,Mexico,MEX,MEX,CONCACAF,FALSE,Jeonju,South Korea,TRUE,1787,1892
2002 FIFA Men's World Cup,WC-2002,2002,WC-2002_058,58,2002-06-21,Quarter-final,played,United States,USA,USA,CONCACAF,Germany,GER,DEU,UEFA,FALSE,Ulsan,South Korea,TRUE,1845,1954
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_011,11,2006-06-12,Group Stage,played,United States,USA,USA,CONCACAF,Czechia,CZE,CZE,UEFA,TRUE,Gelsenkirchen,Germany,TRUE,1824,1971
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_025,25,2006-06-17,Group Stage,played,United States,USA,USA,CONCACAF,Italy,ITA,ITA,UEFA,FALSE,Kaiserslautern,Germany,TRUE,1792,1955
2006 FIFA Men's World Cup,WC-2006,2006,WC-2006_043,43,2006-06-22,Group Stage,played,United States,USA,USA,CONCACAF,Ghana,GHA,GHA,CAF,FALSE,Nuremberg,Germany,TRUE,1805,1686
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_004,4,2010-06-12,Group Stage,played,United States,USA,USA,CONCACAF,England,ENG,ENG,UEFA,FALSE,Rustenburg,South Africa,TRUE,1784,2001
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_023,23,2010-06-18,Group Stage,played,United States,USA,USA,CONCACAF,Slovenia,SVN,SVN,UEFA,FALSE,Johannesburg,South Africa,TRUE,1801,1704
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_040,40,2010-06-23,Group Stage,played,United States,USA,USA,CONCACAF,Algeria,DZA,DZA,CAF,TRUE,Pretoria,South Africa,TRUE,1793,1547
2010 FIFA Men's World Cup,WC-2010,2010,WC-2010_050,50,2010-06-26,Round of 16,played,United States,USA,USA,CONCACAF,Ghana,GHA,GHA,CAF,TRUE,Rustenburg,South Africa,TRUE,1805,1716
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_013,13,2014-06-16,Group Stage,played,United States,USA,USA,CONCACAF,Ghana,GHA,GHA,CAF,FALSE,Natal,Brazil,TRUE,1856,1704
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_032,32,2014-06-22,Group Stage,played,United States,USA,USA,CONCACAF,Portugal,PRT,PRT,UEFA,TRUE,Manaus,Brazil,TRUE,1874,1906
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_048,48,2014-06-26,Group Stage,played,United States,USA,USA,CONCACAF,Germany,GER,DEU,UEFA,TRUE,Recife,Brazil,TRUE,1877,2084
2014 FIFA Men's World Cup,WC-2014,2014,WC-2014_056,56,2014-07-01,Round of 16,played,United States,USA,USA,CONCACAF,Belgium,BEL,BEL,UEFA,FALSE,Salvador,Brazil,TRUE,1863,1903
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_004,4,2022-11-21,Group Stage,played,United States,USA,USA,CONCACAF,Wales,WAL,WAL,UEFA,TRUE,Al Rayyan,Qatar,TRUE,1796,1789
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_020,20,2022-11-25,Group Stage,played,United States,USA,USA,CONCACAF,England,ENG,ENG,UEFA,FALSE,Al Khor,Qatar,TRUE,1795,1956
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_036,36,2022-11-29,Group Stage,played,United States,USA,USA,CONCACAF,Iran,IRN,IRN,AFC,FALSE,Doha,Qatar,TRUE,1808,1810
2022 FIFA Men's World Cup,WC-2022,2022,WC-2022_049,49,2022-12-03,Round of 16,played,United States,USA,USA,CONCACAF,Netherlands,NED,NLD,UEFA,FALSE,Al Rayyan,Qatar,TRUE,1838,2047
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_004,4,2026-06-12,Group Stage,scheduled,United States,USA,USA,CONCACAF,Paraguay,PRY,PRY,CONMEBOL,TRUE,Inglewood,United States,FALSE,1721,1833
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_031,31,2026-06-19,Group Stage,scheduled,United States,USA,USA,CONCACAF,Australia,AUS,AUS,AFC,TRUE,Seattle,United States,FALSE,1721,1783
2026 FIFA Men's World Cup,WC-2026,2026,WC-2026_055,55,2026-06-25,Group Stage,scheduled,United States,USA,USA,CONCACAF,Turkey,TUR,TUR,UEFA,TRUE,Inglewood,United States,FALSE,1721,1902
