tournament_id,match_id,match_number,date,tournament,status,team,team_id,team_code,team_confederation,opponent,opponent_id,opponent_code,opponent_confederation,is_home,team_score,opponent_score,result,city,country,neutral,team_elo_start,opponent_elo_start,team_elo_end,opponent_elo_end,team_elo_delta
,,,1919-06-24,Inter-Allied Games,played,Romania,ROU,ROU,UEFA,France,FRA,FRA,UEFA,FALSE,0,4,loss,Paris,France,FALSE,,,,,
,,,1919-06-26,Inter-Allied Games,played,Romania,ROU,ROU,UEFA,Italy,ITA,ITA,UEFA,FALSE,1,7,loss,Paris,France,TRUE,,,,,
,,,1919-06-28,Inter-Allied Games,played,Romania,ROU,ROU,UEFA,Greece,GRC,GRC,UEFA,FALSE,2,3,loss,Paris,France,TRUE,,,,,
,,,1922-06-08,Friendly,played,Romania,ROU,ROU,UEFA,Yugoslavia,YUG,YUG,UEFA,FALSE,2,1,win,Belgrade,Yugoslavia,FALSE,1600,1562,1618,1544,18
,,,1922-09-03,Friendly,played,Romania,ROU,ROU,UEFA,Poland,POL,POL,UEFA,TRUE,1,1,draw,Cernăuţi,Romania,FALSE,1618,1605,1615,1608,-3
,,,1923-06-10,Friendly,played,Romania,ROU,ROU,UEFA,Yugoslavia,YUG,YUG,UEFA,TRUE,1,2,loss,Bucharest,Romania,FALSE,1615,1558,1594,1579,-21
,,,1923-07-01,Friendly,played,Romania,ROU,ROU,UEFA,Czechoslovakia,CSK,CSK,UEFA,TRUE,0,6,loss,Cluj,Romania,FALSE,1594,1913,1585,1922,-9
,,,1923-09-02,Friendly,played,Romania,ROU,ROU,UEFA,Poland,POL,POL,UEFA,FALSE,1,1,draw,Lwów,Poland,FALSE,1585,1610,1588,1607,3
,,,1923-10-26,Friendly,played,Romania,ROU,ROU,UEFA,Turkey,TUR,TUR,UEFA,FALSE,2,2,draw,Istanbul,Turkey,FALSE,1588,1500,1588,1500,0
,,,1924-05-20,Friendly,played,Romania,ROU,ROU,UEFA,Austria,AUT,AUT,UEFA,FALSE,1,4,loss,Vienna,Austria,FALSE,1588,1829,1584,1833,-4
,,,1924-05-27,Olympic Games,played,Romania,ROU,ROU,UEFA,Netherlands,NED,NLD,UEFA,FALSE,0,6,loss,Colombes,France,TRUE,1584,1810,1557,1837,-27
,,,1924-08-31,Friendly,played,Romania,ROU,ROU,UEFA,Czechoslovakia,CSK,CSK,UEFA,FALSE,1,4,loss,Prague,Czechoslovakia,FALSE,1557,1856,1554,1859,-3
,,,1925-05-01,Friendly,played,Romania,ROU,ROU,UEFA,Turkey,TUR,TUR,UEFA,TRUE,1,2,loss,Bucharest,Romania,FALSE,1554,1519,1540,1533,-14
,,,1925-05-31,Friendly,played,Romania,ROU,ROU,UEFA,Bulgaria,BGR,BGR,UEFA,FALSE,4,2,win,Sofia,Bulgaria,FALSE,1540,1379,1552,1367,12
