tournament_id,year,country,team_id,team_code,confederation,placement,position,matches_played,gs,ga,start_elo,finish_elo,elo_change,next_edition,next_placement,next_position
WC-1978,1978,Argentina,ARG,ARG,CONMEBOL,Winner,1,7,15,4,1927,2041,114,1982,Quarter-final,8
WC-1978,1978,Netherlands,NED,NLD,UEFA,Runner-up,2,7,15,10,2092,2058,-34,1990,Round of 16,16
WC-1978,1978,Brazil,BRA,BRA,CONMEBOL,Third Place,3,7,10,3,2080,2143,63,1982,Quarter-final,8
WC-1978,1978,Italy,ITA,ITA,UEFA,Fourth Place,4,7,9,6,1937,2004,67,1982,Winner,1
WC-1978,1978,Austria,AUT,AUT,UEFA,Quarter-final,8,6,7,10,1859,1851,-8,1982,Quarter-final,8
WC-1978,1978,Germany,GER,DEU,UEFA,Quarter-final,8,6,10,5,2098,2025,-73,1982,Semi-final,4
WC-1978,1978,Peru,PER,PER,CONMEBOL,Quarter-final,8,6,7,12,1754,1809,55,1982,Group Stage,24
WC-1978,1978,Poland,POL,POL,UEFA,Quarter-final,8,6,6,6,1942,1930,-12,1982,Third Place,3
WC-1978,1978,France,FRA,FRA,UEFA,Group Stage,16,3,5,5,1891,1894,3,1982,Fourth Place,4
WC-1978,1978,Hungary,HUN,HUN,UEFA,Group Stage,16,3,3,8,1907,1807,-100,1982,Group Stage,24
WC-1978,1978,Iran,IRN,IRN,AFC,Group Stage,16,3,2,8,1803,1749,-54,1998,Group Stage,32
WC-1978,1978,Mexico,MEX,MEX,CONCACAF,Group Stage,16,3,2,12,1798,1702,-96,1986,Quarter-final,8
WC-1978,1978,Scotland,SCO,SCO,UEFA,Group Stage,16,3,5,6,1944,1916,-28,1982,Group Stage,24
WC-1978,1978,Spain,ESP,ESP,UEFA,Group Stage,16,3,2,2,1961,1951,-10,1982,Quarter-final,8
WC-1978,1978,Sweden,SWE,SWE,UEFA,Group Stage,16,3,1,3,1792,1771,-21,1990,Group Stage,24
WC-1978,1978,Tunisia,TUN,TUN,CAF,Group Stage,16,3,3,2,1660,1709,49,1998,Group Stage,32
