tournament_id,year,team_id,team,team_code,confederation,tournament_name,placement,position,matches_played
WC-1978,1978,ARG,Argentina,ARG,CONMEBOL,1978 FIFA Men's World Cup,Winner,1,7
WC-1978,1978,NED,Netherlands,NLD,UEFA,1978 FIFA Men's World Cup,Runner-up,2,7
WC-1978,1978,BRA,Brazil,BRA,CONMEBOL,1978 FIFA Men's World Cup,Third Place,3,7
WC-1978,1978,ITA,Italy,ITA,UEFA,1978 FIFA Men's World Cup,Fourth Place,4,7
WC-1978,1978,AUT,Austria,AUT,UEFA,1978 FIFA Men's World Cup,Quarter-final,8,6
WC-1978,1978,GER,Germany,DEU,UEFA,1978 FIFA Men's World Cup,Quarter-final,8,6
WC-1978,1978,PER,Peru,PER,CONMEBOL,1978 FIFA Men's World Cup,Quarter-final,8,6
WC-1978,1978,POL,Poland,POL,UEFA,1978 FIFA Men's World Cup,Quarter-final,8,6
WC-1978,1978,FRA,France,FRA,UEFA,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,HUN,Hungary,HUN,UEFA,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,IRN,Iran,IRN,AFC,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,MEX,Mexico,MEX,CONCACAF,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,SCO,Scotland,SCO,UEFA,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,ESP,Spain,ESP,UEFA,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,SWE,Sweden,SWE,UEFA,1978 FIFA Men's World Cup,Group Stage,16,3
WC-1978,1978,TUN,Tunisia,TUN,CAF,1978 FIFA Men's World Cup,Group Stage,16,3
